bib_id,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,w_count,o_count,a_count,aw_count,ow_count,source
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī aṭlaʻa shams al-fawāʼid fī muḥāḍarat al-abrār wa-jaʻala niẓām al-qalāʼid fī musāmarat al-akhyār wa-awdaʻa li-laʼāliʼ [laʼāliʼ] al-fawāʼid fī muḥāwarat al-aḥrār, wa-awḍaḥa al-ḥikam fī mujārāt al-ḥukamāʼ, wa-abāna jawāmiʻ al-kalim fī mubārāt al-ʻulamāʼ, wa-ḍammana al-asrār fī muṭāraḥat al-aḥibāʼ, wa-arsala al-arwāḥ fī munāwaḥat al-awiddāʼ, wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ālihi wa-sallam. Ammā baʻd, fa-innī awdaʻtu fī hādhā al-kitāb alladhī sammaytuhu ""Muḥāḍarat al-abrār wa-musāmarat al-akhyār"" ḍurūban min al-akhbār wa-funūnan min al-mawāʻiẓ wa-al-amthāl dhawī al-albāb ...""",w,11,7,1,4,2,0,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. al-Ḥamdu lillāh alladhī arshada hādhihi al-ummah ilá ādāb lā tuḥṣá, wa-khaṣṣahā bi-faḍāʼil wa-mazāyā lā tustaqṣá, wa-ashhadu an lā ilāha illā Allāh shahādata ʻabd muḥtāj ilá fayḍ ʻAllām al-Ghuyūb, wa-anna Muḥammadan ʻabduhu wa-rasūluh, ajall ṭālib wa-maṭlūb, ṣalātan wa-salāman dāʼimayn, mā ṭalaʻa najm wa-afila gharūb. Wa-baʻd, fa-yaqūlu al-ʻabd al-ḍaʻīf, al-multajī ilá karam al-Raʼūf al-Laṭīf, Muḥammad al-madʻū ʻAbd al-Raʼūf ibn al-Munāwī al-Ḥaddādī, kafāhu Allāh sharra al-munāwī wa-al-muʻādī: Hādhā mā ishtaddat ilayhi ḥājat al-khāṣṣ wa-al-ʻāmm ilá maʻrifat ādāb al-akl wa-al-shurb wa-al-jimāʻ ...""",w,10,7,1,4,2,0,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Ḥamdan li-man ikhtaṣṣanā bi-risālat Abī al-Qāsim, wa-ikhtaṣṣahu bi-al-shafāʻah al-ʻuẓmá yawm al-hawl, al-ʻāṣim mā ashfaqat al-umm ʻalá waladihā al-bārr al-rāḥim ... Wa-baʻd, fa-yaqūlu al-muftaqir ilá al-ghfrān ... ʻAbd al-Raḥmān al-Maḥallī al-Azʹharī al-Shāfiʻī ... Lammā an manna Allāh ʻalayya bi-al-ijtimāʻ ʻalá ... Abī al-Ḍiyāʼ Nūr al-Dīn ʻAlī al-Shabramallisī ... kāna min jumlat mā qaraʼtuhu ʻalayhi Sharḥ Abī Shujāʻ lil-Shams Ibn Qāsim al-Ghazzī, wa-ḥaṣala min dhālika fawāʼid, nashaʼa baʻḍuhā min asʼilat al-ḥāḍirīn, baʻda al-murājaʻah bi-ḥasab al-ṭāqah, wa-aktharuhā min fawāʼid Ustādhinā al-madhkūr, ghayra jawābin li-suʼāl, fa-aḥbabtu an ajmaʻahā fī hādhihi al-awrāq, khishyata ḍayāʻihā, baʻda an istajaztuhu, fa-ajāz. Wa-wasamtu mā jamaʻt bi-""Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ"" ...""",w,14,7,1,4,2,0,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi al-iʻānah. Qāla Sayyidunā wa-Mawlānā Qāḍī al-Quḍāh, shaykh mashāyikh al-Islām, malik al-ʻulamāʼ al-aʻlām, Sībawayh zamānih, farīd ʻaṣrih wa-awānih, zayn al-dīn, lisān al-mutakallimīn, ḥujjat al-munāẓirīn, muḥyī sunnat Sayyidī [Sayyid] al-Mursalīn, Abū Yaḥyá Zakarīyā al-Anṣārī al-Shāfiʻī, taghammadahu Allāh bi-raḥmatih wa-fasaḥa fī qabrih wa-nafaʻanā wa-al-Muslimīn bi-barakatih: Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī faqqaha fī dīnihi man iṣṭafāh min al-anām, wa-hadá man irtaḍāh li-fahm mā sharraʻahu min al-aḥkām ... Wa-baʻd, fa-hādhā sharḥ ʻalá mukhtaṣarī al-musammá bi-Taḥrīr tanqīḥ al-lubāb fī al-fiqh ʻalá madhhab al-Imām al-mujtahid al-Shāfiʻī, raḍiya Allāh ʻanhu, yaḥullu alfāẓahu wa-yubayyinu murādahu wa-yuḥaqqiqu masāʼilahu wa-yuḥarriru dalāʼilahu, wa-sammaytuhu ""Tuḥfat al-ṭullāb bi-sharḥ taḥrīr tanqīḥ al-lubāb"". Wa-Allāh al-karīm asʼal an yajʻalahu khāliṣan li-wajhihi al-karīm wa-sababan lil-fawz bi-jannāt al-naʻīm.""",w,12,7,1,4,2,0,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. al-Ḥamdu lillāh ʻalá afḍālih wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad wa-ālih. Hādhā mā ishtaddat ilayhi ḥājat al-mutafahhimīn li-Jamʻ al-jawāmiʻ min sharḥ yaḥullu alfāẓah wa-yubayyinu murādah wa-yuḥaqqiqu masāʼilah wa-yuḥarriru dalāʼilah ʻalá wajh sahl lil-mubtadiʼīn, ḥasan lil-nāẓirīn, nafaʻa Allāh bi-hi. Āmīn. Qāla al-muṣannif, raḥimahu Allāh taʻālá: Bismillāh al-Raḥmān al-Raḥīm ...""",w,14,7,1,4,2,0,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī dallanā ʻalá maʻrifatihi bi-al-shawāhid wa-al-aʻlām wa-taʻabbudinā li-karāmatinā bi-aqsām al-ʻubūdīyah wa-al-aḥkām, wa-sharraʻ la-nā fīmā yuṣliḥunā fī al-dārayn sunan al-Islām, wa-hadānā ilá mā irtaḍāhu min amr al-dīn bi-Nabīyihi Muḥammad, ʻalayhi al-sallām, wa-jaʻalahu qāʼidanā bi-laṭīf khulqihi ilá dār al-salām, ṣallá Allāh ʻalayhi wa-ʻalá ālihi mā lamaʻa fī al-samāʼ barq wa-tahallala ghamām. Wa-baʻd, fa-hādhihi ʻuqūd manẓūmah min sunan sayyid al-ʻālamīn wa-imām al-muttaqīn muntaqdah [muntaqāh] min kutub al-aʼimmah al-mahdīn min ʻulamāʼ al-dīn mufaṣṣalah shudhūruhā wa-ʻaqāʼiluhā lil-mashghūf bi-ijtināʼihā, mashrūḥah fuṣūluhā wa-makshūfah abwābuhā lil-mustaḍīʼ bi-maṣābīḥ akhawātihā ... wa-tarjamtuhu bi-Kitāb Shirʻat al-Islām ilá dār al-salām wa-jaʻaltuhu thamāniyah wa-arbaʻīn faṣlan ...""",w,16,7,1,4,2,0,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. al-Ḥamdu lillāh alladhī hadānā ilá ṭarīq al-Sunnah wa-al-Jamāʻah bi-faḍlihi al-ʻaẓīm, wa-al-ṣalāh wa-al-salām ʻalá Rasūlihi wa-ḥabībihi Muḥammad alladhī kāna ʻalá khuluq ʻaẓīm, wa-ʻalá ālihi wa-aṣḥābihi al-dāʻīn ilá ṣirāṭin mustaqīm. Ammā baʻd, fa-yaqūlu al-ʻabd al-ḍaʻīf al-mudhnib Abū al-Muntahá, ʻaṣamahu Allāh taʻālá al-kabīr al-karīm ʻan al-khāṭāyā [al-khaṭāyā] wa-al-maʻāṣī wa-min al-iʻtiqād al-fāsid al-ʻaqīm: 'Inna Kitāb al-Fiqh al-akbar alladhī ṣannafahu al-Imām al-aʻẓam kitāb ṣaḥīḥ maqbūl. Qāla al-Shaykh al-Imām fakhr al-Islām ʻAlī al-Yazdawī: Fī uṣūl al-fiqh nawʻān, ʻilm al-tawḥīd wa-al-ṣifāt, wa-ʻilm al-sharāʼiʻ wa-al-aḥkām, wa-al-aṣl fī al-nawʻ al-awwal huwa al-tamassuk bi-al-Kitāb wa-al-Sunnah wa-mujānabat al-hawá wa-al-bidʻah wa-luzūm ṭarīq al-Sunnah wa-al-Jamāʻah ...""",w,11,7,1,4,2,0,0,zoe
13331136,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Shams al-Dīn Abū ʻAbd Allāh Muḥammad ibn Qāsim al-Shāfiʻī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Qāla al-Shaykh al-Imām al-ʻālim al-ʻallāmah Shams al-Dīn Abū ʻAbd Allāh Muḥammad ibn Qāsim al-Shāfiʻī, taghammadahu Allāh bi-raḥmatih wa-ruḍwānih. Āmīn: al-Ḥamdu lillāh tabarrukan bi-Fātiḥat al-Kitāb li-annahā ibtidāʼ kull amr dhī bāl wa-khātimat kull duʻāʼ mujāb wa-ākhir duʻāʼ al-muʼminīn fī al-Jannah dār al-thawāb, aḥmaduhu an [ay] wifqa murādih, wa-uṣallī wa-usallimu ʻalá afḍal khalqihi Muḥammad Sayyidī [Sayyid] al-Mursalīn, al-qāʼil 'Man yurid Allāh bi-hi khayran yufaqqihhu fī al-dīn' wa-ʻalá ālihi wa-aṣḥābihi muddata dhikr al-dhākirīn wa-sahw al-ghāfilīn. Wa-baʻd, fa-hādhā kitāb fī ghāyat al-ikhtiṣār wa-al-tahdhīb wa-ḍaʻtuhu ʻalá al-kitāb al-musammá bi-al-Taqrīb li-yantfiʻa bi-hi al-muḥtāj min al-mubtadiʼīn li-furūʻ al-sharīʻah wa-al-dīn ...""",w,9,7,1,4,2,0,0,zoe
13375332,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Ibn Qāsim al-Ghazzī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh tabarrukan bi-Fātiḥat al-Kitāb li-annahā ibtidāʼ kull amr dhī bāl wa-khātimat kull duʻāʼ mujāb wa-ākhir daʻwá al-muʼminīn fī al-Jannah dār al-thawāb, aḥmaduhu an waffaqa man arāda min ʻibādih lil-tafaqquh fī al-dīn ʻalá wifq murādih, wa-uṣallī wa-usallimu ʻalá afḍal khalqihi Muḥammad Sayyid al-Mursalīn, al-qāʼil 'Man yurid Allāh bi-hi khayran yufaqqihhu fī al-dīn' wa-ʻalá ālihi wa-aṣḥābihi muddata dhikr al-dhākirīn wa-sahw al-ghāfilīn. Wa-baʻd, hādhā kitāb fī ghāyat al-ikhtiṣār wa-al-tahdhīb wa-ḍaʻtuhu ʻalá al-kitāb al-musammá bi-al-Taqrīb li-yantfiʻa bi-hi al-muḥtāj min al-mubtadiʼīn li-furūʻ al-sharīʻah wa-al-dīn ... wa-iʻlam annahu yūjadu fī baʻḍ nusakh hādhā al-kitāb fī ghayr khuṭbatih: Laqad sammaytuhu tāratan bi-al-Taqrīb wa-tāratan bi-Ghāyat al-akhtiṣār, wa-li-dhālika sammaytuhu bi-ismayn, aḥaduhumā Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb, wa-al-thānī al-Qawl al-mukhtār fī sharḥ Ghāyat al-ikhtiṣār ...""",w,10,7,1,4,2,0,0,zoe
13375342,880-02 Qurrat al-ʻayn li-sharḥ Waraqāt Imām al-Ḥaramayn : manuscript / Muḥammad ibn Muḥammad al-Ḥaṭṭāb.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. Qāla Sayyidunā wa-Mawlānā al-Shaykh al-Imām al-ʻālim al-ʻallāmah, al-ḥabr al-fahhāmah, muftī al-Muslimīn bi-balad Allāh al-amīn, Abū ʻAbd Allāh Muḥammad ibn Sayyidinā wa-Mawlānā al-Shaykh al-Imām al-ʻallāmah Muḥammad al-Ḥaṭṭāb al-Mālikī: al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi ajmaʻīn. Wa-baʻd, fa-inna Kitāb al-Waraqāt fī ʻilm uṣūl al-fiqh lil-Shaykh al-Imām al-ʻallāmah, ṣāḥib al-taṣānīf al-mufīdah, Abī al-Maʻālī ʻAbd al-Malik Imām al-Ḥaramayn, kitāb ṣaghura ḥajmuh, wa-kathura ʻilmuh, wa-ʻaẓuma nafʻuh, wa-ẓaharat barakatuh, wa-qad sharaḥahu jamāʻah min al-ʻulamāʼ ... wa-min aḥsan shurūḥihi sharḥ Shaykhinā al-ʻAllāmah al-mufīd Jalāl al-Dīn Abī ʻAbd Allāh Muḥammad ibn Aḥmad al-Maḥallī al-Shāfiʻī, fa-innahu kathīr al-fawāʼid wa-al-nukat, wa-qad ishtaghala bi-hi al-ṭalabah wa-intafaʻū bi-hi, illā annahu li-farṭ al-ījāz qāraba an yakūna min jumlat al-alghāz ... fa-istakhartu Allāh taʻālá fī sharḥ al-Waraqāt bi-ʻibārah wāḍiḥah munabbihah ʻalá al-sharḥ al-madhkūr wa-fawāʼidih bi-ḥaythu yakūnu hādhā al-sharḥ sharḥan lil-Waraqāt wa-lil-sharḥ al-madhkūr ... wa-sammaytuhu Qurrat al-ʻayn li-sharḥ Waraqāt Imām al-Ḥaramayn ...""",w,9,7,1,4,2,0,0,zoe
13375344,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. al-Ḥamdu lillāh alladhī wajaba wujūd dhātih, wa-thabuta karam wujūdih wa-shuhūd ṣifātih, wa-ẓahara afʻāluhu al-ḥamīdah fī ṣaḥāʼif maṣnūʻātih, wa-al-ṣalāh wa-al-salām ʻalá zubdat makhlūqātih wa-ʻumdat mawjūdātih, wa-ʻalá ālihi wa-aṣḥābihi wa-atbāʻih, fī ḥarakātihi wa-sakanātih. Ammā baʻd, fa-yaqūlu al-multajī ilá ḥaram Rabbihi al-Bārī ʻAlī ibn Sulṭān ibn Muḥammad al-Qārī: Lammā sharaʻtu fī sharḥ al-Fiqh al-akbar lil-Imām al-aʻẓam wa-al-humām al-aqdam, kāna fī nīyatī wa-ṭawīyatī an yakūna mukhtaṣaran ... fa-sanaḥa bi-bālī wa-ḥālī an aṣnaʻa sharḥan mūjazan ʻalá Qaṣīdat Badʼ al-amālī ... wa-sammaytuhu Ḍawʼ al-maʻālī li-Badʼ al-amālī ...""",w,10,7,1,4,2,0,0,zoe
13375464,880-02 Bushrá al-kaʼīb bi-liqāʼ al-ḥabīb : manuscript / Jalāl al-Dīn al-Suyūṭī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ālihi wa-ṣaḥbihi ajmaʻīn. Hādhā juzʼun laṭīf wa-sammaytuhu Bushrá al-kaʼīb bi-liqāʼ al-ḥabīb, lakhkhaṣtuhu min kitābī al-kabīr alladhī allaftuhu fī aḥwāl al-Barzakh, qaṣartuhu ʻalá al-bushrá bi-mā yalqāhu al-muʼmin ʻinda mawtihi wa-fī qabrihi min al-takrīm wa-al-tarḥīb, wa-billāh al-tawfīq ...""",w,13,7,1,4,2,0,0,zoe
13375968,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Qāla al-Shaykh al-Imām al-ʻālim al-awḥad, al-ʻallāmah al-muḥaqqiq al-mutqin, Abū al-Faḍl ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī, raḍiya Allāh ʻanh: al-Ḥamdu lillāh al-munfarid bi-ismihi al-asmā [al-asmá], al-mukhtaṣṣ bi-al-mulk al-aʻazz al-aḥmá, alladhī laysa dūnahu muntahá wa-lā warāʼahu marmá, al-ẓāhir lā takhayyulan wa-wahman, wa-al-bāṭin taqddusan lā ʻadman ...""",w,17,7,1,4,2,0,0,zoe
13375977,880-02 Bahjat al-ḥusn al-waḥīd ʻalá Jawharat al-tawḥīd : manuscript / Aḥmad al-Mīhī al-Shabīnī al-Shāfiʻī al-Nuʻmānī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī ḥallá ʻarāʼis al-tawḥīd fī ḥaḍrat al-wujūd, wa-ḥallá nafāʼis al-taghrīd fī rawḍat al-shuhūd, al-wāḥid al-maʻbūd alladhī naṭaqat bi-waḥdānīyatih ʻajāʼib maṣnūʻātih, al-fard al-ṣamad alladhī aṭbaqat ʻalá ṣamadānīyatihi gharāʼib mubdaʻātih ... Wa-baʻd, fa-yaqūlu al-ʻabd al-mudhnib al-awwāh ... Aḥmad al-Mīhī al-Shabīnī al-Shāfiʻī al-Nuʻmānī ... Inna naẓm al-ʻAllāmah al-quṭb al-rabbānī al-ʻārif billāh taʻālá Sayyidī Ibrāhīm al-Laqqānī, nisbah ilá Laqānah, baldah shahīrah bi-Iqlīm al-Buḥayrah alladhī anshaʼahu bi-ishārat shaykh al-tarbiyah fī al-taṣawwuf, Sayyidī Aḥmad ʻArab al-Sharnūbī ... al-musammī dhālika al-naẓm bi-Jawharat al-tawḥīd ... wa-qad kuntu waḍaʻtu ʻalayhā ḥāshiyah badīʻat al-mabānī, laṭīfat al-maʻānī, thumma fī sanat thamān wa-khamsīn wa-miʼatayn baʻda al-alf ... ṣaraftu al-himmah ilá tabyīḍihā ... wa-sammaytuhā Bahjat al-ḥusn al-waḥīd ʻalá Jawharat al-tawḥīd ...""",w,11,7,1,4,2,0,0,zoe
13376014,880-01 Ḥawāshin ʻalá Sharḥ al-Ujhūrī li-naẓmihi Faḍāʼil Ramaḍān : manuscript.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. al-Ḥamdu lillāh Rabb al-ʻĀlamīn, wa-al-ṣalāh wa-al-salām ʻalá Sayyid al-Mursalīn, Sayyidinā Muḥammad, wa-ʻalá ālihi wa-ṣaḥbihi ajmaʻīn, wa-raḍiya Allāh ʻan al-tābiʻīn wa-man tabiʻahum bi-iḥsān ilá yawm al-dīn. Wa-baʻd, fa-hādhihi ḥawāshī ʻalá sharḥ al-ʻAllāmah al-Ujhūrī al-Mālikī li-naẓmihi li-Faḍāʼil Ramaḍān, jamaʻtuhā min hawāmish katabahā bi-yadihi Shaykhunā al-Shaykh Ḥasan al-Madābighī, ʻalayhi saḥāyib al-raḥmah wa-al-riḍwān, ʻalá hāmish nuskhatihi, wa-min taqrīr Shaykhinā al-Shaykh ʻAṭīyah al-Ujhūrī, ḥafiẓahu Allāh, wa-min kutub al-Tafsīr, wa-al-Ḥadīth, wa-al-Fiqh. Wa-Allāh al-masʼūl an yanfaʻa bi-hā, ka-mā nafaʻa bi-aṣlihā ...""",w,10,7,1,4,2,0,0,zoe
13376020,880-02 al-Qudūrī : manuscript / Aḥmad ibn Muḥammad al-Qudūrī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Kitāb al-Ṭahārah. Qāla Allāh taʻālá: Yā ayyuhā alladhīn āmanū idhā qumtu ilá al-ṣalāh fa-ighsilū wujūhakum wa-aydiyakum ilá al-marāfiq wa-imsaḥū bi-ruʼūsikum wa-arjulikum ilá al-kaʻbayn. Fa-faraḍa al-ṭahārah ...""",w,12,7,1,4,2,0,0,zoe
13376024,880-02 Nūr al-hidāyah wa-al-ʻirfān fī sirr al-rābiṭah wa-al-tawajjuh wa-Khatm al-Khawājakān : manuscript / Muḥammad Asʻad ibn Maḥmūd al-Khālidī al-ʻUthmānī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī ayyada al-Sharīʻah al-Aḥmadīyah bi-ẓuhūr al-zumrah al-taqīyah al-naqīyah, ahl al-akhlāq al-Muḥammadīyah, fa-aḥyá bi-him al-arwāḥ al-ṭāhirah al-zakīyah ... Ammā baʻd, fa-yaqūlu asīr al-dhunūb ... Muḥammad Asʻad ibn al-Ustādh al-Shaykh Maḥmūd al-Khālidī al-ʻUthmānī, al-mulaqqab bi-al-Ṣāḥib ... inna al-wird al-maʻrūf ʻinda sādātinā al-aslāf al-Naqshabandīyah wa-qādatinā al-aṣḥāb al-Khālidīyah ... al-musammá bi-al-Khatm al-Khawājakānī al-muḥtawī ʻalá baʻḍ ayāt min al-Qurʼān al-Karīm wa-al-Sabʻ al-Mathānī, huwa laysa fī al-ḥaqīqah min sharāʼiṭ hādhihi al-ṭarīqah al-anīqah, bal huwa min awrād akābir mashāyikhihā al-kirām ... al-Khawājah ʻAbd al-Khāliq al-Ghajdawānī ...""",w,9,7,1,4,2,0,0,zoe
13376046,880-02 al-Anwār al-Azʹharīyah al-muḥīṭah bi-al-khuṭab al-minbarīyah : manuscript / Ibrāhīm ibn Badawī al-Naḥḥās al-Shāfiʻī al-Azʹharī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī sharrafa aʻwād al-mābir wa-maḥārīb al-masājid bi-dhikrihi, wa-atḥafa khuṭabāʼ al-anām bi-tuḥaf imtinānih wa-mazīd birrih, wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad, ṣallá Allāh ʻalayhi wa-sallam, khayr man khaṭaba wa-amma, wa-anāra al-qulub bi-waʻẓihi wa-zajrih. Ammā baʻd, fa-yaqūlu muḥtāj Rabbihi al-qawī, Ibrāhīm ibn Badawī al-Naḥḥās al-Shāfiʻī al-Azʹharī: Hādhā mā ishtaddat ilayhi ḥājat al-khuṭabāʼ wa-al-qāṣirīn min amthālī, jamaʻtuhu ayyāma niyābatī li-khiṭābat al-Jāmiʻ al-Azʹhar, manbaʻ al-ʻulūm wa-martaʻ arbāb al-manṭūq wa-al-mafhūm, al-ḥaram al-Miṣrī, al-aqmar al-anwar ...""",w,9,7,1,4,2,0,0,zoe
13376053,880-02 Ḥāshiyat al-Kastalī ʻalá Sharḥ al-ʻAqāʼid al-Nasafīyah lil-Taftāzānī : manuscript / Muṣliḥ al-Dīn Muṣṭafá ibn Maḥmūd al-Qasṭallānī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu li-man wajaba la-hu al-wujūd kamā wajaba la-hu al-sujūd, wa-fāḍa bi-hi al-jūd fa-fāḍa ʻanhu kull mawjūd, ʻalá mā sharaḥa ṣadrī li-ʻaqāʼid al-Islām wa-ḥaqāʼiq al-sharāʼiʻ wa-al-aḥkām, wa-al-ṣalāh adhká mā kān ʻalá ashraf man wujida fī buqʻat al-imkān, wa-ʻalá ālihi al-bararah al-kirām ... Wa-baʻd, fahādhā ʻiqd min al-farāʼid ʻallaqtuhu ʻalá Sharḥ al-ʻAqāʼid lil-ʻAllāmah Masʻūd al-Taftāzānī ...""",w,11,7,1,4,2,0,0,zoe
13376058,880-02 Risālat fī al-Basmalah : manuscript / Ismāʻīl ibn Ghunaym al-Jawharī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi al-iʻānah ʻalá al-qawm al-kāfirīn. Ḥamdan li-māniḥ al-bayān wa-fātiḥ abwāb al-tibyān, wa-ṣalātan wa-salāman ʻalá man amara bi-tajwīd al-Basmalah, wa-ʻalá ālihi wa-aṣḥābihi al-ḥāʼizīn fī kull faḍl li-ḥamdih. Wa-baʻd, fa-yaqūlu al-ʻabd al-faqīr ilá al-Mawlá al-kabīr Ismāʻīl ibn al-Shaykh Ghunaym al-Jawharī, futiḥa [ʻalayhi] al-tawfīq al-bāṭinī wa-al-ẓāhirī: qad waḍaʻtu fīmā maḍá risālah tataḍammanu mā ishtamalat ʻlayhi al-Basmalh min al-mabāḥith al-sharīfah wa-taḥtawī ʻalá mā fīhā min al-fawāʼid al-ghazīrah wa-al-maqāṣid al-munīfah, wa-qad raʼaytu an akhtaṣirahā min ahamm al-muhimmāt li-yasʹhula taʻāṭiyahā ʻalá amthālī min ulī al-raghabāt, ṭāliban min Allāh al-thawāb wa-al-fawz yawm al-maʼāb ...""",w,11,7,1,4,2,0,0,zoe
13376066,880-02 Sharḥ al-Jazāʼirīyah fī ʻilm al-tawḥīd : manuscript / ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣaffūrī al-Shāfiʻī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī laysa fī al-wujūd illā dhātuh, wa-mā yurá min al-siwá fa-huwa afʻāluhu wa-ṣifātuh, wa-kāna wa-lā shayʼ maʻah, wa-huwa al-ān ʻalá mā ʻlayhi kān, fa-awjada kull shayʼ min lā shayʼ, bul qāla la-hu kun fa-kān ... Wa-baʻd, fa-inna ashraf al-ʻulūm ʻilm al-tawḥīd, li-annahu yubḥathu fīhi ʻan dhāt al-maʻbūd wa-ṣifātih ... wa-qad ṣunnifa fīhi kutub kathīrah, muṭawwalāt wa-mukhtaṣarāt, wa-aḥsan mā ṣunnifa min al-mukhtaṣarāt manẓūm al-Shaykh al-faqīh ʻalam al-aʻlām al-Sayyid Abī al-ʻAbbās Aḥmad ibn ʻAbd Allāh al-Jazāʼirī ... wa-qad sharaḥahu ... Abū ʻAbd Allāh Muḥammad ibn Yūsuf al-Sanūsī al-Ḥasanī ... sharḥan aṭnaba fīhi wa-bālagha fī al-iṭnāb ... ghayra annahu min ziyādat al-iṭnāb yamallu minhu baʻḍ al-ṭullāb, fa-aḥbabtu an akhtaṣirah wa-aqtaṣir ʻalá al-maqṣūd alladhī lā budda minh ...""",w,11,7,1,4,2,0,0,zoe
