bib,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,a_count,w_count,o_count,ow_count,source
13330544,880-02 Futūḥāt al-rashīd ʻalá Khulāṣat al-tawḥīd : manuscript / Muḥammad al-Damanhūrī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,1,"Title from folio 1b: ""... wa-sammaytuhu Ḍawʼ al-maʻālī li-Badʼ al-amālī.""",a,9,7,2,1,4,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,1,Title from folio 1b.,a,11,7,2,1,4,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,1,Title from folio 1b.,a,12,7,2,1,4,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,1,Title from folio 1b.,a,10,7,2,1,4,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,1,Title from incipit (folio 1b),a,11,7,2,1,4,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,1,Title from folio 2a.,a,13,6,2,0,4,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,2,Romanization supplied by cataloger.,a,13,6,2,0,4,0,zoe
13330599,880-03 Kitāb al-Ḥikam : manuscript / Ibn ʻAṭāʼ Allāh al-Iskandarī.,4,Romanization supplied by cataloger.,a,21,4,1,0,3,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,1,Title from folio 1b.,a,10,7,2,1,4,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,1,Title from incipit (folio 1b).,a,14,7,2,1,4,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from incipit (folio 1b).,a,12,7,2,1,4,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,1,Title from folio 1a.,a,14,7,2,1,4,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,1,Title from incipit.,a,16,7,2,1,4,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,2,Romanization supplied by cataloger.,a,16,7,2,1,4,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13331136,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Shams al-Dīn Abū ʻAbd Allāh Muḥammad ibn Qāsim al-Shāfiʻī.,1,Title from folio 2a.,a,9,7,2,1,4,0,zoe
13331136,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Shams al-Dīn Abū ʻAbd Allāh Muḥammad ibn Qāsim al-Shāfiʻī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13331151,880-02 al-Mafākhir al-ʻalīyah fī al-maʼāthir al-Shādhilīyah : manuscript / Aḥmad ibn Muḥammad ibn ʻIyād al-Shāfiʻī al-Shādhilī.,1,Title from folio 2b.,a,13,6,2,0,4,0,zoe
13331151,880-02 al-Mafākhir al-ʻalīyah fī al-maʼāthir al-Shādhilīyah : manuscript / Aḥmad ibn Muḥammad ibn ʻIyād al-Shāfiʻī al-Shādhilī.,2,Romanization supplied by cataloger.,a,13,6,2,0,4,0,zoe
13336151,880-02 Ket. y. tḥineh Goyṭin : manuscript.,1,Title from spine.,a,4,2,2,0,0,0,zoe
13336151,880-02 Ket. y. tḥineh Goyṭin : manuscript.,4,Romanization supplied by cataloger.,a,4,2,2,0,0,0,zoe
13339416,Of God : manuscript.,3,Title from spine.,a,8,3,1,0,2,0,zoe
13340682,Annales du Skat : manuscript.,1,Title from title page.,a,3,1,1,0,0,0,zoe
13345182,Queries concerning a treaty : manuscript.,1,Title from caption.,a,4,3,1,0,2,0,zoe
13375332,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Ibn Qāsim al-Ghazzī.,1,Title from incipit (folio 1b).,a,10,7,2,1,4,0,zoe
13375332,880-03 Fatḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Ibn Qāsim al-Ghazzī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13375342,880-02 Qurrat al-ʻayn li-sharḥ Waraqāt Imām al-Ḥaramayn : manuscript / Muḥammad ibn Muḥammad al-Ḥaṭṭāb.,1,Title from folio 2a.,a,9,7,2,1,4,0,zoe
13375342,880-02 Qurrat al-ʻayn li-sharḥ Waraqāt Imām al-Ḥaramayn : manuscript / Muḥammad ibn Muḥammad al-Ḥaṭṭāb.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13375344,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,1,Title from folio 2a.,a,10,7,2,1,4,0,zoe
13375344,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13375346,880-02 Alfīyat al-taṣawwuf : manuscript / Muṣṭafá ibn Kamāl al-Dīn al-Bakrī al-Khalwatī al-Ṣiddīqī.,1,Title from folio 2b.,a,15,6,2,0,4,0,zoe
13375346,880-02 Alfīyat al-taṣawwuf : manuscript / Muṣṭafá ibn Kamāl al-Dīn al-Bakrī al-Khalwatī al-Ṣiddīqī.,2,Romanization supplied by cataloger.,a,15,6,2,0,4,0,zoe
13375464,880-02 Bushrá al-kaʼīb bi-liqāʼ al-ḥabīb : manuscript / Jalāl al-Dīn al-Suyūṭī.,1,Title from incipit (folio 1b).,a,13,7,2,1,4,0,zoe
13375464,880-02 Bushrá al-kaʼīb bi-liqāʼ al-ḥabīb : manuscript / Jalāl al-Dīn al-Suyūṭī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13375968,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,1,Title from folio 5a.,a,17,7,2,1,4,0,zoe
13375968,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,2,Romanization supplied by cataloger.,a,17,7,2,1,4,0,zoe
13375973,880-03 Kashf al-asrār ʻan ḥikam al-zuhūr wa-al-aṭyār : manuscript / ʻIzz al-Dīn ʻAbd al-Salām ibn Ghānim al-Maqdisī.,3,Romanization supplied by cataloger.,a,17,4,1,0,3,0,zoe
13375977,880-02 Bahjat al-ḥusn al-waḥīd ʻalá Jawharat al-tawḥīd : manuscript / Aḥmad al-Mīhī al-Shabīnī al-Shāfiʻī al-Nuʻmānī.,1,Title from incipit.,a,11,7,2,1,4,0,zoe
13375977,880-02 Bahjat al-ḥusn al-waḥīd ʻalá Jawharat al-tawḥīd : manuscript / Aḥmad al-Mīhī al-Shabīnī al-Shāfiʻī al-Nuʻmānī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376014,880-01 Ḥawāshin ʻalá Sharḥ al-Ujhūrī li-naẓmihi Faḍāʼil Ramaḍān : manuscript.,1,Title supplied by cataloger.,a,10,7,2,1,4,0,zoe
13376014,880-01 Ḥawāshin ʻalá Sharḥ al-Ujhūrī li-naẓmihi Faḍāʼil Ramaḍān : manuscript.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13376020,880-02 al-Qudūrī : manuscript / Aḥmad ibn Muḥammad al-Qudūrī.,1,Title from colophon.,a,12,7,2,1,4,0,zoe
13376020,880-02 al-Qudūrī : manuscript / Aḥmad ibn Muḥammad al-Qudūrī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13376024,880-02 Nūr al-hidāyah wa-al-ʻirfān fī sirr al-rābiṭah wa-al-tawajjuh wa-Khatm al-Khawājakān : manuscript / Muḥammad Asʻad ibn Maḥmūd al-Khālidī al-ʻUthmānī.,1,Title from folio 2b.,a,9,7,2,1,4,0,zoe
13376024,880-02 Nūr al-hidāyah wa-al-ʻirfān fī sirr al-rābiṭah wa-al-tawajjuh wa-Khatm al-Khawājakān : manuscript / Muḥammad Asʻad ibn Maḥmūd al-Khālidī al-ʻUthmānī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13376046,880-02 al-Anwār al-Azʹharīyah al-muḥīṭah bi-al-khuṭab al-minbarīyah : manuscript / Ibrāhīm ibn Badawī al-Naḥḥās al-Shāfiʻī al-Azʹharī.,1,Title from folio 2a.,a,9,7,2,1,4,0,zoe
13376046,880-02 al-Anwār al-Azʹharīyah al-muḥīṭah bi-al-khuṭab al-minbarīyah : manuscript / Ibrāhīm ibn Badawī al-Naḥḥās al-Shāfiʻī al-Azʹharī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13376053,880-02 Ḥāshiyat al-Kastalī ʻalá Sharḥ al-ʻAqāʼid al-Nasafīyah lil-Taftāzānī : manuscript / Muṣliḥ al-Dīn Muṣṭafá ibn Maḥmūd al-Qasṭallānī.,1,Title supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376053,880-02 Ḥāshiyat al-Kastalī ʻalá Sharḥ al-ʻAqāʼid al-Nasafīyah lil-Taftāzānī : manuscript / Muṣliḥ al-Dīn Muṣṭafá ibn Maḥmūd al-Qasṭallānī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376058,880-02 Risālat fī al-Basmalah : manuscript / Ismāʻīl ibn Ghunaym al-Jawharī.,1,Title from label on front cover.,a,11,7,2,1,4,0,zoe
13376058,880-02 Risālat fī al-Basmalah : manuscript / Ismāʻīl ibn Ghunaym al-Jawharī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376066,880-02 Sharḥ al-Jazāʼirīyah fī ʻilm al-tawḥīd : manuscript / ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣaffūrī al-Shāfiʻī.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13376066,880-02 Sharḥ al-Jazāʼirīyah fī ʻilm al-tawḥīd : manuscript / ʻAbd al-Raḥmān ibn ʻAbd al-Salām al-Ṣaffūrī al-Shāfiʻī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376074,880-02 Risālah fī al-tawḥīd : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13376074,880-02 Risālah fī al-tawḥīd : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376085,880-03 al-Mukhtār ʻalá madhhab al-Imām al-Aʻẓam : manuscript / ʻAbd Allāh ibn Maḥmūd al-Mawṣilī.,1,Title from folio 3a.,a,19,7,2,1,4,0,zoe
13376085,880-03 al-Mukhtār ʻalá madhhab al-Imām al-Aʻẓam : manuscript / ʻAbd Allāh ibn Maḥmūd al-Mawṣilī.,2,Romanization supplied by cataloger.,a,19,7,2,1,4,0,zoe
13376090,880-02 Irshād al-fāriḍ ilá Kashf al-ghawāmiḍ : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,1,Title from incipit (folio 1b).,a,11,7,2,1,4,0,zoe
13376090,880-02 Irshād al-fāriḍ ilá Kashf al-ghawāmiḍ : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13376096,880-03 al-Juzʼ al-thānī min Sīrat al-Ḥalabī : manuscript / ʻAlī ibn Ibrāhīm Nūr al-Dīn al-Ḥalabī.,1,Title from colophon (folio 192a).,a,9,7,2,1,4,0,zoe
13376096,880-03 al-Juzʼ al-thānī min Sīrat al-Ḥalabī : manuscript / ʻAlī ibn Ibrāhīm Nūr al-Dīn al-Ḥalabī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13376103,880-02 Mawlid al-Muṣṭafá : manuscript / Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13376103,880-02 Mawlid al-Muṣṭafá : manuscript / Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13392287,880-02 Mawlid Rasūl Allāh : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,1,Title from folio 1a.,a,12,7,2,1,4,0,zoe
13392287,880-02 Mawlid Rasūl Allāh : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13392305,880-02 Sharḥ Manẓūmat Ibn Faraḥ : manuscript / Yaḥyá ibn ʻAbd al-Raḥmān al-Qarāfī.,1,Title supplied by cataloger.,a,12,7,2,1,4,0,zoe
13392305,880-02 Sharḥ Manẓūmat Ibn Faraḥ : manuscript / Yaḥyá ibn ʻAbd al-Raḥmān al-Qarāfī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13392358,Treatises on miscellaneous Islamic doctrines : manuscript / li-Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,1,Title supplied by cataloger.,a,18,5,2,0,3,0,zoe
13392358,Treatises on miscellaneous Islamic doctrines : manuscript / li-Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,2,Romanization supplied by cataloger.,a,18,5,2,0,3,0,zoe
13392367,880-02 Sharḥ al-Isrāʼ : manuscript / Shihāb al-Dīn al-Qalyūbī al-Shāfiʻī.,1,Title from folio 1a.,a,9,7,2,1,4,0,zoe
13392367,880-02 Sharḥ al-Isrāʼ : manuscript / Shihāb al-Dīn al-Qalyūbī al-Shāfiʻī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13392389,880-02 Mawlid al-Nabī : manuscript / Jaʻfar ibn Ḥasan al-Barzanjī.,1,Title from folio 1a.,a,13,7,2,1,4,0,zoe
13392389,880-02 Mawlid al-Nabī : manuscript / Jaʻfar ibn Ḥasan al-Barzanjī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13392391,880-03 Sharḥ al-ʻAqāʼid al-Nasafīyah : manuscript / Masʻūd ibn ʻUmar al-Taftāzānī.,1,Title supplied by cataloger.,a,10,6,2,1,3,0,zoe
13392391,880-03 Sharḥ al-ʻAqāʼid al-Nasafīyah : manuscript / Masʻūd ibn ʻUmar al-Taftāzānī.,2,Romanization supplied by cataloger.,a,10,6,2,1,3,0,zoe
13392392,880-03 Sharḥ ʻAqāʼid al-Imām al-Nasafī : manuscript / Masʻūd ibn ʻUmar al-Taftāzānī.,1,Title from folio 1a.,a,14,7,2,1,4,0,zoe
13392392,880-03 Sharḥ ʻAqāʼid al-Imām al-Nasafī : manuscript / Masʻūd ibn ʻUmar al-Taftāzānī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13392394,880-02 Manẓūmat al-Ṣabbān fī muṣṭalaḥ al-Ḥadīth : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,1,Title from folio 1a.,a,10,7,2,1,4,0,zoe
13392394,880-02 Manẓūmat al-Ṣabbān fī muṣṭalaḥ al-Ḥadīth : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13392398,880-02 Mukhtaṣar al-Shamāʼil al-Nabawīyah : manuscript / ʻAbd Allāh ibn Ḥijāzī al-Sharqāwī.,1,Title supplied by cataloger.,a,10,7,2,1,4,0,zoe
13392398,880-02 Mukhtaṣar al-Shamāʼil al-Nabawīyah : manuscript / ʻAbd Allāh ibn Ḥijāzī al-Sharqāwī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13392401,880-02 Ḥāshiyah ʻalá Sharḥ al-Kharīdah al-bahīyah : manuscript / Muṣṭafá ibn Aḥmad al-ʻUqbāwī.,1,Title supplied by cataloger.,a,9,7,2,1,4,0,zoe
13392401,880-02 Ḥāshiyah ʻalá Sharḥ al-Kharīdah al-bahīyah : manuscript / Muṣṭafá ibn Aḥmad al-ʻUqbāwī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13490655,880-02 Ḥāshiyah ʻalá Qiṣṣat al-Miʻrāj : manuscript / Aḥmad ibn Muḥammad al-Dardīr.,1,Title supplied by cataloger.,a,13,7,2,1,4,0,zoe
13490655,880-02 Ḥāshiyah ʻalá Qiṣṣat al-Miʻrāj : manuscript / Aḥmad ibn Muḥammad al-Dardīr.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13490656,880-02 Insān al-ʻuyūn fī sīrat al-Amīn al-Maʼmūn : manuscript / Nūr al-Dīn ʻAlī ibn Ibrāhīm al-Ḥalabī.,1,Title from printed versions and reference sources.,a,15,6,2,0,4,0,zoe
13490656,880-02 Insān al-ʻuyūn fī sīrat al-Amīn al-Maʼmūn : manuscript / Nūr al-Dīn ʻAlī ibn Ibrāhīm al-Ḥalabī.,2,Romanization supplied by cataloger.,a,15,6,2,0,4,0,zoe
13490657,880-02 Nihāyat al-ṭalab fī sharḥ al-Muktasab fī zirāʻat al-dhahab : manuscript / Aydamar ibn ʻAbd Allāh al-Jaldakī.,1,Title from folio 2b.,a,22,7,2,1,4,0,zoe
13490657,880-02 Nihāyat al-ṭalab fī sharḥ al-Muktasab fī zirāʻat al-dhahab : manuscript / Aydamar ibn ʻAbd Allāh al-Jaldakī.,2,Romanization supplied by cataloger.,a,22,7,2,1,4,0,zoe
13490659,880-02 ʻUyūn al-ḥaqāʼiq wa-īḍāḥ al-ṭarāʼiq : manuscript / Aḥmad ibn Muḥammad al-ʻIrāqī.,1,Title from folio 2a.,a,14,7,2,1,4,0,zoe
13490659,880-02 ʻUyūn al-ḥaqāʼiq wa-īḍāḥ al-ṭarāʼiq : manuscript / Aḥmad ibn Muḥammad al-ʻIrāqī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13490661,880-02 Ḥāshiyah ʻalá Sharḥ al-Risālat al-ʻAḍudīyah : manuscript / Muḥammad ibn Sālim al-Ḥifnī.,1,Title supplied by cataloger.,a,12,7,2,1,4,0,zoe
13490661,880-02 Ḥāshiyah ʻalá Sharḥ al-Risālat al-ʻAḍudīyah : manuscript / Muḥammad ibn Sālim al-Ḥifnī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13490662,880-03 al-Juzʼ al-thālith min Tadhkirat al-Ḥakīm Dāwūd : manuscript / Dāʼūd ibn ʻUmar al-Anṭākī.,1,Title from folio 2a.,a,15,7,2,1,4,0,zoe
13490662,880-03 al-Juzʼ al-thālith min Tadhkirat al-Ḥakīm Dāwūd : manuscript / Dāʼūd ibn ʻUmar al-Anṭākī.,2,Romanization supplied by cataloger.,a,15,7,2,1,4,0,zoe
13490665,Treatises on Islamic law : manuscript.,1,Title supplied by cataloger.,a,65,5,2,0,3,0,zoe
13490665,Treatises on Islamic law : manuscript.,2,Romanization supplied by cataloger.,a,65,5,2,0,3,0,zoe
13490668,880-02 Murshid al-mutaʼahhil : manuscript / Muḥammad ibn Quṭb al-Dīn Muḥammad al-Iznīqī.,1,Title from folio 2a.,a,9,7,2,1,4,0,zoe
13490668,880-02 Murshid al-mutaʼahhil : manuscript / Muḥammad ibn Quṭb al-Dīn Muḥammad al-Iznīqī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13490684,Treatises on Islamic law according to the Shāfiʻī and Ḥanafī traditions : manuscript.,3,Romanization supplied by cataloger.,a,18,3,1,0,2,0,zoe
13490688,880-02 Fatʹḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Muḥammad ibn Qāsim al-Ghazzī.,1,Title from folio 1b.,a,10,6,2,0,4,0,zoe
13490688,880-02 Fatʹḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Muḥammad ibn Qāsim al-Ghazzī.,2,Romanization supplied by cataloger.,a,10,6,2,0,4,0,zoe
13490692,880-02 Fatʹḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Muḥammad ibn Qāsim al-Ghazzī.,1,Title from reference sources.,a,13,7,2,1,4,0,zoe
13490692,880-02 Fatʹḥ al-qarīb al-mujīb fī sharḥ alfāẓ al-Taqrīb : manuscript / Muḥammad ibn Qāsim al-Ghazzī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13490696,880-02 Kifāyat al-ṭālib al-rabbānī li-Risālat Ibn Abī Zayd al-Qayrawānī : manuscript / Abū al-Ḥasan al-Mālikī.,1,Title from folio 2a.,a,13,7,2,1,4,0,zoe
13490696,880-02 Kifāyat al-ṭālib al-rabbānī li-Risālat Ibn Abī Zayd al-Qayrawānī : manuscript / Abū al-Ḥasan al-Mālikī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13490702,880-03 al-Juzʼ al-awwal min Sharḥ al-Mukhtaṣar li-Abī al-Ḍiyāʼ Khalīl ibn Isḥāq al-Jundī  : manuscript / Muḥammad ibn ʻAbd Allāh al-Kharshī.,1,Title supplied by cataloger.,a,12,7,2,1,4,0,zoe
13490702,880-03 al-Juzʼ al-awwal min Sharḥ al-Mukhtaṣar li-Abī al-Ḍiyāʼ Khalīl ibn Isḥāq al-Jundī  : manuscript / Muḥammad ibn ʻAbd Allāh al-Kharshī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13490706,880-02 Nawādir al-Qalyūbī  : manuscript / Shihāb al-Dīn Aḥmad ibn Aḥmad al-Qalyūbī.,1,Title from incipit (folio 11b).,a,11,7,2,1,4,0,zoe
13490706,880-02 Nawādir al-Qalyūbī  : manuscript / Shihāb al-Dīn Aḥmad ibn Aḥmad al-Qalyūbī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13490710,880-02 al-Taʻrīfāt  : manuscript / ʻAlī ibn Muḥammad al-Sayyid al-Sharīf al-Jurjānī.,1,Title from reference sources.,a,14,6,2,1,3,0,zoe
13490710,880-02 al-Taʻrīfāt  : manuscript / ʻAlī ibn Muḥammad al-Sayyid al-Sharīf al-Jurjānī.,2,Romanization supplied by cataloger.,a,14,6,2,1,3,0,zoe
13490718,880-02 al-Ifṣāḥ fī ʻaqd al-nikāḥ : manuscript / Ḥusayn ibn Muḥammad al-Maḥallī.,1,Title from incipit (folio 8a).,a,11,7,2,1,4,0,zoe
13490718,880-02 al-Ifṣāḥ fī ʻaqd al-nikāḥ : manuscript / Ḥusayn ibn Muḥammad al-Maḥallī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13490725,880-03 Sharḥ al-Bahjah al-Wardīyah : manuscript / Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from folio 1a.,a,13,7,2,1,4,0,zoe
13490725,880-03 Sharḥ al-Bahjah al-Wardīyah : manuscript / Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13490731,880-02 Ḥāshiyah ʻalá matn al-Sullam : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,1,Title supplied by cataloger.,a,10,7,2,1,4,0,zoe
13490731,880-02 Ḥāshiyah ʻalá matn al-Sullam : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13490743,880-02 Sharḥ al-Sullam al-murawnaq fī ʻilm al-manṭiq : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,1,Title supplied by cataloger.,a,10,7,2,1,4,0,zoe
13490743,880-02 Sharḥ al-Sullam al-murawnaq fī ʻilm al-manṭiq : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
