bib,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,o_count,w_count,a_count,aw_count,ow_count,source
13330252,Omar ibn Said letter : manuscript.,2,"Accompanied by a copy of The Missionary Herald (Boston: American Board of Commissioners for Foreign Missions, April 1869) which includes an article, in English, ""Arabic-Speaking Negro Mohammedans in Africa,"" by George E. Post, that discusses Said's manuscript, Taylor's letter, and subsequent events and writings by Said.",o,3,2,1,0,1,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,4,Secundo folio: Secundo folio: Chūn bisyār raʻīyah.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,7,Secundo folio: ʻaqd-i nikāḥ iḥtiyāṭ mīkunam.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,10,Secundo folio: fī kitāb Salīm al-Jawāhirī.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,13,Secundo folio: ʻumq aw dar z̲irāʻ.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,16,Secundo folio: wa-huwa mutaʻāraf bayna al-anām.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,20,Secundo folio: li-iḥtijājihim bi-ḥaythu yartafiʻu.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,24,Secundo folio: fa-abaw fa-arsala Ṣāliḥan.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,27,Secundo folio: al-ḍaghṭah fī al-jasad al-aṣlī.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,30,Secundo folio: yaqūlu bi-al-ijtihād wa-qultu.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,33,Secundo folio: manqūl kih kisī kih nāḥiyah.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,40,Secundo folio: al-dunyā kayfa yaṭmaʼinnu ilayhā.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,43,Secundo folio: bi-ismika alladhī idhā saʼalaka.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,45,10.5 x 20.5 cm; written surface: 7 x 15.5 cm; lines per page vary.,o,47,16,14,0,2,0,0,zoe
13330288,Collection of writings in Arabic and Persian : manuscript.,46,Binding: Modern binding in dark blue buckram.,o,47,16,14,0,2,0,0,zoe
13330352,880-02 Mukhtaṣar Sharḥ Talkhīṣ al-Miftāḥ : manuscript / Masʻūd ibn ʻUmar al-madʻū bi-Saʻd al-Taftāzānī.,2,Secundo folio: hadāhu Allāh sawāʼ al-ṭarīq.,o,9,7,4,1,2,0,0,zoe
13330352,880-02 Mukhtaṣar Sharḥ Talkhīṣ al-Miftāḥ : manuscript / Masʻūd ibn ʻUmar al-madʻū bi-Saʻd al-Taftāzānī.,5,16.2 x 23 cm; written surface: 7 x 14 cm; 17 lines per page.,o,9,7,4,1,2,0,0,zoe
13330352,880-02 Mukhtaṣar Sharḥ Talkhīṣ al-Miftāḥ : manuscript / Masʻūd ibn ʻUmar al-madʻū bi-Saʻd al-Taftāzānī.,6,Binding: In red buckram binding with flap and dark brown leather spine; the codex is encased in a red buckram case with dark brown leather flap.,o,9,7,4,1,2,0,0,zoe
13330352,880-02 Mukhtaṣar Sharḥ Talkhīṣ al-Miftāḥ : manuscript / Masʻūd ibn ʻUmar al-madʻū bi-Saʻd al-Taftāzānī.,7,"In good naskh script, in black ink, on white paper; headings and key words in red; some corrections and notes on the margins; catchwords.",o,9,7,4,1,2,0,0,zoe
13330375,880-02 Manẓūmah fī al-buyūʻ : manuscript / ʻAlī ibn ʻAbd Allāh al-Munayyir.,4,Secundo folio: kadhālika niṣfu sayfin.,o,12,7,4,1,2,0,0,zoe
13330375,880-02 Manẓūmah fī al-buyūʻ : manuscript / ʻAlī ibn ʻAbd Allāh al-Munayyir.,5,16.5 x 23.2 cm; written surface: 12 x 16 cm; 21 lines per page.,o,12,7,4,1,2,0,0,zoe
13330375,880-02 Manẓūmah fī al-buyūʻ : manuscript / ʻAlī ibn ʻAbd Allāh al-Munayyir.,6,Binding: Unbound.,o,12,7,4,1,2,0,0,zoe
13330375,880-02 Manẓūmah fī al-buyūʻ : manuscript / ʻAlī ibn ʻAbd Allāh al-Munayyir.,7,"In fair naskh script, in black ink, on white paper; markings in red dots at the beginning, middle and end of the verses; some corrections on the margins; catchwords.",o,12,7,4,1,2,0,0,zoe
13330441,880-02 Wird al-aqṭāb : manuscript / ʻAbd al-Wahhāb ibn Aḥmad al-Shaʻrānī.,4,Secundo folio: al-takhalluq bi-ṣifāt al-ṣāliḥīn.,o,13,7,4,1,2,0,0,zoe
13330441,880-02 Wird al-aqṭāb : manuscript / ʻAbd al-Wahhāb ibn Aḥmad al-Shaʻrānī.,5,16.5 x 23.2 cm; written surface: 10.5 x 16.5 cm; 25 lines per page.,o,13,7,4,1,2,0,0,zoe
13330441,880-02 Wird al-aqṭāb : manuscript / ʻAbd al-Wahhāb ibn Aḥmad al-Shaʻrānī.,6,Binding: Unbound.,o,13,7,4,1,2,0,0,zoe
13330441,880-02 Wird al-aqṭāb : manuscript / ʻAbd al-Wahhāb ibn Aḥmad al-Shaʻrānī.,7,"In fair naskh script, in black ink, on white paper; keywords in red; catchwords.",o,13,7,4,1,2,0,0,zoe
13330447,880-02 Manẓūmah Lāmīyah fī madḥ Khayr al-Brīyah : manuscript / Sharaf al-Dīn Muḥammad ibn Saʻīd al-Būṣīrī.,4,Secundo folio: Muḥammadun ḥujjat Allāh.,o,12,7,4,1,2,0,0,zoe
13330447,880-02 Manẓūmah Lāmīyah fī madḥ Khayr al-Brīyah : manuscript / Sharaf al-Dīn Muḥammad ibn Saʻīd al-Būṣīrī.,5,16.5 x 23.5 cm; written surface: 10 x 17.5 cm; 25 lines per page.,o,12,7,4,1,2,0,0,zoe
13330447,880-02 Manẓūmah Lāmīyah fī madḥ Khayr al-Brīyah : manuscript / Sharaf al-Dīn Muḥammad ibn Saʻīd al-Būṣīrī.,6,Binding: Unbound.,o,12,7,4,1,2,0,0,zoe
13330447,880-02 Manẓūmah Lāmīyah fī madḥ Khayr al-Brīyah : manuscript / Sharaf al-Dīn Muḥammad ibn Saʻīd al-Būṣīrī.,7,"In fair naskh script, in black ink, on white paper; some corrections on the margins; text fully vocalized; catchwords.",o,12,7,4,1,2,0,0,zoe
13330456,"880-02 Takhmīs al-qaṣīdah al-Witrīyah fī madḥ Ashraf al-Barīyah : manuscript / al-Sirāj al-Warrāq, Abū Ḥafṣ ʻUmar ibn Muḥammad.",4,Secundo folio: lī maʻahum qadaman.,o,13,7,4,1,2,0,0,zoe
13330456,"880-02 Takhmīs al-qaṣīdah al-Witrīyah fī madḥ Ashraf al-Barīyah : manuscript / al-Sirāj al-Warrāq, Abū Ḥafṣ ʻUmar ibn Muḥammad.",5,15 x 20.5 cm; written surface: 10 x 16 cm; 17 lines per page.,o,13,7,4,1,2,0,0,zoe
13330456,"880-02 Takhmīs al-qaṣīdah al-Witrīyah fī madḥ Ashraf al-Barīyah : manuscript / al-Sirāj al-Warrāq, Abū Ḥafṣ ʻUmar ibn Muḥammad.",6,Binding: Unbound.,o,13,7,4,1,2,0,0,zoe
13330456,"880-02 Takhmīs al-qaṣīdah al-Witrīyah fī madḥ Ashraf al-Barīyah : manuscript / al-Sirāj al-Warrāq, Abū Ḥafṣ ʻUmar ibn Muḥammad.",7,"In beautiful naskh script, in black ink, on white paper; headings and markings in red; text within double red frame; fully vocalized; many wormholes on the margins without loss of text; catchwords.",o,13,7,4,1,2,0,0,zoe
13330463,880-02 Risālah fī ism Allāh al-aʻẓam : manuscript / Zayn al-Dīn Mūsá ibn Muḥammad al-Qulaybī al-Mālikī al-ʻUmarī al-Ghawthī.,4,Secundo folio: tawāfuqihim fī al-asmāʼ.,o,11,7,4,1,2,0,0,zoe
13330463,880-02 Risālah fī ism Allāh al-aʻẓam : manuscript / Zayn al-Dīn Mūsá ibn Muḥammad al-Qulaybī al-Mālikī al-ʻUmarī al-Ghawthī.,5,16.5 x 22.2 cm; written surface: 8.5 x 14 cm; 19 lines per page.,o,11,7,4,1,2,0,0,zoe
13330463,880-02 Risālah fī ism Allāh al-aʻẓam : manuscript / Zayn al-Dīn Mūsá ibn Muḥammad al-Qulaybī al-Mālikī al-ʻUmarī al-Ghawthī.,6,Binding: Unbound.,o,11,7,4,1,2,0,0,zoe
13330463,880-02 Risālah fī ism Allāh al-aʻẓam : manuscript / Zayn al-Dīn Mūsá ibn Muḥammad al-Qulaybī al-Mālikī al-ʻUmarī al-Ghawthī.,7,"In fair naskh script, in black ink, on white paper; some keywords and markings in red; catchwords.",o,11,7,4,1,2,0,0,zoe
13330469,880-03 Masāʼil Ibn Hishām : manuscript / ʻAbd Allāh ibn Yūsuf ibn Hishām.,4,Secundo folio: fīhā wa-yatakhāṣamūn bi-hā.,o,17,7,4,1,2,0,0,zoe
13330469,880-03 Masāʼil Ibn Hishām : manuscript / ʻAbd Allāh ibn Yūsuf ibn Hishām.,5,15 x 22 cm; written surface: 8.5 x 15 cm; 17 lines per page.,o,17,7,4,1,2,0,0,zoe
13330469,880-03 Masāʼil Ibn Hishām : manuscript / ʻAbd Allāh ibn Yūsuf ibn Hishām.,6,Binding: Unbound.,o,17,7,4,1,2,0,0,zoe
13330469,880-03 Masāʼil Ibn Hishām : manuscript / ʻAbd Allāh ibn Yūsuf ibn Hishām.,7,"In good naskh script, in black ink, on white paper; headings and markings in red; some notes and commentaries on the margins; catchwords.",o,17,7,4,1,2,0,0,zoe
13330485,880-03 Tāj al-mulūk wa-bughyat al-mālik wa-al-mamlūk : manuscript / Muḥammad ibn al-Ḥājj al-Kabīr al-Tilimsānī.,4,Secundo folio: Wa-sammaytuhu bi-Durrati al-anwāri.,o,13,6,4,0,2,0,0,zoe
13330485,880-03 Tāj al-mulūk wa-bughyat al-mālik wa-al-mamlūk : manuscript / Muḥammad ibn al-Ḥājj al-Kabīr al-Tilimsānī.,5,16.5 x 23.5 cm; written surface: 9 x 16.5 cm; 21 lines per page.,o,13,6,4,0,2,0,0,zoe
13330485,880-03 Tāj al-mulūk wa-bughyat al-mālik wa-al-mamlūk : manuscript / Muḥammad ibn al-Ḥājj al-Kabīr al-Tilimsānī.,6,"Binding: Brown leather binding with flap, covers embossed with central medallions, in four numbered quires.",o,13,6,4,0,2,0,0,zoe
13330485,880-03 Tāj al-mulūk wa-bughyat al-mālik wa-al-mamlūk : manuscript / Muḥammad ibn al-Ḥājj al-Kabīr al-Tilimsānī.,7,"In good naskh script, in black ink, on white paper; headings, keywords and markings in red; many commentaries and corrections on the margins; magic squares; text within double red frames; catchwords.",o,13,6,4,0,2,0,0,zoe
13330493,880-02 al-Fawāʼid fī al-ṣilāt wa-al-ʻawāʼid : manuscript / Aḥmad ibn Aḥmad al-Sharjī al-Zabīdī.,4,Secundo folio: jawwidʹhā fa-ghufira lah.,o,11,7,4,1,2,0,0,zoe
13330493,880-02 al-Fawāʼid fī al-ṣilāt wa-al-ʻawāʼid : manuscript / Aḥmad ibn Aḥmad al-Sharjī al-Zabīdī.,5,15.3 x 20.7 cm; written surface: 10.8 x 15.7 cm; 25 lines per page.,o,11,7,4,1,2,0,0,zoe
13330493,880-02 al-Fawāʼid fī al-ṣilāt wa-al-ʻawāʼid : manuscript / Aḥmad ibn Aḥmad al-Sharjī al-Zabīdī.,6,"Binding: In brown leather binding with flap, covers embossed with central medallions.",o,11,7,4,1,2,0,0,zoe
13330493,880-02 al-Fawāʼid fī al-ṣilāt wa-al-ʻawāʼid : manuscript / Aḥmad ibn Aḥmad al-Sharjī al-Zabīdī.,7,"In medium naskh/ruqʻah script, in black ink, on white paper; headings and keywords in red; many magic squares; catchwords.",o,11,7,4,1,2,0,0,zoe
13330535,880-03 al-Risālat al-Qushayrīyah fī al-taṣawwuf : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,4,Secundo folio: mā yazwī wa-yadfaʻ.,o,10,7,4,1,2,0,0,zoe
13330535,880-03 al-Risālat al-Qushayrīyah fī al-taṣawwuf : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,5,10.3 x 15 cm; written surface: 6.5 x 12 cm; 15 lines per page.,o,10,7,4,1,2,0,0,zoe
13330535,880-03 al-Risālat al-Qushayrīyah fī al-taṣawwuf : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,6,"Binding: In brown leather binding with flap, covers and flap embossed with central medallions.",o,10,7,4,1,2,0,0,zoe
13330535,880-03 al-Risālat al-Qushayrīyah fī al-taṣawwuf : manuscript / ʻAbd al-Karīm ibn Hawāzin al-Qushayrī.,7,"In fair naskh script, in black ink, on white paper; headings and markings in red; catchwords.",o,10,7,4,1,2,0,0,zoe
13330544,880-02 Futūḥāt al-rashīd ʻalá Khulāṣat al-tawḥīd : manuscript / Muḥammad al-Damanhūrī.,4,Secundo folio: Muḥammad wa-anbiyāʼihi wa-huwa ḥasbī.,o,13,7,4,1,2,0,0,zoe
13330544,880-02 Futūḥāt al-rashīd ʻalá Khulāṣat al-tawḥīd : manuscript / Muḥammad al-Damanhūrī.,5,16.5 x 23.5 cm; written surface: 9 x 15.5 cm; 17 lines per page.,o,13,7,4,1,2,0,0,zoe
13330544,880-02 Futūḥāt al-rashīd ʻalá Khulāṣat al-tawḥīd : manuscript / Muḥammad al-Damanhūrī.,6,"Binding: In red leather binding with flap, covers and flap embossed with central medallions.",o,13,7,4,1,2,0,0,zoe
13330544,880-02 Futūḥāt al-rashīd ʻalá Khulāṣat al-tawḥīd : manuscript / Muḥammad al-Damanhūrī.,7,"In fair naskh script, in black ink, on white paper; with the phrases of ""Khulāṣat al-tawḥīd"" of ʻAlī al-Najjārī in red; some notes and corrections on the margins; catchwords; text within double red frames.",o,13,7,4,1,2,0,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,4,Secundo folio: ithbāt al-waḥdānīyah lil-dhāt al-ṣamadānīyah.,o,9,7,4,1,2,0,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,5,14 x 20 cm; written surface: 10.2 x 14.5 cm; 19-21 lines per page.,o,9,7,4,1,2,0,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,6,Binding: Unbound.,o,9,7,4,1,2,0,0,zoe
13330548,880-02 Ḍawʼ al-maʻālī li-Badʼ al-amālī : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī.,7,"In good naskh script, in black ink, on white paper; text within double frames; catchwords.",o,9,7,4,1,2,0,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,4,Secundo folio: li-annahu awwal qabla kull shayʼ,o,11,7,4,1,2,0,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,5,15 x 20.2 cm; written surface: 10 x 14 cm; 17 lines per page.,o,11,7,4,1,2,0,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,6,Binding: Unbound.,o,11,7,4,1,2,0,0,zoe
13330590,880-02 al-Alfāẓ al-qalīlah fī al-ʻulūm al-jalīlah : manuscript / ʻAbd al-Raḥmān ibn Shihāb al-Dīn Khalīfah.,7,"In good naskh script, in black ink, on white paper; with the phrases of Risālat al-Shykh Muḥammad ibn ʻAlī al-Maydānī and markings in red; catchwords.",o,11,7,4,1,2,0,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,4,Secundo folio: al-ʻaḍalatayn mublighān ilá aṣl.,o,12,7,4,1,2,0,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,5,17 x 24.7 cm; written surface: 9.5 x 16.5 cm; 21 lines per page.,o,12,7,4,1,2,0,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,6,Binding: Unbound.,o,12,7,4,1,2,0,0,zoe
13330592,880-02 al-Kalām al-yasīr fī ʻilāj al-maqʻadah wa-al-bawāsīr : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,7,"In fair naskh script, in black ink, on white paper; markings in red; catchwords.",o,12,7,4,1,2,0,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,4,Secundo folio: kathīr al-dumūʻ al-gharaḍ.,o,10,7,4,1,2,0,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,5,16.5 x 24.5 cm; written surface: 11.5 x 19 cm; 25 lines per page.,o,10,7,4,1,2,0,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,6,Binding: Unbound.,o,10,7,4,1,2,0,0,zoe
13330593,880-02 Fatʹḥ al-murīd li-Khulāṣat al-tawḥīd : manuscript / Aḥmad ibn Muḥammad al-Faraqī al-Zakī.,7,"In fair ruqʻah script, in black ink, on white paper; with the phrases of ""Khulāṣat al-tawḥīd"" of ʻAlī al-Najjārī in red; numerous notes, commentaries and corrections on the margins; catchwords.",o,10,7,4,1,2,0,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,4,Secundo folio: dhālika ḥattá tatawaffara ḥurmatuh.,o,11,7,4,1,2,0,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,5,13.5 x 21.8 cm; written surface: 7 x 16.5 cm; 31 lines per page.,o,11,7,4,1,2,0,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,6,Binding: Unbound.,o,11,7,4,1,2,0,0,zoe
13330595,880-02 Muḥāḍarat al-abrār wa-musāmarat al-akhyār : manuscript / Ibn al-ʻArabī.,7,"In good small naskh/ruqʻah script, in black ink, on white paper; headings, keywords and markings in red; catchwords.",o,11,7,4,1,2,0,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,4,Secundo folio: fī qurb wa-dhakartu.,o,13,6,4,0,2,0,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,5,15 x 21.5 cm; written surface: 9 x 15.5 cm; 23 lines per page.,o,13,6,4,0,2,0,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,6,Binding: In black buckram binding with flap and red leather on spine and flap.,o,13,6,4,0,2,0,0,zoe
13330598,880-03 al-Taysīr li-ḥifẓ madhāhib al-qurrāʼ al-sabʻah : manuscript / Abū ʻAmr ʻUthmān ibn Saʻīd al-Dānī.,7,"In fair naskh script, in black ink, on white paper; headings, keywords and markings in red; many notes and corrections on the margins; catchwords.",o,13,6,4,0,2,0,0,zoe
13330599,880-03 Kitāb al-Ḥikam : manuscript / Ibn ʻAṭāʼ Allāh al-Iskandarī.,11,13.5 x 19.5 cm; written surface: 7 x 13.5 cm; 15 lines per page.,o,21,4,3,0,1,0,0,zoe
13330599,880-03 Kitāb al-Ḥikam : manuscript / Ibn ʻAṭāʼ Allāh al-Iskandarī.,12,Binding: Unbound.,o,21,4,3,0,1,0,0,zoe
13330599,880-03 Kitāb al-Ḥikam : manuscript / Ibn ʻAṭāʼ Allāh al-Iskandarī.,13,"In good naskh script, in black ink, on white paper; headings, keywords and markings in red; catchwords.",o,21,4,3,0,1,0,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,4,Secundo folio: al-awwal fī ādābihi al-sharʻīyah.,o,10,7,4,1,2,0,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,5,16 x 22.5 cm; written surface: 9.5 x 15 cm; 21 lines per page.,o,10,7,4,1,2,0,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,6,Binding: Unbound.,o,10,7,4,1,2,0,0,zoe
13330602,880-02 Tadhkirat ulī al-albāb bi-maʻrifat al-ādāb : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī al-Ḥaddādī.,7,"In beautiful thick naskh script, in black ink, on white paper; headings, keywords and markings in red; some notes and corrections on the margins; catchwords.",o,10,7,4,1,2,0,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,4,Secundo folio: ʻalá wifq murādihi al-muwaffiq.,o,14,7,4,1,2,0,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,5,16.5 x 23 cm; written surface: 10.5 x 16 cm; 27 lines per page.,o,14,7,4,1,2,0,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,6,Binding: Unbound; wrapped in a sheet of paper.,o,14,7,4,1,2,0,0,zoe
13330603,880-02 Kashf al-qināʻ ʻan Matn wa-Sharḥ Abī Shujāʻ : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Maḥallī al-Azʹharī.,7,"In fair naskh/ruqʻah script, in black ink, on white paper; some of the phrases of the original ""Matn"" and ""Sharḥ"" are written in red preceded by the phrase ""qawluhu"" (his statement); catchwords.",o,14,7,4,1,2,0,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,4,Secundo folio: thumma bi-al-ḥamd la-hu jamʻan.,o,12,7,4,1,2,0,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,5,23 x 16.5 cm; written surface: 9 x 16 cm; 21 lines per page.,o,12,7,4,1,2,0,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,6,"Binding: In light brown leather binding with flap, central medallion on cover and flap; in 20 numbered quires.",o,12,7,4,1,2,0,0,zoe
13331106,880-02 Tuḥfat al-ṭullāb bi-Sharḥ Taḥrīr Tanqīḥ al-Lubāb : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,7,"In good naskh script, in black ink, on white paper with the phrases of Taḥrīr Tanqīḥ al-Lubāb in red; some commentaries on the margins and interlinear; catchwords.",o,12,7,4,1,2,0,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,4,Secundo folio: wa-qāla mā taqaddam.,o,14,7,4,1,2,0,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,5,16.5 x 23 cm; written surface: 6.5 x 14.5 cm; 19 lines per page.,o,14,7,4,1,2,0,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,6,"Binding: In brown leather binding with flap, central medallion on cover and flap.",o,14,7,4,1,2,0,0,zoe
13331108,880-03 Sharḥ Jamʻ al-jawāmiʻ : manuscript / al-Jalāl al-Maḥallī.,7,"In fair naskh/ruqʻah script, in black ink, on white paper with the phrases of Jamʻ al-jawām and markings in red; numerous notes and commentaries on the margins and interlinear; text of folios 1b and 2a within gold frame, the rest of the folios lined in double red frames; catchwords.",o,14,7,4,1,2,0,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,4,Secundo folio: yataḥaffaẓuhu ahl al-īqān.,o,16,7,4,1,2,0,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,5,15 x 20.5 cm; written surface: 7 x 12.5 cm; 11 lines per page.,o,16,7,4,1,2,0,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,6,"Binding: In brown leather binding with flap, covers tooled with geometric designs.",o,16,7,4,1,2,0,0,zoe
13331114,880-02 Shirʻat al-Islām ilá dār al-salām : manuscript / Muḥammad ibn Abī Bakr Imāmʹzādah.,7,"In good naskh script, in black ink, on white paper; headings, keywords and markings in red; many notes and commentaries on the margins and interlinear by Sayyid ʻAlī Dhādah (could not be identified); catchwords.",o,16,7,4,1,2,0,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,4,Secundo folio: li-yadulla ʻalá anna al-iqrār.,o,11,7,4,1,2,0,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,5,14 x 19.5 cm; written surface: 9.5 x 11.5 cm; 15 lines per page.,o,11,7,4,1,2,0,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,6,Binding: In marbled buckram with leather spine.,o,11,7,4,1,2,0,0,zoe
13331126,880-02 Sharḥ al-Fiqh al-akbar : manuscript / Abū al-Muntahá Aḥmad ibn Muḥammad al-Maghnīsāwī.,7,"In fair naskh script, in black ink, on white paper; markings in red; some notes and commentaries on the margins; catchwords.",o,11,7,4,1,2,0,0,zoe
