bib,title,note_num,note,type
17517005,Australia as I found it : being the actual experience of an English girl as told by herself.,3,Title from publisher's website.,a
17517006,The peril of Melbourne.,1,From collection: White Australia,o
17517006,The peril of Melbourne.,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517006,The peril of Melbourne.,3,Title from publisher's website.,a
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",1,From collection: Tickets of Passage,o
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517007,"Passenger contract ticket : Carpentaria, Liverpool to Melbourne.",3,Title from publisher's website.,a
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",1,From collection: Tickets of Passage,o
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517008,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [1].",3,Title from publisher's website.,a
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",1,From collection: Tickets of Passage,o
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517009,"Passenger contract ticket : Netherby, Black Ball Line, steerage, London to Melbourne. [2].",3,Title from publisher's website.,a
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",1,From collection: Tickets of Passage,o
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517010,"Passenger contract ticket : steerage passage on the Orient Line ship SS Liguria, London to Melbourne.",3,Title from publisher's website.,a
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",1,From collection: Tickets of Passage,o
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517011,"Passenger contract ticket : TSS Marathon, issued to E & J Brookfield, London to Melbourne.",3,Title from publisher's website.,a
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",1,From collection: Tickets of Passage,o
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517012,"Passenger contract ticket : SS Benalla, issued to Hugh Clement & Walter Biddleston, London to Sydney.",3,Title from publisher's website.,a
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",1,From collection: Personal Stories Collections,o
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517013,"Passport for Setsutaro Hasegawa, Japanese migrant.",3,Title from publisher's website.,a
17517014,Italian photography company leaflet [fragment].,1,From collection: Personal Stories Collections,o
17517014,Italian photography company leaflet [fragment].,2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517014,Italian photography company leaflet [fragment].,3,Title from publisher's website.,a
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",1,From collection: Personal Stories Collections,o
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517015,"Au crépuscule postcard : Lili Vrahamis to Letho Sigalas, Greece.",3,Title from publisher's website.,a
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",1,From collection: Personal Stories Collections,o
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517016,"Au crépuscule postcard : Letho Sigalas to Lili Vrahamis, Cairo.",3,Title from publisher's website.,a
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",1,From collection: Personal Stories Collections,o
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517017,"Chourmouze high school certificate, Lili Vrahamis, Athens.",3,Title from publisher's website.,a
17517018,"Passport for Stanio Fancoff, Bulgaria.",1,From collection: Personal Stories Collections,o
17517018,"Passport for Stanio Fancoff, Bulgaria.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517018,"Passport for Stanio Fancoff, Bulgaria.",3,Title from publisher's website.,a
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",1,From collection: Personal Stories Collections,o
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",2,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.,a
17517019,"Health certificate for Stanio Fancoff, Orient Line, Naples.",3,Title from publisher's website.,a
17517020,Anchor Line (Henderson Brothers) Limited scrapbook.,1,Title from publisher's website.,a
17517021,"Scrapbook of newspaper extracts on European ports : Antwerp, Rotterdam, Amsterdam, Hamburg.",1,Title from publisher's website.,a
17517022,Canada : descriptive atlas.,1,Title from publisher's website.,a
17517023,"Diary of emigrant Robert Pendlebury, passenger on SS Medic (White Star Line) Liverpool to Albany, Australia and train journey to Lawlers.",1,Title from publisher's website.,a
17517024,"Letter from Berkshire County, Massachusetts, USA to Joseph Schofield in Liverpool.",1,Title from publisher's website.,a
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",1,"Please note: Final page of this diary is torn, with material missing.",o
17517025,"Diary of a voyage from Auckland, New Zealand to Liverpool on ship Phoenix (White Star Line) / by passenger William Hodkinson.",2,Title from publisher's website.,a
17517026,"To Canada and back : memoir and photographs of the Clark Family on their farmstead in Nova Scotia, Canada.",1,Title from publisher's website.,a
17517027,Papers from the Neal family : including photographs and ephemera for RMS Aquitania and RMS Franconia.,1,Title from publisher's website.,a
17517028,Money orders sent to Margaret McHugh from the Irish Emigrant Society of New York.,1,Title from publisher's website.,a
17517029,Australia : information for you.,1,Title from publisher's website.,a
17517030,Postcard of the Minnedosa : sent from the landing stage at Liverpool and a photograph of a group of adults and children behind the lifebelt of Carnarvon Bay.,1,Title from publisher's website.,a
17517031,"Colonial emigration form no. 29 : form of certificate of provisions, medical comforts and miscellaneous articles for ship Avon, to Trinidad and certificate of scale of provisions and miscellaneous articles for emigrant vessels.",1,Title from publisher's website.,a
17517032,Decorative postcard : SS Celtic hands across the sea.,1,Title from publisher's website.,a
17517033,Victualling scale for steerage passengers to North America for 32 days.,1,Title from publisher's website.,a
17517034,Information pamphlets for emigrants travelling to New Zealand.,1,Title from publisher's website.,a
17517035,"Photographs and ephemera from an emigrant voyage to Canada on the Canadian Pacific ship Montrose, June 1924 and the return journey on Montclare, Jan 1925.",1,Title from publisher's website.,a
17517036,"Surgeon's certificate of good treatment on the voyage for the ship Caroline taking emigrants at public expense to Moreton Bay, Brisbane, New South Wales [now Queensland], Australia.",1,Title from publisher's website.,a
17517037,"County court, Kings County : certificate of naturalization for the United States of America for John Hughes.",1,Title from publisher's website.,a
17517038,Henry Greenblatt papers.,1,Title from publisher's website.,a
17517039,Collection of ephemera from Shaw Savill Line vessel Southern Cross.,1,Title from publisher's website.,a
17517040,"Orient Line, Shaw Savill and Albion and Blue Star Line Voyage ephemera : particularly related to SS Orontes.",1,Title from publisher's website.,a
17517041,Wills cigarette cards of famous British liners.,1,Title from publisher's website.,a
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",1,From collection: Shaw Savill & Albion Company Papers,w
17517042,"Sailing bills for Shaw Savill and Blue Funnel joint service, Liverpool to Australia.",2,Title from publisher's website.,a
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w
17517043,"Brochure for Dominion Monarch, Shaw Savill Line, England-South Africa-Australia-New Zealand.",2,Title from publisher's website.,a
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",1,From collection: Shaw Savill & Albion Company Papers,w
17517044,"Shaw Savill Lines, England, South Africa, Australia and New Zealand : fare schedule.",2,Title from publisher's website.,a
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",1,From collection: Shaw Savill & Albion Company Papers,w
17517045,"Passenger list : Shaw Savill and Albion Line, R.M.S. Ionic.",2,Title from publisher's website.,a
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",1,From collection: Shaw Savill & Albion Company Papers,w
17517046,"Passenger list : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal, R.M.S. Corinthic.",2,Title from publisher's website.,a
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",1,From collection: Shaw Savill & Albion Company Papers,w
17517047,"Unused passengers log : Shaw Savill and Albion Co., Ltd. : Royal Mail line between London and New Zealand via Panama Canal.",2,Title from publisher's website.,a
17517048,"Shaw Savill & Albion Co. Royal Mail steamship line : London & Plymouth to Teneriffe, Capetown, Tasmania (Hobart), Australia & New Zealand : official guide and handbook, 1910.",1,From collection: Shaw Savill & Albion Company Papers,w
17517048,"Shaw Savill & Albion Co. Royal Mail steamship line : London & Plymouth to Teneriffe, Capetown, Tasmania (Hobart), Australia & New Zealand : official guide and handbook, 1910.",2,Cover title.,a
17517049,"Programme of entertainment in aid of the Liverpool seamen's orphanage on board R.M.S. Runic, Shaw Savill and Albion Line.",1,From collection: Shaw Savill & Albion Company Papers,w
17517049,"Programme of entertainment in aid of the Liverpool seamen's orphanage on board R.M.S. Runic, Shaw Savill and Albion Line.",2,Title from publisher's website.,a
17517050,"Timetable of Royal Mail steamers between London and New Zealand, Shaw Savill and Albion Co. Limited.",1,From collection: Shaw Savill & Albion Company Papers,w
17517050,"Timetable of Royal Mail steamers between London and New Zealand, Shaw Savill and Albion Co. Limited.",2,Title from publisher's website.,a
17517051,"Christmas menus from R.M.S. Gothic, Shaw Savill and Albion (White Star Line).",1,From collection: Shaw Savill & Albion Company Papers,w
17517051,"Christmas menus from R.M.S. Gothic, Shaw Savill and Albion (White Star Line).",2,Title from publisher's website.,a
17517052,"Concert programme on board R.M.S. Doric, Shaw Savill and Albion Line, in aid of Dreadnought Seamans Hospital.",1,From collection: Shaw Savill & Albion Company Papers,w
17517052,"Concert programme on board R.M.S. Doric, Shaw Savill and Albion Line, in aid of Dreadnought Seamans Hospital.",2,Title from publisher's website.,a
17517053,"Sailing bill for Shaw Savill and Albion, Royal Mail steamers to and from New Zealand with fleet and fares.",1,From collection: Shaw Savill & Albion Company Papers,w
17517053,"Sailing bill for Shaw Savill and Albion, Royal Mail steamers to and from New Zealand with fleet and fares.",2,Title from publisher's website.,a
17517054,"Passenger list and log for R.M.S. Tainui, Shaw Savill and Albion Line : London-Plymouth-The Cape of Good Hope-Tasmania-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w
17517054,"Passenger list and log for R.M.S. Tainui, Shaw Savill and Albion Line : London-Plymouth-The Cape of Good Hope-Tasmania-New Zealand.",2,Title from publisher's website.,a
17517055,"Passenger list and log for R.M.S. Ionic, Shaw Savill and Albion Line : London-Plymouth-Tenerife-The Cape of Good Hope-Tasmania-New Zealand.",1,From collection: Shaw Savill & Albion Company Papers,w
17517055,"Passenger list and log for R.M.S. Ionic, Shaw Savill and Albion Line : London-Plymouth-Tenerife-The Cape of Good Hope-Tasmania-New Zealand.",2,Title from publisher's website.,a
17517056,"Plan of poop accommodation for clipper ship Monarch and sailing bill for Shaw Savill and Albion, Royal Mail steamers between London and New Zealand with fleet and timetables.",1,From collection: Shaw Savill & Albion Company Papers,w
17517056,"Plan of poop accommodation for clipper ship Monarch and sailing bill for Shaw Savill and Albion, Royal Mail steamers between London and New Zealand with fleet and timetables.",2,Title from publisher's website.,a
17517057,"Diary of a voyage from Liverpool to Melbourne, Australia and Auckland, New Zealand aboard ship General Roberts.",1,Title from publisher's website.,a
17517058,Diary of a voyage from Liverpool to Auckland leaving Liverpool for Melbourne by the fine clipper ship General Roberts.,1,Title from publisher's website.,a
17517059,"Henry S. King & Co's hand book for homeward-bound travellers from India, Australia, and the East.",1,Cover title.,a
17517060,"Passenger voyage diary of emigrants Samuel and Isabel Haigh from Stockport on board the Mahana (Shaw, Savill and Albion) : Liverpool to Wellington, New Zealand via the Panama Canal.",1,Title from publisher's website.,a
17517061,Journal of Alfred Holt (Alfred Holt Shipping Co.) on a trip to the United States on ship Tagus.,1,"The author initially wrote only on the right side of the journal; when reaching the end of the journal, he turned it around and started using the left side of the journal.",o
17517061,Journal of Alfred Holt (Alfred Holt Shipping Co.) on a trip to the United States on ship Tagus.,2,Title from publisher's website.,a
17517062,"Letters of Henry Cobham and his father, George Ashworth Cobham, of Cobham Park, Warren County, Pennsylvania, United States to their cousin and nephew John Cobham, Liverpool, England.",1,Title from publisher's website.,a
17517063,Beakbane family correspondence regarding Canada.,1,Title from publisher's website.,a
17517064,Legal papers regarding William Duggan emigrating to Florida.,1,Title from publisher's website.,a
17517065,Letters from America.,1,Title from publisher's website.,a
17517066,Letter from Australia / James Brightman.,1,Title from publisher's website.,a
17517067,George Sneddon letters on the California gold rush.,1,Title from publisher's website.,a
17517068,A letter from John Keenan regarding travel from Liverpool to the United States.,1,Title from publisher's website.,a
17517069,Contract for an emigrant hostel.,1,Title from publisher's website.,a
17517070,"Danson's records on emigration, immigration, imports and exports.",1,Title from publisher's website.,a
17517071,"Family Colonisation Loan Society, by the grant of loans for two years or more without interest : or, A system of emigration to the colonies of New South Wales, Port Phillip, and South Australia in a letter dedicated by permission to Lord Ashley M.P. / by Mrs. Chisholm.",1,Title from publisher's website.,a
17517072,Papers regarding a voyage to Australia.,1,Title from publisher's website.,a
17517073,Letters to America.,1,Title from publisher's website.,a
17517074,Memoirs and remarks during the voyage of myself and family from Derby in England to America.,1,Title from publisher's website.,a
17517075,Tender for passage accommodation and diet of persons embarking from Birkenhead docks to Australia.,1,Title from publisher's website.,a
17517076,Baines' correspondence with emigration commissioners regarding a cholera outbreak on an emigrant ship.,1,Title from publisher's website.,a
17517077,"Voyage diary of Sarah Stephens of Montgomery sailing on the Cardigan Castle from Gravesend, England to Lyttleton, New Zealand.",1,Title from publisher's website.,a
17517078,Letters from Thomas Gregory in America to his family in England.,1,Title from publisher's website.,a
17517080,"Letter from immigrants Edith, Henry and Lucy Nayler to Uncle Thos (Thomas) Smith in Doncaster, England.",1,Title from publisher's website.,a
17517081,"Letter from Canadian immigrant named Sidney to his Aunt Mary in Newton-Le-Willows, Lancashire, England.",1,Title from publisher's website.,a
17517082,"Letter from G. B. Smith to his brother in Doncaster, Yorkshire, England : written on the back of a large coloured map of Illinois, United States.",1,Title from publisher's website.,a
17517083,"Travel and emigrant agents brochure / published by J. Jackson and Sons, Liverpool.",1,Title from publisher's website.,a
17517084,"A completed ticket in the name of James Farrell for the ship Princeton, Liverpool to New York.",1,Title from publisher's website.,a
17517085,"Diary of William Culshaw Greenhalgh aboard the Marco Polo, Black Ball Line on a passage from Liverpool to Australia.",1,Title from publisher's website.,a
17517086,"An incomplete Swedish ticket from the Guion-Line, Göenburgh to Hull, then Liverpool to New York.",1,Title from publisher's website.,a
17517087,Letter describing a voyage to Australia.,1,From collection: Papers of John Hedges and Family,o
17517087,Letter describing a voyage to Australia.,2,Title from publisher's website.,a
17517088,Health officer's report at Port Jackson.,1,From collection: Papers of John Hedges and Family,o
17517088,Health officer's report at Port Jackson.,2,Title from publisher's website.,a
17517089,Passenger list.,1,From collection: Papers of John Hedges and Family,o
17517089,Passenger list.,2,Title from publisher's website.,a
17517090,Death and marriage certificates for the Hedges family.,1,From collection: Papers of John Hedges and Family,o
17517090,Death and marriage certificates for the Hedges family.,2,Title from publisher's website.,a
17517091,Hedges family tree.,1,From collection: Papers of John Hedges and Family,o
17517091,Hedges family tree.,2,Title from publisher's website.,a
17517092,Will of John Hedges.,1,From collection: Papers of John Hedges and Family,o
17517092,Will of John Hedges.,2,Title from publisher's website.,a
17517093,List of children of John Hedges and Harriet Elizabeth Sharp.,1,From collection: Papers of John Hedges and Family,o
17517093,List of children of John Hedges and Harriet Elizabeth Sharp.,2,Title from publisher's website.,a
17517094,Life of John Hedges / [written by his descendants].,1,From collection: Papers of John Hedges and Family,o
17517094,Life of John Hedges / [written by his descendants].,2,Title from publisher's website.,a
17517097,"Correspondence to Mr A Nash from Allan Bros and Co. : regarding booking of passage on SS Polynesian from Liverpool, England to Toronto, Canada.",1,Title from publisher's website.,a
17517098,"Notebook of W. R. Dunn : containing his thoughts, family photographs and some illustrations.",1,Title from publisher's website.,a
17517099,Passenger journal of the voyage of J. T. Deighton on board the Fred Warren from Liverpool to Melbourne.,1,Title from publisher's website.,a
17517100,"Advertising leaflet from licensed emigration agents, Richard Marcroft & Son.",1,Title from publisher's website.,a
17517101,"Naturalization certificate granted to Isaac Whitehead by the State of Ohio, United States.",1,Title from publisher's website.,a
17517102,"Handwritten diary from a passenger on Morning Light from Liverpool, England to Melbourne, Australia.",1,Title from publisher's website.,a
17517103,"Letters and used passenger tickets regarding shipping agent Henry Boyd of Liverpool for passages to United States, Canada and Australia.",1,Title from publisher's website.,a
17517104,"Bound volume of indexed notes, statistics, sailing information, laws, regulations and agreements regarding emigrant traffic of the Cunard Line to Mediterranean ports.",1,Title from publisher's website.,a
17517105,"The Emett (Emmett) Greaves Preston letters sent from Richard Nuttal Preston to his Aunt and Uncle J. Greaves in Liverpool, England.",1,Title from publisher's website.,a
17517106,"Statement signed by the captain, second mate and carpenter of the emigrant sailing ship Conway (James Baines & Co) : re. the circumstances surrounding the ship pulling into the port of Greenock on 25 January 1854 after severe gales had damaged the jig-boom : on board there were three hundred and eighty two emigrants bound for Australia : on the 27 January cholera broke out, as a consequence, the ship was put into quarantine.",1,Title from publisher's website.,a
17517107,Over the ocean : scrapbook compiled by an emigrant who sailed on the Cunard Line ship Campania to Canada.,1,Title from publisher's website.,a
17517108,Letters to Henry Eves awarding him a silver medal for his role in rescuing crew from the derelict Dutch steamer Anna.,1,Title from publisher's website.,a
17517109,Note paper from the Anchor Line.,1,Title from publisher's website.,a
17517110,Advertisements for sailing on a range of shipping lines.,1,Title from publisher's website.,a
17517112,J. Bruce Ismay account book.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517112,J. Bruce Ismay account book.,2,Title from publisher's website.,a
17517113,Sailing cards for the Liverpool to New York service on the National Line.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517113,Sailing cards for the Liverpool to New York service on the National Line.,2,Title from publisher's website.,a
17517114,Correspondence and accounts of T. H. Ismay and J. B. Ismay.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517114,Correspondence and accounts of T. H. Ismay and J. B. Ismay.,2,Title from publisher's website.,a
17517115,Collection of correspondence regarding the organisation of papers and old account books after the death of Thomas H. Ismay.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517115,Collection of correspondence regarding the organisation of papers and old account books after the death of Thomas H. Ismay.,2,Title from publisher's website.,a
17517116,List of T. H. Ismay's papers.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517116,List of T. H. Ismay's papers.,2,Title from publisher's website.,a
17517117,Purchase agreement from the Oceanic Steam Navigation Company.,1,From collection: Papers Regarding Ismay and The White Star Line,w
17517117,Purchase agreement from the Oceanic Steam Navigation Company.,2,Title from publisher's website.,a
17517118,Financial papers regarding the formation and liquidation of the Inman Steamship Company.,1,Title from publisher's website.,a
17517119,Passenger list for RMS Vancouver.,1,Title from publisher's website.,a
17517120,"Illustrated London news. No. 379, vol. XV.",1,Please note that some images have defective printing and so may appear blurry.,o
17517120,"Illustrated London news. No. 379, vol. XV.",2,Title from publisher's website.,a
17517121,Records from America.,1,Title from publisher's website.,a
17517122,National Children's Homes including a personal account of the SS Polynesian voyage in 1873.,1,Title from publisher's website.,a
17517123,Captain Dutton letters.,1,From collection: Records Regarding Emigrant Traffic,o
17517123,Captain Dutton letters.,2,Title from publisher's website.,a
17517124,Sailing bill of Allan Line Royal Mail Steamers.,1,From collection: Records Regarding Emigrant Traffic,o
17517124,Sailing bill of Allan Line Royal Mail Steamers.,2,Title from publisher's website.,a
17517125,Leather bound notebook listing Allan Line sailing ships.,1,From collection: Records Regarding Emigrant Traffic,o
17517125,Leather bound notebook listing Allan Line sailing ships.,2,Title from publisher's website.,a
17517126,Passenger list for RMS Victorian and log for RMS Grampian.,1,From collection: Records Regarding Emigrant Traffic,o
17517126,Passenger list for RMS Victorian and log for RMS Grampian.,2,Title from publisher's website.,a
17517127,Brochure for the Allan Line with interior photographs.,1,From collection: Records Regarding Emigrant Traffic,o
17517127,Brochure for the Allan Line with interior photographs.,2,Title from publisher's website.,a
17517128,Passenger list for Allan Line ship Tunisian and publicity brochure for Allan Line.,1,From collection: Records Regarding Emigrant Traffic,o
17517128,Passenger list for Allan Line ship Tunisian and publicity brochure for Allan Line.,2,Title from publisher's website.,a
17517129,Allan Line pamphlet with letters from successful emigrants in Canada.,1,From collection: Records Regarding Emigrant Traffic,o
17517129,Allan Line pamphlet with letters from successful emigrants in Canada.,2,Title from publisher's website.,a
17517130,"Voyage ephemera regarding passenger Thomas Harper Sleigh who travelled from Liverpool to New York, Montreal, Halifax and Quebec.",1,From collection: Records Regarding Emigrant Traffic,o
17517130,"Voyage ephemera regarding passenger Thomas Harper Sleigh who travelled from Liverpool to New York, Montreal, Halifax and Quebec.",2,Title from publisher's website.,a
17517131,Steel engraved trade cards from the sample book of printers Waterlow and Allan Line.,1,From collection: Records Regarding Emigrant Traffic,o
17517131,Steel engraved trade cards from the sample book of printers Waterlow and Allan Line.,2,Title from publisher's website.,a
17517132,Letter written by an unnamed female passenger on board the ship Victorian.,1,From collection: Records Regarding Emigrant Traffic,o
17517132,Letter written by an unnamed female passenger on board the ship Victorian.,2,Title from publisher's website.,a
17517133,"Diary of Reverend Charles Baker, teacher of Bayswater, London documenting his journey from England to Melbourne, and around Australia.",1,Title from publisher's website.,a
17517134,Ticket for passage to New York on ship Arizona.,1,Title from publisher's website.,a
17517135,Legal papers of the Inman Steamship Company.,1,Title from publisher's website.,a
17517136,Ship papers of the Elizabeth Ann Bright and Spirit of the North.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517136,Ship papers of the Elizabeth Ann Bright and Spirit of the North.,2,Title from publisher's website.,a
17517137,Ship papers of the Sydney Dacres.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517137,Ship papers of the Sydney Dacres.,2,Title from publisher's website.,a
17517138,"Ship papers of the Castlemaine, Mayflower and Prince Consort.",1,From collection: Business Papers of Black Ball Line of Australia,o
17517138,"Ship papers of the Castlemaine, Mayflower and Prince Consort.",2,Title from publisher's website.,a
17517139,Ship papers of the Marco Polo.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517139,Ship papers of the Marco Polo.,2,Title from publisher's website.,a
17517140,Ship papers of the May Flower.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517140,Ship papers of the May Flower.,2,Title from publisher's website.,a
17517141,Ship papers of the Netherby.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517141,Ship papers of the Netherby.,2,Title from publisher's website.,a
17517142,Ship papers of the Prince Consort.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517142,Ship papers of the Prince Consort.,2,Title from publisher's website.,a
17517143,Ship papers of the Duke of Newcastle.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517143,Ship papers of the Duke of Newcastle.,2,Title from publisher's website.,a
17517144,Ship papers of the Runnymead.,1,From collection: Business Papers of Black Ball Line of Australia,o
17517144,Ship papers of the Runnymead.,2,Title from publisher's website.,a
17517145,Sailing cards. Volume I.,1,From collection: The Gracie Beazley Collection,w
17517145,Sailing cards. Volume I.,2,Title from publisher's website.,a
17517146,Sailing cards. Volume II.,1,From collection: The Gracie Beazley Collection,w
17517146,Sailing cards. Volume II.,2,Title from publisher's website.,a
17517147,Ship papers of the National Line.,1,Title from publisher's website.,a
17517148,"Letters sent to George Ireland, manager, Vulcan foundry, Warrington.",1,Title from publisher's website.,a
17517149,Letters of Irishman Thomas Hennesey Lynam.,1,Title from publisher's website.,a
17517150,Letter from R. W. Bibby regarding a sermon on modern morality.,1,Title from publisher's website.,a
17517151,Letters to William Buckley from Sam Edge and Dan Williams.,1,Title from publisher's website.,a
17517152,Journal of the voyage of William Molison Strachan from Liverpool to Australia.,1,Title from publisher's website.,a
17517153,"Diary of a trip to Melbourne, Australia / by George Greig.",1,Title from publisher's website.,a
17517154,Two letters written by immigrants to the United States.,1,Title from publisher's website.,a
17517155,Log for William Jardine of Liverpool.,1,Title from publisher's website.,a
17517156,Diary of passenger Edward Thornely sailing from Jersey City to Liverpool.,1,Title from publisher's website.,a
17517157,Letter written by Arthur Moore describing a voyage from Liverpool to New York.,1,Title from publisher's website.,a
17517158,Letter from emigrant Albert William Hill describing the journey from Liverpool to New York on Britannic.,1,Title from publisher's website.,a
17517159,"Handwritten leather bound diary of an anonymous passenger on board ship Superb, Melbourne to London.",1,Title from publisher's website.,a
17517160,"Diary of the voyage of Peter Lawson, his wife Mary and three young children from Liverpool to New York and back.",1,Title from publisher's website.,a
17517161,"Diary of the voyage of J Pitcairn, passenger on board ship Dispatch, Liverpool to Savannah.",1,Title from publisher's website.,a
17517162,"Journal of a journey to New York by passenger Dorothy Holt on Georgic, White Star Line.",1,Title from publisher's website.,a
17517163,"Dr Duncan, medical officer of health : letter book, 1849-1853.",1,From collection: Letter Books of the Medical Officer of Health,o
17517163,"Dr Duncan, medical officer of health : letter book, 1849-1853.",2,Title from publisher's website.,a
17517164,"Dr Duncan, medical officer of health : letter book, 1853-1859.",1,From collection: Letter Books of the Medical Officer of Health,o
17517164,"Dr Duncan, medical officer of health : letter book, 1853-1859.",2,Title from publisher's website.,a
17517165,"Dr Duncan, medical officer of health : letter book, 1859-1864.",1,From collection: Letter Books of the Medical Officer of Health,o
17517165,"Dr Duncan, medical officer of health : letter book, 1859-1864.",2,Title from publisher's website.,a
17517166,"Dr Trench, medical officer of health : letter book, 1864-1867.",1,From collection: Letter Books of the Medical Officer of Health,o
17517166,"Dr Trench, medical officer of health : letter book, 1864-1867.",2,Title from publisher's website.,a
17517167,"Dr Trench, medical officer of health : letter book, 1867-1872.",1,From collection: Letter Books of the Medical Officer of Health,o
17517167,"Dr Trench, medical officer of health : letter book, 1867-1872.",2,Title from publisher's website.,a
17517168,"Dr Trench and Dr Stopford Taylor, medical officer of health : letter book, 1872-1889.",1,From collection: Letter Books of the Medical Officer of Health,o
17517168,"Dr Trench and Dr Stopford Taylor, medical officer of health : letter book, 1872-1889.",2,Title from publisher's website.,a
17517169,Passengers' contract ticket : Harnden & Co.'s American Packet and Emigration Office.,1,Title from publisher's website.,a
17517170,Mrs. Chisholm's advice to emigrants.,1,Title from publisher's website.,a
17517171,"Essays on colonizing and changes in the past, present, and future of the world.",1,Title from publisher's website.,a
17517172,Hints to emigrants / by E. Wilson Gates.,1,Title from publisher's website.,a
17517174,"Canada settlers, 1817. Volume 1, A-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517174,"Canada settlers, 1817. Volume 1, A-Z.",2,Document includes lists of passenger names. This volume includes searchable printed documents.,w
17517174,"Canada settlers, 1817. Volume 1, A-Z.",3,Title from publisher's website.,a
17517175,"Canada settlers, 1817. Volume 2, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
