bib_id,title,note_num,note,type
12270402,Devise des armes des chevaliers de la table ronde : lequels estoyent du tres renomme et verteux Artus Roy de la grand Bretaigne avecq la description de leurs armoires.,6,Binding: eighteenth-century green velvet over boards; silver castle ornament mounted on front cover.,o
12271499,"Purlie : a musical based on the play Purlie Victorious by Ossie Davis, [circa 1969] / lyrics by Peter Udell, music by Gary Geld, book by Davis-Rose-Udell.",1,"Cover: ""Pianists Copy.""",o
12271830,De officio militari : and other works.,1,"Ownership inscription at top of first page: ""William Howard 1591.""",o
12271830,De officio militari : and other works.,2,Bookseller's printed description pasted in on front pastedown.,o
12271830,De officio militari : and other works.,3,Script: each work in a different professional book hand.,o
12271830,De officio militari : and other works.,4,Decoration: Headings and initial letters in red and blue; decorated throughout with more than 270 emblazoned coats of arms in colors.,o
12271830,De officio militari : and other works.,5,"Binding: modern parchment over boards, rebacked.",o
12275458,Life of Alexander the great : and the Romance of Troas.,1,"Ownership inscription and drawing of arms of ""Alessandro dale Carte"" on rear flyleaf.",o
12275458,Life of Alexander the great : and the Romance of Troas.,2,Bookplate of Sir Thomas Phillipps on front pastedown; Phillipps MS number inscribed on recto of f1.,o
12275458,Life of Alexander the great : and the Romance of Troas.,3,Layout: single columns of variable length.,o
12275458,Life of Alexander the great : and the Romance of Troas.,4,Script: Italian cursive bookhand.,o
12275458,Life of Alexander the great : and the Romance of Troas.,5,Decoration: Rubricated (ff. 1-91 only).,o
12275458,Life of Alexander the great : and the Romance of Troas.,6,"Binding: nineteenth-century half-calf, rebacked.",o
12275553,Historia ecclesiastica gentis Anglorum.,1,Numerous marginal notes in contemporary and later hands.,o
12275553,Historia ecclesiastica gentis Anglorum.,2,"Bound with: parchment leaf of accounts kept by Robert de Staynford, steward of Lady Idoyne Percy, wife of Henry, Lord Percy (d. 1365).",o
12275553,Historia ecclesiastica gentis Anglorum.,3,"Laid in: manuscript fragment, on paper, of a contract, in English (ca. 1574), formerly the back pastedown.",o
12275553,Historia ecclesiastica gentis Anglorum.,4,Layout: single columns of 42 lines.,o
12275553,Historia ecclesiastica gentis Anglorum.,5,Script: gothic text hand.,o
12275553,Historia ecclesiastica gentis Anglorum.,6,"Decoration: Rubricated. Numerous penwork initials and line fillers in red and blue ink. Ten larger illuminated initials, gilt and red and blue ink.",o
12275553,Historia ecclesiastica gentis Anglorum.,7,Binding: original oak boards covered in pink doeskin; remains of clasps.,o
12277913,Agreement between Bromehill priory and the town of Thetford.,1,Docketed in a sixteenth-century? hand: the indentur of Bromehyll ffeyes.,o
12277913,Agreement between Bromehill priory and the town of Thetford.,2,"Annotated in a later hand, possibly that of the Norfolk antiquary Thomas Martin.",o
12277913,Agreement between Bromehill priory and the town of Thetford.,3,Layout: single column of 26 lines. Head of document indented.,o
12277913,Agreement between Bromehill priory and the town of Thetford.,4,Script: secretary script.,o
12277913,Agreement between Bromehill priory and the town of Thetford.,5,"With: Seal of the Prior and Canons of Bromehill Priory, in green wax, containing a pyramid between a star, below, and a crescent moon, above.",o
12277947,Acquittance for Edward Greville.,1,Docketed in later hands.,o
12277947,Acquittance for Edward Greville.,2,Attached seal (worn).,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,1,Indented at head of document with chirographic letters.,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,2,Signed: sign manual of Edward Grimston at end of text.,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,3,"Signed: document signed by the scribe, ""Brampton.""",o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,4,Docketed in a later hand.,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,5,Seal: red wax seal with the crest of Edward Grimston (damaged).,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,6,Layout: Single column of fifteen lines.,o
12278248,Indenture between Thomas Tuddenham and Edward Grimston.,7,Script: anglicana.,o
12279528,Grant of a crest to Robert Revell of Shorlonglegge.,1,"Signed: ""Norrey King of Arms of the north.""",o
12279528,Grant of a crest to Robert Revell of Shorlonglegge.,2,Seals of William Fellow and of the office of Norroy King of Arms suspended from document.,o
12279528,Grant of a crest to Robert Revell of Shorlonglegge.,3,Layout: single column of 20 lines.,o
12279528,Grant of a crest to Robert Revell of Shorlonglegge.,4,Script: secretary script.,o
12279528,Grant of a crest to Robert Revell of Shorlonglegge.,5,"Decoration: Portrait figure of Norrey King of Arms within the initial ""T,"" in full color; illustration of Revell's coat of arms with the newly granted crest filling left margin, in full color; floral border, top and right margins, in full color.",o
12279707,"Letter, 1560 September 10, Schleswig-Holstein, to Elizabeth I, Queen of England.",1,"Signed: ""Adolf Holsatia Dux,"" with monogram SH as the initial letter of the second word.",o
12279707,"Letter, 1560 September 10, Schleswig-Holstein, to Elizabeth I, Queen of England.",2,Annotated with probable catalog number (Phillipps?): 33068.,o
12279707,"Letter, 1560 September 10, Schleswig-Holstein, to Elizabeth I, Queen of England.",3,Seal: pendant red wax seal of Duke Adolf.,o
12279707,"Letter, 1560 September 10, Schleswig-Holstein, to Elizabeth I, Queen of England.",4,Layout: single column of 14 lines.,o
12279707,"Letter, 1560 September 10, Schleswig-Holstein, to Elizabeth I, Queen of England.",5,Script: Italic.,o
12280357,Prayer roll in Latin.,1,"Probably written for the use of a man named Thomas, as that name is inserted in several passages.",o
12280357,Prayer roll in Latin.,2,Layout: single column.,o
12280357,Prayer roll in Latin.,3,Script: gothic script.,o
12280357,Prayer roll in Latin.,4,Decoration: Rubricated. Two initials with marginal penwork decoration.,o
12280444,Prayer roll in Middle English with passages in Latin.,1,Layout: single column.,o
12280444,Prayer roll in Middle English with passages in Latin.,2,Script: secretary script.,o
12280956,Prayer roll in Latin.,1,Layout: single column.,o
12280956,Prayer roll in Latin.,2,Script: gothic book hand.,o
12280956,Prayer roll in Latin.,3,Decoration: text headed with a large miniature of the Crucifixion. One large illuminated initial at the head of the text; numerous small initials in in red and blue penwork or gold.,o
12281536,"Petition by Joan, widow of William Rykyll to Baron Bergavenny.",1,Docketed in a contemporary hand.,o
12281536,"Petition by Joan, widow of William Rykyll to Baron Bergavenny.",2,Layout: single column of 14 lines.,o
12281536,"Petition by Joan, widow of William Rykyll to Baron Bergavenny.",3,Script: Anglicana.,o
12281552,Psalter (fragment).,1,Layout: single columns of 20 lines.,o
12281552,Psalter (fragment).,2,Script: gothic book hand.,o
12281552,Psalter (fragment).,3,"Decoration: Two larger illuminated initials with birds perched on them. Smaller initials alternating between gilt with green penwork and blue with red penwork. Decorated line fillers, red and blue penwork, gilt.",o
12282013,Bible (fragment),1,Layout: double columns of 46 lines each.,o
12282013,Bible (fragment),2,Script: gothic.,o
12282013,Bible (fragment),3,Decoration: Three illuminated initials with bar borders; illuminated chapter numbers.,o
12282020,Bible (fragment).,1,Leaf recovered from a binding.,o
12282020,Bible (fragment).,2,Small part of conjugate leaf still present.,o
12282020,Bible (fragment).,3,Layout: double columns of 25 lines each.,o
12282020,Bible (fragment).,4,Script: Anglo-Saxon minuscule.,o
12282020,Bible (fragment).,5,Byname: Werden Heptateuch (Fragment).,o
12282163,Summa theologica (fragment).,1,Fragment recovered from a binding; damaged and incomplete.,o
12282163,Summa theologica (fragment).,2,Layout: double columns of 54 lines each.,o
12282163,Summa theologica (fragment).,3,Script: gothic bookhand.,o
12282163,Summa theologica (fragment).,4,Decoration: initials in red or blue with contrasting penwork.,o
12282305,"Letter, undated, to Henry IV, King of England.",1,"Two endorsements, on verso, in a different contemporary hand, one of which notes the grant of the Aurum Reginae to Joan at Eltham on the Tuesday after Epiphany, 13 Henry IV (1412).",o
12282305,"Letter, undated, to Henry IV, King of England.",2,"Accompanied by: transcript, on paper, in a 17th century italic hand.",o
12282305,"Letter, undated, to Henry IV, King of England.",3,Layout: single column of 10 lines.,o
12282305,"Letter, undated, to Henry IV, King of England.",4,Script: Chancery hand.,o
12282342,Writ for the recovery of lands unlawfully entered into.,1,"Issued at Westminster. Endorsed by Humphrey, Duke of Gloucester, as Regent of England.",o
12282342,Writ for the recovery of lands unlawfully entered into.,2,Layout: single column of 42 lines.,o
12282342,Writ for the recovery of lands unlawfully entered into.,3,Script: secretary-influenced Anglicana script.,o
12282458,Homiliae in evangelia (fragment).,1,"Leaf also contains the ownership inscription of the Cistercian of Santa Maria della Columba, followed by an anathema against theft.",o
12282458,Homiliae in evangelia (fragment).,2,"Layout: single column, varying length.",o
12282458,Homiliae in evangelia (fragment).,3,Script: proto-gothic.,o
12282474,Quitclaim by John Burgh.,1,Layout: single column of 9 lines.,o
12282474,Quitclaim by John Burgh.,2,Script: secretary script.,o
12282804,Indenture between Sir John Fastolf and Richard Sellyng.,1,Indented at head of document with chirographic letters.,o
12282804,Indenture between Sir John Fastolf and Richard Sellyng.,2,"Signed: document signed by the scribe, ""Burdon.""",o
12282804,Indenture between Sir John Fastolf and Richard Sellyng.,3,Endorsed on the verso in the hand and with the ownership mark of Sir Edward Dering.,o
12282804,Indenture between Sir John Fastolf and Richard Sellyng.,4,Layout: single column of 13 lines.,o
12282918,Sale and quitclaim agreement between Thomas Hatfield and George Nicholl.,1,Indented at head of document with chirographic letters.,o
12282918,Sale and quitclaim agreement between Thomas Hatfield and George Nicholl.,2,"Signed: document signed by the scribe, Gardyner.",o
12282918,Sale and quitclaim agreement between Thomas Hatfield and George Nicholl.,3,Layout: single column of 25 lines.,o
12282918,Sale and quitclaim agreement between Thomas Hatfield and George Nicholl.,4,Script: secretary script.,o
12283111,Drawing of King Edmund the Martyr.,1,Drawn on the blank page of a bifolium once used as the flyleaf of a Latin Psalter (circa 1290-1310) that may have been written for the church of St. Botolph in Essex.,o
12283197,Book of hours (fragment),1,Layout: single column of 17 lines.,o
12283197,Book of hours (fragment),2,Script: gothic.,o
12283197,Book of hours (fragment),3,"Decoration: historiated initial ""B"" with a miniature of two souls borne to heaven by two angels, gilt; wide decorated border of blue and green acanthus with flowers and fruits, gilt.",o
12285992,"Map of properties within the Fisher-Miller Land Grant near the San Saba River, Texas, [circa 1900].",1,Caption title: Map no. 2.,a
12286477,"Map of Lincoln, Lancaster Co., Nebraska, [1903-circa 1920].",1,Annotation in manuscript: 33023,o
12286985,"Iter boreale, or, The northern expedition : commencing 10 July 1732, ending 18 Augt. 1732.",1,Previously attributed to John Tracey Atkins.,o
12286985,"Iter boreale, or, The northern expedition : commencing 10 July 1732, ending 18 Augt. 1732.",2,Title from contents leaf.,a
12288032,"Map of Boulder County, Colorado, 1898 April 7.",1,Annotation in manuscript: 18049,o
12288382,"The Countess Winifred, and her children : a tale / by Louisa Agnes McClure ; edited by Margaret McClure.",1,Bound in black half cloth and green silk over boards. Title and floral decorations added in gouache.,o
12289047,"Pass-book of James Reynolds Peyton, for accounts with Messrs. Herries, Farquhar, Chapman & Co., bankers at London.",1,Title from front cover.,a
12289047,"Pass-book of James Reynolds Peyton, for accounts with Messrs. Herries, Farquhar, Chapman & Co., bankers at London.",2,"Bound in contemporary vellum, inscribed by Peyton",o
12289293,Breviary (fragment).,1,Layout: double columns of 25 lines.,o
12289293,Breviary (fragment).,2,Script: gothic.,o
12289293,Breviary (fragment).,3,Decoration: Rubricated. Two illuminated initials with long marginal extensions; two smaller initials.,o
12289348,Scribal sample sheet.,1,Script: each line in a different gothic display script.,o
12289348,Scribal sample sheet.,2,Decoration: in red and black ink.,o
12289382,Lancelot du lac (fragment),1,Accompanied by three unidentified manuscript fragments that were part of the 2002 sale lot.,o
12289382,Lancelot du lac (fragment),2,Script: gothic script.,o
12289382,Lancelot du lac (fragment),3,Decoration: illuminated initial with brown penwork.,o
12289494,Pel̀erinage de l'am̂e (fragment).,1,Layout: double columns of varying lengths.,o
12289494,Pel̀erinage de l'am̂e (fragment).,2,Script: bâtarde script.,o
12289494,Pel̀erinage de l'am̂e (fragment).,3,Decoration: initials in red and blue.,o
12289659,Law report (fragment).,1,Layout: single columns of 61-62 lines each.,o
12289659,Law report (fragment).,2,Script: cursive legal script with some anglicana features.,o
12290833,Catalogue of Parliamentary acts.,1,Script: secretary script.,o
12290833,Catalogue of Parliamentary acts.,2,Binding: disbound.,o
12297267,Genealogy of Edward IV from Adam.,1,Annotated on recto of first leaf with place and date of production.,o
12297267,Genealogy of Edward IV from Adam.,2,"Annotated on recto of first leaf with signature: ""J. Frauncis Egville.""",o
12297267,Genealogy of Edward IV from Adam.,3,Genealogy continued down to Elizabeth I in a later hand on the final pages; small architectural sketches on last full page.,o
12297267,Genealogy of Edward IV from Adam.,4,Wrapper composed of fragments from at least two manuscripts; one fragment includes musical notation of Psalm texts.,o
12297267,Genealogy of Edward IV from Adam.,5,Layout: lines of descent centered within crowned medallions; descriptive text on either side.,o
12297267,Genealogy of Edward IV from Adam.,6,Script: English cursive.,o
12297267,Genealogy of Edward IV from Adam.,7,Decoration: Crowned medallions in pen and ink with wash.,o
12297267,Genealogy of Edward IV from Adam.,8,Binding: original wrapper of parchment fragments from fourteenth century liturgical and theological manuscripts.,o
12297318,"Homilies, based on Galatians 5 (fragment).",1,Layout: single column.,o
12297318,"Homilies, based on Galatians 5 (fragment).",2,Script: late Carolingian script.,o
12297336,"Missal, use of Sarum (fragment)",1,Layout: double columns of 39 lines.,o
12297336,"Missal, use of Sarum (fragment)",2,Script: gothic liturgical script.,o
12297336,"Missal, use of Sarum (fragment)",3,Decoration: numerous initials in burnished gold or blue; extensive penwork.,o
12298691,"Johnie Blunt, [circa 1793].",1,Binding: Riviere and Son.,o
12301486,Choir breviary (fragment).,1,Musical notation on four-line red staves.,o
12301486,Choir breviary (fragment).,2,References to Thomas Becket struck through on verso.,o
12301486,Choir breviary (fragment).,3,Layout: double columns of 51 lines.,o
12301486,Choir breviary (fragment).,4,Script: gothic liturgical hand.,o
12301486,Choir breviary (fragment).,5,"Decoration: Rubricated. Initials in blue with red penwork. Large illuminated initial ""A"" with full border on verso, gilt.",o
12301733,Meliadus / Guiron le courtois (fragment).,1,Layout: double columns of 52 lines.,o
12301733,Meliadus / Guiron le courtois (fragment).,2,Script: gothic script.,o
12301733,Meliadus / Guiron le courtois (fragment).,3,Decoration: Rubricated. Three-line initials in gold against blue and rose grounds.,o
12302141,Roman de Tristan (fragments),1,Layout: triple columns with 30 lines per column.,o
12302141,Roman de Tristan (fragments),2,Script: gothic script.,o
12302141,Roman de Tristan (fragments),3,Decoration: initials in red and blue penwork.,o
12302526,Vitae sancti Severini (fragment).,1,Leaf was used in a binding.,o
12302526,Vitae sancti Severini (fragment).,2,Layout: double columns of 32 lines.,o
12302526,Vitae sancti Severini (fragment).,3,Script: Carolingian script.,o
12302538,"Letter : to Robert Southey, 1835 November 16.",1,Bound by a former owner.,o
12303188,True copy of the decree in Chancery touching the parish of Bardfield Saling & chaplain.,1,The parish had been part of the annulment settlement for Anne of Cleves.,o
12303188,True copy of the decree in Chancery touching the parish of Bardfield Saling & chaplain.,2,Title transcribed from later docket.,o
12303188,True copy of the decree in Chancery touching the parish of Bardfield Saling & chaplain.,3,Script: secretary script.,o
12303193,"Writings on art exhibitions, 1894.",1,Bound by a former owner.,o
12304059,"Travel diary through Holland, Germany, Belgium, and France, 1840 July 11-August 19.",1,"Signed on page 4: ""J. Riley Marsh's Journal.""",o
12304059,"Travel diary through Holland, Germany, Belgium, and France, 1840 July 11-August 19.",2,"Printed paper label inside front cover of diary: ""The Ever-pointed Pencil, and Prepared Paper Memorandum Book. Manufactured at the British Paper Warehouse, 46, Cornhill, London."" Volume has tabbed loops to hold a pencil; lacking pencil.",o
12304537,"Drafts of short stories in Proses moroses, 1889-1893.",1,Bound by a former owner.,o
12317007,"Letter : to the Justices of the Peace, Kent.",1,In secretary script.,o
12317056,"The land of fire, 1883.",1,Binding: Riviere & Son.,o
12322775,"Notes on English law, [circa 1630].",1,Binding lacking.,o
12327641,Penitential psalms and litany.,1,Front and back pastedowns from a contemporary? printed German play about Adam and Eve.,o
12327641,Penitential psalms and litany.,2,Layout: first section in single columns of 17 lines; second section in single columns of 12 lines.,o
12327641,Penitential psalms and litany.,3,Script: gothic liturgical script.,o
12327641,Penitential psalms and litany.,4,Decoration: Rubricated. Approximately 110 initials in blue with red penwork. Full-page miniature illustration of St. Christopher; double-page illustration of the Adoration of the Magi.,o
12327641,Penitential psalms and litany.,5,"Binding: 16th-century English blind-stamped calf, with panels of heads in medallions, rebacked.",o
12327813,Wild flowers worth notice : in memory of Miss Rowe of Liverpool.,1,"Each of the eight packets contains four sheets of drawings, treating a single species of plant. Some of the drawings also incorporate cut-paper elements. Bonnell identifies five of the species, as follows: Equisetaceae (Horsetail); Ulmaceae; Polypodiaceae; Myricaceae (Bayberry); Hydrocharitaceae. One of the three unidentified species may be dandelion.",o
12327813,Wild flowers worth notice : in memory of Miss Rowe of Liverpool.,2,"""I would like to say thanks to Elisabeth Fairman, Senior Curator of Rare Books and Manuscripts, Yale Center for British Art, for the unique opportunity to respond to Miss Rowe's 1961 Herbarium held in their collection; Graham Bignell, New North Press, for hand set typography and printing; Elizabeth Neville for making the box. Mandy Bonnell, 2014.""--Colophon.",o
12327813,Wild flowers worth notice : in memory of Miss Rowe of Liverpool.,3,Unique copy.,o
12327813,Wild flowers worth notice : in memory of Miss Rowe of Liverpool.,4,"Includes two printed sheets, bearing the title and the colophon.",o
12327813,Wild flowers worth notice : in memory of Miss Rowe of Liverpool.,5,"Housed in a cloth covered box, the top cover of which is illustrated by Bonnell.",o
12329041,Processional : use of Sarum.,1,"Ownership inscription for the parish church of St. Mary, Redgrave, Suffolk: ""Iste liber constat de Redgrave"" in a fifteenth-century hand.",o
12329041,Processional : use of Sarum.,2,"Anathema in Middle English verse on the verso of the second flyleaf: ""This bok is on and goddys crus ys anodur/He that stel the ton mot haue the todyr"" in a fifteenth-century hand.",o
12329041,Processional : use of Sarum.,3,Numerous other early ownership inscriptions and pen trials on front flyleaves.,o
12329041,Processional : use of Sarum.,4,"Annotation on verso of nineteenth-century endpaper, in pencil, identifying the text as a ""Sarum Processional,"" dated 1847.",o
12329041,Processional : use of Sarum.,5,"Layout: single columns, mostly of 23 lines.",o
12329041,Processional : use of Sarum.,6,Script: gothic script.,o
12329041,Processional : use of Sarum.,7,"Decoration: musical notation on 4-line staves, red and blue penwork initials, rubrics, and blue paragraph marks. Numerous initials in brown ink, some decorated with faces and grotesques.",o
12329041,Processional : use of Sarum.,8,"Binding: nineteenth-century black morocco, gilt; marbled endpapers. JHS monogram framing cross centered on both covers. Title in gilt on black leather tag on spine.",o
12329381,Bible (Proverbs to Apocalypse).,1,"With an Oxford pledge note for the Selton Loan Chest dated 1469 and the mark of the stationer John More. There is also a note by M. Paris, possibly Master Thomas Paris of Oriel College.",o
12329381,Bible (Proverbs to Apocalypse).,2,Layout: double columns of 49 lines.,o
12329381,Bible (Proverbs to Apocalypse).,3,Script: small gothic script.,o
12329381,Bible (Proverbs to Apocalypse).,4,Decoration: red and blue penwork initials.,o
12329381,Bible (Proverbs to Apocalypse).,5,Binding: modern goatskin.,o
12329442,Fragmentum hoc ad leges Alfredi pertinens....,1,"Collation note in Latin dated September 4, 1714 bears the initials G.E. (Gulielmus--William--Elstob) and E.E. (Elizabeth Elstob).",o
12329442,Fragmentum hoc ad leges Alfredi pertinens....,2,This manuscript was probably part of William Elstob's projected editon of Anglo-Saxon legal manuscripts.,o
12330584,"Harriet B. Sanders World War I scrapbook, 1918-1926 (bulk 1918-1919).",1,"Stamp on front cover: Harriet B. Sanders, American Red Cross, France.",o
12336788,"Diary, 1818 December 8-1820 July 8.",1,"Binding: bound in contemporary printed blue (""sugar paper"") wrappers.",o
12337989,"Epistolae : no. 106, sec. 59-67.",1,Front flyleaf contains provenance annotation in pencil in the hand of Sir Thomas Phillipps.,o
12337989,"Epistolae : no. 106, sec. 59-67.",2,"Layout: double columns, originally of 30 lines (now 28).",o
12337989,"Epistolae : no. 106, sec. 59-67.",3,Script: Caroline minuscule (Turonian script).,o
12337989,"Epistolae : no. 106, sec. 59-67.",4,Binding: Middle Hill boards.,o
12337989,"Epistolae : no. 106, sec. 59-67.",5,Bound with: 5 leaves of a 13th-century manuscript of Averroes' commentary on Aristotle's Ethics.,o
12339739,"Philosophia rationalis, 1739-1740.",1,"Bound with: Sodales Mariani apud PP. Societatis Jesu in collegio Aquicinctino. Duaci: apud Albertum Tossanus, ex Typographia Belleriana, sub signo Circini Aurei. Anno M.DCC.XXXIX. 7 p.",o
12339739,"Philosophia rationalis, 1739-1740.",2,"Bound with: three printed broadside advertisements of these public disputations, 1740 and undated (two are trimmed). Apparently all by the same printer, whose information appears in the untrimmed broadside: Duaci: apud Albertum Tossanus, ex Typographia Belleriana, sub signo Circini Aurei. Anno 1740.",o
12339739,"Philosophia rationalis, 1739-1740.",3,Binding: late eighteenth-century full polished calf; compartmented and gilt spine; spine tag in gilt on red leather.,o
12345266,Pontifical (fragment).,1,Text on recto: ...am. R. Et clamor meus ad te veniat V. Dominus vobiscum. R. Et cum spiritu tuo. Oratio. Aures tue pietatis mitissime ... Alia. Oratio. Ure igne sancti spiritus renes nostros & cor nostru[m] domine: ut tibi casto corpore ser...,o
12345266,Pontifical (fragment).,2,Text on verso: ...viamus & mundo corde placeamus Alia Oratio. Mentes nostras quesumus domine paraclitus qui a te procedit illuminet ... Alia Oratio. Conscientias nostras quesumus domine visitando purifica: ut veniens dominus n[oste]r...,o
12345266,Pontifical (fragment).,3,"Written area 138 x 82 mm. Single column of 21 lines. Foliated ""viii"" in red in the upper right-hand corner.",o
12345266,Pontifical (fragment).,4,"Written in a humanist script influenced by roman typeface. In his commentary on the Lessing J. Rosenwald Collection's Horae Beatae Mariae ad usum Romanum (Octavo Editions, 1999), Christopher de Hamel notes that this script is associated on “very little evidence” with Geoffroy Tory (c.1480-c.1533), printer to King Francis I of France. The script occurs in manuscripts from the centers of court patronage in northern France.",o
12345266,Pontifical (fragment).,5,"Decorated with seven two-line initials, on alternating blue and gold grounds. The initials on blue grounds are gold and the blue grounds are highlighted with white penwork. Three of the initials on gold grounds are blue and one is white. Gold grounds are decorated either with white flourishes or with foliage and berries. There are also six one-line paraphs and one one-line initial, in alternating gold and white. The gold initials are on blue grounds, highlighted in white penwork, and the white initials are on gold grounds decorated with black dots and white pearls. Headings are rubricated. The line-fillers alternate between gold branches and gold boxes filled with buds and white flourishes. The leaf has gilding on the fore- and top-edges.",o
12345266,Pontifical (fragment).,6,"This leaf may be from the same manuscript as the leaves from an untraced Pontifical sold by King Alfred's Notebook in 2014 as items 1B and 49 in the catalogue Enchiridion 19: Medieval Fragments for University Teaching & Research. According to Scott Gwara, those leaves once belonged to Otto F. Ege (1888-1951), the manuscript and book collector famous for cutting leaves out of his manuscripts to sell them individually.",o
12345266,Pontifical (fragment).,7,"The same sequence of prayer appears in a series of instructions for prayers before mass at ff.32v-33v in the Pontifical of Yves de Mayeuc (Rennes, Bibliothèque de Rennes Métropole MS 1278), which is written in a very similar hand. It also appears in two Parisian printed missals considered in Robert Lippe, Missale Romanum Mediolani, 1474: a collation with other editions printed before 1570 (London: Henry Bradshaw Society, 1899-1907) vol. II, 378-9, one printed in 1530 by Fr. Regnault, the other in 1540 by vidua Th. Kerver.",o
12345979,"Perpetual bond and talon, 1648-2003.",1,Paper seal in upper left corner of bond.,o
12346613,"Edward, Edward, 1763.",1,Accompanied by a copy of the Bonhams catalog description.,o
12346613,"Edward, Edward, 1763.",2,Annotated in pencil on manuscript guard in a nineteenth-century hand: Ld. Hailes.,o
12346613,"Edward, Edward, 1763.",3,"First line: What does your brand sae bludy, Edward, Edward?",o
12347522,The First [... fourth] booke of architecture.,1,"Comprises 185 pages of text, 82 pages of drawings.",o
12347522,The First [... fourth] booke of architecture.,2,"Binding: 18th or 19th century full calf, with leather title label reading ""Palladio's Architectur .MS."" on spine.",o
12347522,The First [... fourth] booke of architecture.,3,Contact the Curator of Rare Books and Manuscripts for additional information on: details of the text present in the manuscript; watermarks used throughout the volume; a complete correspondence between illustrations in the 1570 edition of the text and those in the manuscript.,o
12348704,"Map of Fort Gibson Reserve, Creek Nation, [circa 1835].",1,"Title on verso: A Map of Fort Gibson Reserve, C. Nation",o
12348877,"Notes relating to finances of Gallatin County, Montana Territory, 1881.",1,"""Devoted to the Development of Eastern Montana and the Encouragement of all Industrial Pursuits.""",o
12349168,Ordinary of arms : Thomas Jenyns book.,1,Autograph and notes by Sir Syndey Cockerell on front flyleaf; autograph of Brian S. Cron on front flyleaf.,o
12349168,Ordinary of arms : Thomas Jenyns book.,2,"Layout: coats of arms arranged in three rows of four on each page, with descriptive notes above each.",o
12349168,Ordinary of arms : Thomas Jenyns book.,3,Script: cursive bookhand.,o
12349168,Ordinary of arms : Thomas Jenyns book.,4,Decoration: coats of arms in full color; some initials in red or blue.,o
12349168,Ordinary of arms : Thomas Jenyns book.,5,Binding: contemporary binding of reversed white leather over wooden boards.,o
12350001,"Lancelot du Lac : Part I, sections A and B.",1,Layout: double columns of 50-53 lines.,o
12350001,"Lancelot du Lac : Part I, sections A and B.",2,Script: gothic (multiple scribes).,o
12350001,"Lancelot du Lac : Part I, sections A and B.",3,Decoration: large historiated initial at the opening of each section; smaller initials in red and blue penwork.,o
12350001,"Lancelot du Lac : Part I, sections A and B.",4,Binding: early nineteenth-century? red silk velvet binding; gilt decoration on spine. Gilt leather spine tag: Lancelot du Lac. M S.,o
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,1,Title of Aṭbāq al-dhahab from folio 1a.,o
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,2,Title of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab from reference sources.,o
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,3,"Incipit of Aṭbāq al-dhahab: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. Allāhumma innā naḥmaduka ʻalá mā asbalta min shaʼābīb karamik wa-sabbalta min jalābīb niʻamik wa-nashkuruka ʻalá mā afadta min kalimātika al-tāmmah wa-afdta min hibātika al-ʻāmmah wa-afḍta min ladhādhāt maʻrifatika wa-nafaḍta min radhādhāt ʻārifatika wa-nuthnī ʻalayka bi-mā asalta min ḍaḥḍāḥ al-ʻulūm wa-ghasalta ʻannā min awḍāḥ al-luʼm wa-kaḥaltanā bi-burūd yaqīnika wa-naḥaltanā min jūd yamīnika shukran yamlaʼu khāṣirat al-majhūd wa-ḥamdan yalīqu bi-al-ḥāmid dūna al-maḥmūd ...""",o
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,4,"Secundo folio of Aṭbāq al-dhahab: al-shahawāt, wa-arshidnā fī ghayāhib al-shubuhāt.",o
12350696,880-03 Aṭbāq al-dhahab / Sharaf al-Dīn ʻAbd al-Muʼmin ibn Hibat Allāh al-Maghribī al-Iṣfahānī.,5,"Incipit of Aṭwāq al-dhahab fī al-mawāʻiẓ wa-al-khuṭab: ""Bismillāh al-Raḥmān al-Raḥīm. Allāhumma innī aḥmaduka ʻalá mā anzalta ilayya min niʻmatik wa-mā azalta ʻannī min niqmatik ʻalá annī lam akun ahlan lil-ūlá wa-kuntu bi-al-thāniyah awlá lawlā faḍlun minka sābiq ḥamd al-ḥāmid warāʼahu yuqṭaf wa-in aʻnaqa fa-ka-annahu maṣfūd yursaf ...""",o
