bib_id,title,note_num,note_text,note_type,record_total_notes,o_count,w_count,a_count,aw_count,ow_count,ao_count,unknown_count,source
3486574,al-Qusṭās fī al-ʻarūḍ. -- [16--?].,2,With: 8 other titles.,o,2,2,0,0,0,0,0,0,will
3486579,ʻArūḍ al-qusṭās al-ʻAjamī. -- [15--?].,1,"Islamic binding, paper covered, flap missing.",o,2,2,0,0,0,0,0,0,will
3486579,ʻArūḍ al-qusṭās al-ʻAjamī. -- [15--?].,2,With: 8 other titles.,o,2,2,0,0,0,0,0,0,will
3486585,Mā lā yasaʻu al-ṭabīb jahluh / [Yūsuf ibn Ismāʻīl ibn al-Kutubī]. -- 1588.,1,"Small, scholarly naskhī.",o,2,2,0,0,0,0,0,0,will
3486585,Mā lā yasaʻu al-ṭabīb jahluh / [Yūsuf ibn Ismāʻīl ibn al-Kutubī]. -- 1588.,2,"Islamic binding, paper covered, with flap.",o,2,2,0,0,0,0,0,0,will
3486593,Miṣbāḥ fī sharḥ al-Miftāḥ / al-Sayyid al-Sharīf al-Jurjānī. -- 1437.,1,"Hasty, slanted naskhī.",o,1,1,0,0,0,0,0,0,will
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,1,Large naskhī or thuluth.,o,3,3,0,0,0,0,0,0,will
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,2,"Large decorative headings in black, gold, red and white.",o,3,3,0,0,0,0,0,0,will
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,3,"Islamic binding, in brown, with flap detached.",o,3,3,0,0,0,0,0,0,will
3486631,"Letters from a forty-niner / by Charles T. Harlan, transcribed and edited by Eugene C. Baker ca. 1943.",1,"The original letters were the property of Mrs. Eugene C. Barker, the grand-niece of Julia Le Grand. Mrs. Barker deposited the letters with the University of Texas Library at Austin sometime in the 1940s.",o,1,1,0,0,0,0,0,0,will
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,2,Medium naskhī.,o,4,3,1,0,0,0,0,0,will
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,3,"Islamic binding, in brown, flap missing.",o,4,3,1,0,0,0,0,0,will
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,4,Acephalous. First folio in a later hand.,o,4,3,1,0,0,0,0,0,will
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,1,Medium-sized hasty naskhī.,o,4,4,0,0,0,0,0,0,will
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,2,Marginalia.,o,4,4,0,0,0,0,0,0,will
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,3,"Islamic binding, in brown, with flap.",o,4,4,0,0,0,0,0,0,will
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,4,"Preceded by a colophon of al-Risālah al-ʻAḍudīyah, dated A.H. 1064.",o,4,4,0,0,0,0,0,0,will
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,1,Medium-sized naskhī.,o,4,4,0,0,0,0,0,0,will
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,2,Some simple charts and graphs.,o,4,4,0,0,0,0,0,0,will
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,3,"Islamic binding, in brown, with flap.",o,4,4,0,0,0,0,0,0,will
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,4,Occasional marginalia.,o,4,4,0,0,0,0,0,0,will
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,1,"Large, sparingly-dotted old naskhī.",o,3,3,0,0,0,0,0,0,will
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,2,"Islamic binding, paper covered, with flap.",o,3,3,0,0,0,0,0,0,will
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,3,Marginalia.,o,3,3,0,0,0,0,0,0,will
3486680,Fatḥ al-mughīth bi-sharḥ alfīyat al-ḥadīth / Abū al-Faḍl ʻAbd al-Raḥīm ibn al-Ḥusayn al-ʻIrāqī. -- 1443.,2,Several hands; those in the beginning are more modern.,o,3,2,1,0,0,0,0,0,will
3486680,Fatḥ al-mughīth bi-sharḥ alfīyat al-ḥadīth / Abū al-Faḍl ʻAbd al-Raḥīm ibn al-Ḥusayn al-ʻIrāqī. -- 1443.,3,Some marginalia.,o,3,2,1,0,0,0,0,0,will
3486689,Nihāyat al-kifāyah / Tāj al-Sharīʻah. -- 1325.,1,Hasty medium-sized naskhī.,o,1,1,0,0,0,0,0,0,will
3487744,[al-ʻArūḍ al-Andalusī]. -- [16--?].,1,"Islamic binding, paper covered, flap missing.",o,2,2,0,0,0,0,0,0,will
3487744,[al-ʻArūḍ al-Andalusī]. -- [16--?].,2,With: 8 other titles.,o,2,2,0,0,0,0,0,0,will
3487750,Inshāʾ / Rashīd al-Dīn Vaṭvāṭ.,1,"Islamic binding, paper covered, with flap.",o,2,2,0,0,0,0,0,0,will
3487750,Inshāʾ / Rashīd al-Dīn Vaṭvāṭ.,2,With: 8 other titles.,o,2,2,0,0,0,0,0,0,will
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,1,"Small, bold cursive naskhī.",o,3,3,0,0,0,0,0,0,will
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,2,Charts.,o,3,3,0,0,0,0,0,0,will
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,3,Lacks leaves 71-80.,o,3,3,0,0,0,0,0,0,will
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,1,"Islamic binding, in brown, flap missing.",o,3,3,0,0,0,0,0,0,will
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,2,Leaves 138-139 appear to be notes or commentary in Turkish and Arabic.,o,3,3,0,0,0,0,0,0,will
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,3,With: 2 other titles.,o,3,3,0,0,0,0,0,0,will
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,1,Diagrams.,o,3,3,0,0,0,0,0,0,will
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,2,Extensive marginalia in the first two-thirds of the text.,o,3,3,0,0,0,0,0,0,will
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,3,With: 1 other title.,o,3,3,0,0,0,0,0,0,will
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,1,Colored ʻunwān.,o,3,3,0,0,0,0,0,0,will
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,2,"Islamic binding, in burgundy, with flap.",o,3,3,0,0,0,0,0,0,will
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,3,Marginalia and inserts.,o,3,3,0,0,0,0,0,0,will
3487841,Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ. -- [16--].,1,"Islamic binding, in black, with flap.",o,2,2,0,0,0,0,0,0,will
3487841,Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ. -- [16--].,2,Massive marginalia.,o,2,2,0,0,0,0,0,0,will
3487857,al-Ṭarīqah al-Muḥammadīyah wa-al-sīrah al-Aḥmadīyah. -- [17--].,1,"Islamic binding, covered in blue fabric, with flap.",o,2,2,0,0,0,0,0,0,will
3487857,al-Ṭarīqah al-Muḥammadīyah wa-al-sīrah al-Aḥmadīyah. -- [17--].,2,With: 2 other titles.,o,2,2,0,0,0,0,0,0,will
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,1,Title in manuscript: al-Fawāʾid al-wāfiyah bi-ḥall mushkilāt al-Kāfiyah.,o,3,3,0,0,0,0,0,0,will
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,2,"Islamic binding, in brown with green paper, with flap.",o,3,3,0,0,0,0,0,0,will
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,3,Some marginalia.,o,3,3,0,0,0,0,0,0,will
3487872,Kitāb al-taʻrīfāt. -- 1622.,1,"Islamic binding, in brown, flap missing.",o,2,2,0,0,0,0,0,0,will
3487872,Kitāb al-taʻrīfāt. -- 1622.,2,Some marginalia.,o,2,2,0,0,0,0,0,0,will
3487890,Durr-i maknūn. -- [17--?].,2,"Islamic binding, in brown, flap missing.",o,4,3,0,1,0,0,0,0,will
3487890,Durr-i maknūn. -- [17--?].,3,2 pages of notes in Arabic and Turkish precede the text.,o,4,3,0,1,0,0,0,0,will
3487890,Durr-i maknūn. -- [17--?].,4,With: 2 other titles.,o,4,3,0,1,0,0,0,0,will
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,2,"Islamic binding, covered in red fabric, with flap.",o,3,2,0,1,0,0,0,0,will
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,3,With: 4 other titles.,o,3,2,0,1,0,0,0,0,will
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,1,"Islamic binding, in black, with flap.",o,4,4,0,0,0,0,0,0,will
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,2,Marginalia.,o,4,4,0,0,0,0,0,0,will
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,3,With: 2 other titles.,o,4,4,0,0,0,0,0,0,will
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,4,No. 1 of 3 items bound together.,o,4,4,0,0,0,0,0,0,will
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,1,"Islamic binding, in black, with flap.",o,3,3,0,0,0,0,0,0,will
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,2,With: 2 other titles.,o,3,3,0,0,0,0,0,0,will
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,3,No. 3 of 3 items bound together.,o,3,3,0,0,0,0,0,0,will
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,2,Laid-in and tipped-in: a few leaves of notations.,o,4,3,0,1,0,0,0,0,will
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,3,With: 1 other title.,o,4,3,0,1,0,0,0,0,will
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,4,No. 1 of 2 items bound together.,o,4,3,0,1,0,0,0,0,will
3487944,Qawāʻid fī maʻrifat samt al-qiblah wa-al-awqāt bi-aqrab al-ṭuruq wa-asʹhal al-ālāt wa-huwa al-rubʻ al-mashhūr bi-al-muqanṭarāt. -- [17--].,1,With: 6 other titles.,o,1,1,0,0,0,0,0,0,will
3487952,[Risale-yi] zat al-kyursî. -- [17--].,2,With: 6 other titles.,o,2,1,0,1,0,0,0,0,will
3487959,Fatāwá : al-jild al-thānī. -- [1446 or 7].,1,Date (A.H. 850) supplied in a modern hand inside front cover.,o,1,1,0,0,0,0,0,0,will
3487965,al-Ḥirz al-thamīn lil-Ḥiṣn al-ḥaṣīn / ʻAlī ibn Sulṭān Muḥammad al-Harawī. -- 1599 or 1600.,1,"Small, multicolored ʻunwān.",o,1,1,0,0,0,0,0,0,will
3487970,Kitāb al-shamāʾil. -- 1801 or 2.,1,Variant title in manuscript: Shamāʾil al-Nabī.,o,2,2,0,0,0,0,0,0,will
3487970,Kitāb al-shamāʾil. -- 1801 or 2.,2,"Considerable marginalia, especially in the beginning.",o,2,2,0,0,0,0,0,0,will
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,1,Large calligraphic naskhī.,o,4,4,0,0,0,0,0,0,will
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,2,Some circle drawings.,o,4,4,0,0,0,0,0,0,will
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,3,"Islamic binding, paper covered, flap missing.",o,4,4,0,0,0,0,0,0,will
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,4,With: 8 other titles.,o,4,4,0,0,0,0,0,0,will
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,2,"The title in the manuscript continues: wa-Kitāb al-badīʻ. This work, by al-Zawāwī, is not included in the manuscript.",o,6,5,1,0,0,0,0,0,will
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,3,Large naskhī.,o,6,5,1,0,0,0,0,0,will
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,4,Marginal and interlinear notations.,o,6,5,1,0,0,0,0,0,will
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,5,"Islamic binding, paper covered, flap missing.",o,6,5,1,0,0,0,0,0,will
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,6,With: 8 other titles.,o,6,5,1,0,0,0,0,0,will
3487985,al-Qaṣīd al-jalīl fī ʻilm al-Khalīl / naẓm ... Abī ʻAmr ʻUthmān ibn Abī Bakr al-maʻrūf bi-Ibn al-Ḥājib al-Mālikī al-Maghribī. -- 1454.,2,Large naskhī.,o,4,3,1,0,0,0,0,0,will
3487985,al-Qaṣīd al-jalīl fī ʻilm al-Khalīl / naẓm ... Abī ʻAmr ʻUthmān ibn Abī Bakr al-maʻrūf bi-Ibn al-Ḥājib al-Mālikī al-Maghribī. -- 1454.,3,"Islamic binding, paper covered, flap missing.",o,4,3,1,0,0,0,0,0,will
3487985,al-Qaṣīd al-jalīl fī ʻilm al-Khalīl / naẓm ... Abī ʻAmr ʻUthmān ibn Abī Bakr al-maʻrūf bi-Ibn al-Ḥājib al-Mālikī al-Maghribī. -- 1454.,4,With: 8 other titles.,o,4,3,1,0,0,0,0,0,will
3491683,Mukhtaṣar ghunyat al-mutamallī. -- 1739.,1,Colored ʻunwān.,o,5,5,0,0,0,0,0,0,will
3491683,Mukhtaṣar ghunyat al-mutamallī. -- 1739.,2,"Islamic binding, in blue cloth, with flap.",o,5,5,0,0,0,0,0,0,will
3491683,Mukhtaṣar ghunyat al-mutamallī. -- 1739.,3,Preceded by 4 leaves of varia and a table of contents.,o,5,5,0,0,0,0,0,0,will
3491683,Mukhtaṣar ghunyat al-mutamallī. -- 1739.,4,"Considerable marginalia, especially in the beginning.",o,5,5,0,0,0,0,0,0,will
3491683,Mukhtaṣar ghunyat al-mutamallī. -- 1739.,5,Laid-in: a few leaves of notations.,o,5,5,0,0,0,0,0,0,will
3491694,Fatāwá al-nawāzil / Abū al-Layth. -- [16--].,1,Various hands.,o,1,1,0,0,0,0,0,0,will
3491710,Talwīḥ ilá kashf ḥaqāʾiq al-Tanqīḥ. -- 1567.,1,Small hasty naskhī.,o,3,3,0,0,0,0,0,0,will
3491710,Talwīḥ ilá kashf ḥaqāʾiq al-Tanqīḥ. -- 1567.,2,"Islamic binding, paper-covered, with flap.",o,3,3,0,0,0,0,0,0,will
3491710,Talwīḥ ilá kashf ḥaqāʾiq al-Tanqīḥ. -- 1567.,3,Considerable marginalia in the beginning.,o,3,3,0,0,0,0,0,0,will
3491719,Jāmiʻ al-fuṣūlayn / Maḥmūd ibn Isrāʾil al-shahīr bi-Ibn Qāḍī Simāwnah. -- [15-- or 16--].,1,Hasty naskhī.,o,3,3,0,0,0,0,0,0,will
3491719,Jāmiʻ al-fuṣūlayn / Maḥmūd ibn Isrāʾil al-shahīr bi-Ibn Qāḍī Simāwnah. -- [15-- or 16--].,2,Scattered marginalia.,o,3,3,0,0,0,0,0,0,will
3491719,Jāmiʻ al-fuṣūlayn / Maḥmūd ibn Isrāʾil al-shahīr bi-Ibn Qāḍī Simāwnah. -- [15-- or 16--].,3,Laid-in: several leaves which do not seem to belong to the text.,o,3,3,0,0,0,0,0,0,will
3491727,Durar al-ḥukkām fī [sharḥ] Ghurar al-aḥkām. -- 1781.,1,Medium-sized naskhī.,o,3,3,0,0,0,0,0,0,will
3491727,Durar al-ḥukkām fī [sharḥ] Ghurar al-aḥkām. -- 1781.,2,"Islamic binding, in brown, with flap.",o,3,3,0,0,0,0,0,0,will
3491727,Durar al-ḥukkām fī [sharḥ] Ghurar al-aḥkām. -- 1781.,3,Sporadic marginalia.,o,3,3,0,0,0,0,0,0,will
3491739,[Sharḥ Mukhtaṣar al-Muntahá]. -- [16--?].,1,Leaves 1 verso and 2 recto illuminated.,o,2,2,0,0,0,0,0,0,will
3491739,[Sharḥ Mukhtaṣar al-Muntahá]. -- [16--?].,2,"Islamic binding, in burgundy, with flap.",o,2,2,0,0,0,0,0,0,will
3491746,Kitāb al-ashbāh wa-al-naẓāʾir [al-fiqhīyah ʻalá madhhab al-Ḥanafīyah]. -- 1577.,1,Illuminated ʻunwān.,o,3,3,0,0,0,0,0,0,will
3491746,Kitāb al-ashbāh wa-al-naẓāʾir [al-fiqhīyah ʻalá madhhab al-Ḥanafīyah]. -- 1577.,2,Small naskhī.,o,3,3,0,0,0,0,0,0,will
3491746,Kitāb al-ashbāh wa-al-naẓāʾir [al-fiqhīyah ʻalá madhhab al-Ḥanafīyah]. -- 1577.,3,Substantial marginalia.,o,3,3,0,0,0,0,0,0,will
3491752,Sharḥ Ṭawāliʻ / li-Iṣfahānī. -- 1452.,1,Title taken from fly-leaf.,o,5,4,1,0,0,0,0,0,will
3491752,Sharḥ Ṭawāliʻ / li-Iṣfahānī. -- 1452.,3,Small nastaʻlīq.,o,5,4,1,0,0,0,0,0,will
3491752,Sharḥ Ṭawāliʻ / li-Iṣfahānī. -- 1452.,4,"Islamic binding, paper-covered, with flap.",o,5,4,1,0,0,0,0,0,will
3491752,Sharḥ Ṭawāliʻ / li-Iṣfahānī. -- 1452.,5,Considerable marginalia.,o,5,4,1,0,0,0,0,0,will
3491768,[Wiqāyat al-riwāyah fī masāʾil al-hidāyah]. -- 1470.,1,Large naskhī.,o,3,3,0,0,0,0,0,0,will
3491768,[Wiqāyat al-riwāyah fī masāʾil al-hidāyah]. -- 1470.,2,"Islamic binding, in brown, with flap.",o,3,3,0,0,0,0,0,0,will
3491768,[Wiqāyat al-riwāyah fī masāʾil al-hidāyah]. -- 1470.,3,Considerable marginalia and interlinear notation.,o,3,3,0,0,0,0,0,0,will
3491776,al-Tadhkirah fī kashf aḥwāl al-mawtā wa-umūr al-ākhirah / lil-Qurṭubī. -- 1715 or 1725.,2,Manuscript also gives title as: Kitāb al-tadhkirah bi-aḥwāl al-mawtā wa-umūr al-ākhirah.,o,3,2,0,1,0,0,0,0,will
3491776,al-Tadhkirah fī kashf aḥwāl al-mawtā wa-umūr al-ākhirah / lil-Qurṭubī. -- 1715 or 1725.,3,"Islamic binding, in burgundy, with flap.",o,3,2,0,1,0,0,0,0,will
3491779,Kitāb [al-]shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá / ʻIyāḍ ibn Mūsá al-Yaḥṣubī. -- 1825.,1,Illuminated ʻunwān.,o,4,4,0,0,0,0,0,0,will
3491779,Kitāb [al-]shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá / ʻIyāḍ ibn Mūsá al-Yaḥṣubī. -- 1825.,2,Calligraphic naskhī.,o,4,4,0,0,0,0,0,0,will
3491779,Kitāb [al-]shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá / ʻIyāḍ ibn Mūsá al-Yaḥṣubī. -- 1825.,3,Leaf-edges gilded.,o,4,4,0,0,0,0,0,0,will
3491779,Kitāb [al-]shifāʾ bi-taʻrīf ḥuqūq al-Muṣṭafá / ʻIyāḍ ibn Mūsá al-Yaḥṣubī. -- 1825.,4,"Islamic binding, in brown with gilt decoration, with flap.",o,4,4,0,0,0,0,0,0,will
3491788,[Sharḥ al-Shāfiyah]. -- 1556 or 7.,1,Small naskhī.,o,2,2,0,0,0,0,0,0,will
3491788,[Sharḥ al-Shāfiyah]. -- 1556 or 7.,2,Marginalia.,o,2,2,0,0,0,0,0,0,will
3491790,Qurrat al-ʻayn fī al-fatḥ wa-al-imālah wa-bayna al-lafẓayn / Abū al-Baqāʼ ʻAlī ibn ʻUthmān ibn Muḥammad ibn al-Ḥusayn al-Qāṣiḥ al-ʻUdhrī. -- [16-- or 17--].,1,Large naskhī in black and red.,o,1,1,0,0,0,0,0,0,will
3491800,[al-Durrah al-muḍīʾah fī qirāʾāt al-aʾimmah al-thalāthah al-marḍīyah]. -- 1704.,1,Large naskhī.,o,3,3,0,0,0,0,0,0,will
3491800,[al-Durrah al-muḍīʾah fī qirāʾāt al-aʾimmah al-thalāthah al-marḍīyah]. -- 1704.,2,"Islamic binding, in brown, with flap.",o,3,3,0,0,0,0,0,0,will
3491800,[al-Durrah al-muḍīʾah fī qirāʾāt al-aʾimmah al-thalāthah al-marḍīyah]. -- 1704.,3,With: 3 other titles.,o,3,3,0,0,0,0,0,0,will
3491808,Ḥirz al-amānī wa-wajh al-tahānī / Abū al-Qāsim ibn Firruh ibn Aḥmad al-Ruʻaynī al-Shāṭibī. -- [14--?].,1,"Islamic binding, in brown, with flap.",o,2,2,0,0,0,0,0,0,will
3491808,Ḥirz al-amānī wa-wajh al-tahānī / Abū al-Qāsim ibn Firruh ibn Aḥmad al-Ruʻaynī al-Shāṭibī. -- [14--?].,2,With: 3 other titles.,o,2,2,0,0,0,0,0,0,will
3491817,Taṣwīr makhārij al-ḥurūf / li-ṣāḥib al-Miftāḥ. -- [ca. 1704].,3,Diagram.,o,5,3,1,1,0,0,0,0,will
3491817,Taṣwīr makhārij al-ḥurūf / li-ṣāḥib al-Miftāḥ. -- [ca. 1704].,4,"Islamic binding, in brown, with flap.",o,5,3,1,1,0,0,0,0,will
3491817,Taṣwīr makhārij al-ḥurūf / li-ṣāḥib al-Miftāḥ. -- [ca. 1704].,5,With: 3 other titles.,o,5,3,1,1,0,0,0,0,will
3491827,Fawāʾid al-Ḍiyāʾīyah / ʻAbd al-Raḥmān al-Jāmī. -- 1492.,1,Minute nastaʻlīq.,o,4,4,0,0,0,0,0,0,will
3491827,Fawāʾid al-Ḍiyāʾīyah / ʻAbd al-Raḥmān al-Jāmī. -- 1492.,2,Small multi-colored ʻunwān.,o,4,4,0,0,0,0,0,0,will
3491827,Fawāʾid al-Ḍiyāʾīyah / ʻAbd al-Raḥmān al-Jāmī. -- 1492.,3,"Islamic binding, in brown with gilt decoration, with flap.",o,4,4,0,0,0,0,0,0,will
3491827,Fawāʾid al-Ḍiyāʾīyah / ʻAbd al-Raḥmān al-Jāmī. -- 1492.,4,"Substantial marginalia, including interlinear notations and notes tipped-in.",o,4,4,0,0,0,0,0,0,will
3491834,[Ḥāshiyah ʻalá al-Sharḥ al-Masʻūdī]. -- 1553.,1,"Islamic binding, paper-covered, with flap.",o,2,2,0,0,0,0,0,0,will
3491834,[Ḥāshiyah ʻalá al-Sharḥ al-Masʻūdī]. -- 1553.,2,With: 3 other titles.,o,2,2,0,0,0,0,0,0,will
3491840,[Ḥashiyah ʻalá al-Sharḥ al-Masʻūdī]. -- [15--].,1,"Islamic binding, paper-covered, with flap.",o,2,2,0,0,0,0,0,0,will
3491840,[Ḥashiyah ʻalá al-Sharḥ al-Masʻūdī]. -- [15--].,2,With: 3 other titles.,o,2,2,0,0,0,0,0,0,will
3491845,Ḥāshiyah. -- 1548 or 9.,2,"Islamic binding, paper-covered, with flap.",o,4,3,0,1,0,0,0,0,will
3491845,Ḥāshiyah. -- 1548 or 9.,3,Heavy marginalia.,o,4,3,0,1,0,0,0,0,will
3491845,Ḥāshiyah. -- 1548 or 9.,4,With: 3 other titles.,o,4,3,0,1,0,0,0,0,will
3491851,al-Shirwānī : awrāq mushtamilah ʻalá bayān al-maḥdhūrāt al-madhkūrah. -- [16--].,1,With: 3 other titles.,o,1,1,0,0,0,0,0,0,will
3491858,Risālah fī taḥqīq madhhab al-ṣūfīyah. -- 1585.,2,Unbound.,o,4,3,1,0,0,0,0,0,will
3491858,Risālah fī taḥqīq madhhab al-ṣūfīyah. -- 1585.,3,Laid-in: one leaf by a different hand.,o,4,3,1,0,0,0,0,0,will
3491858,Risālah fī taḥqīq madhhab al-ṣūfīyah. -- 1585.,4,With: 5 other titles.,o,4,3,1,0,0,0,0,0,will
3491864,Fāʻidah [sic]. -- 1647.,1,Medium naskhī.,o,3,3,0,0,0,0,0,0,will
3491864,Fāʻidah [sic]. -- 1647.,2,Unbound.,o,3,3,0,0,0,0,0,0,will
3491864,Fāʻidah [sic]. -- 1647.,3,With: 5 other titles.,o,3,3,0,0,0,0,0,0,will
3491869,al-Tanbīhāt al-mūṣilah ilá al-tawḥīd. -- [16--].,1,Unbound.,o,2,2,0,0,0,0,0,0,will
