bib_id,title,note_num,note_text,note_type,record_total_notes,w_count,o_count,a_count,aw_count,ow_count,ao_count,unknown_count,source
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,12,"Translation of the colophon of ""al-Ṭibb al-jadīd al-kīmiyāʼī"": ""This is the end of what we selected and translated from the book of Senartus the Germanic [Daniel Sennert, 1572-1637], which is about the profession of medicine, and from Qarabādīn (Pharmaceutics) of Wāqirbūs [Wāqiryūs: Johann Jacob Wecker, 1528-1586] about the distillation of spirits and oils, by which the book is concluded. God is the one who guides to what is correct. To Him is the reference and returning. Praise be to God alone. May God pray on him who no prophet comes after him [Prophet Muḥammad]. Amen. Amen.""",w,14,8,2,2,0,2,0,0,martin
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,13,"Colophon of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": ""Wa-Allāh aʻlam. Wa-al-ḥamdu lillāh waḥdah. Wa-ṣallá Allāh ʻalá man lā nabī baʻdah. Wa-al-Ḥamdu lillāh Rabb al-ʻĀlamīn. H.""",w,14,8,2,2,0,2,0,0,martin
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,14,"Translation of the colophon of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": ""God is more knowledgeable. Praise be to God alone. May God pray on him who no prophet comes after him [Prophet Muḥammad]. Praise be to God Lord of the Universe. H.""",w,14,8,2,2,0,2,0,0,martin
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,3,"Incipit: The first leaf is missing. Starts with: ""... Abtadá [Abtadī], aw, ibtidāʼī, aw, uʼallifu, aw, taʼlīfī. Wa-ibtadaʼa bi-al-Basmalah taʼassiyan bi-al-Qurʼān al-ʻazīz, wa-imtithālan li-muqtaḍá qawlihi, ṣallá Allāh ʻalayhi wa-sallam, fīmā akhrajahu al-aʼimmah 'Kull amr dhī bāl lā bubdaʼu fīhi bi-bismillāh al-Raḥmān al-Raḥīm fa-huwa ajdham', ay, maqṭūʻ al-barakah, wa-fī riwāyah 'bi-ḥamd Allāh', rawāhu Abū Dāwūd wa-ghayruhu, wa-ḥassanahu Ibn al-Ṣalāḥ wa-ghayruhu ...""",w,9,4,2,2,0,1,0,0,martin
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,4,Secundo folio: alladhī ka-al-saḥāb wa-min bayānīyah.,w,9,4,2,2,0,1,0,0,martin
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,8,"Colophon: ""Tamma bi-ḥamd Allāh wa-ʻawnihi wa-ḥusn tawfīqih. Wa-al-ḥamdu lillāh Rabb al-ʻĀlamīn. Āmīn.""",w,9,4,2,2,0,1,0,0,martin
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,9,"Translation of the colophon: ""It is completed by the praise of God, His help and His abundant benevolence. Praise be to God Lord of the Universe.""",w,9,4,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi thiqatī. Naḥmaduka yā man afāḍa ʻalá riyāḍ ʻuqūlinā ghuyūth saḥāʼib al-taṣawwurāt wa-al-taṣdīqāt, wa-aṭlaʻa fī samāwāt baṣāʼirinā shumūs maʻrifat al-kullīyāt wa-al-juzʼīyāt. Wa-nashhadu an lā ilāha illā anta waḥdaka, lā sharīka lak, al-munʻim ʻalá ajnās al-makhlūqāt bi-anwāʻ al-hibāt. Wa-nashhadu anna Sayyidanā Muḥammadan ʻabduka wa-rasūluk al-mabʻūth bi-al-burhān al-wāḍiḥ wa-al-qawl al-shāriḥ wa-al-āyāt al-bayyināt, ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-aṣḥābihi mā tarannamat ashkāl al-ghuṣūn bi-anfās al-nasamāt, wa-afṣaḥa dhū manṭiq ʻammā fī khazāʼin ḍamīrihi min al-mukawwināt. Ammā baʻd, fa-yaqūlu rājī al-ghufrān Muḥammad ibn ʻAlī al-Ṣabbān, aḥsana Allāh ʻamalah wa-ballaghahu fī al-dārayn amalah: Lammā manna al-Mawlá al-laṭīf ʻalá hādhā al-ʻabd al-ḍaʻīf bi-qirāʼat al-Sharḥ al-ṣaghīr ʻalá al-Sullam li-Shaykhinā al-ruḥalah al-Ustādh al-Mullawī, ʻalá muʼallafihi wa-ʻalayhi ruḍwān al-Rabb al-akram, wa-bi-qrāʼī dhālika al-kitāb li-jamm ghafīr min maharat al-ṭullāb, wa-taḥaṣṣala minhā mā yassarahu Allāh taʻālá min taqrīrāt sharīfah wa-taḥqīqāt badīʻah munīfah wa-nikāt almaʻīyah wa-daqāʼiq lawdhaʻīyah naẓamtuhā fī silk al-taṣnīf wa-jaʻaltuhā ḥāshiyah ʻalá hādhā al-Sharḥ al-munīf ...""",w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,4,Secundo folio: wa-tasāhala fī mawāḍiʻ kathīrah.,w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,8,"On folio 1a: ""Ḥāshiyat al-Imām al-ʻālim al-ʻallāmah wa-al-ḥabr al-baḥr al-fahhāmah al-Shaykh al-Ṣabbān ʻalá Mullawī al-Sullam. Manṭiq.""",w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,9,"Author's colophon: ""Qāla muʼallifuhu: Tamma tabyīḍ hādhihi al-Ḥāshiyah ʻalá yad muʼallifihā al-faqīr ilá raḥmat Mawlāh, Muḥammad al-Ṣabbān, ʻāmalahu Allāh bi-al-ghufrān wa-al-iḥsān, wa-kāna tamām tabyīḍihā yawm al-Arbiʻāʼ li-arbaʻ layālin baqiyat min shahr Muḥarram al-ḥarām, ifttitāḥ sanat 1197, sabʻ wa-tisʻīn wa-miʼah wa-alf min al-Hijrah al-Nabawīyah, ʻalá ṣāḥibihā afḍal al-ṣalāh wa-atamm al-salām.""",w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,10,"Translation of the author's colophon: ""Its author said: The fair copy of this Gloss was completed by the hand of its author, the poor to the mercy of his Lord, Muḥammad al-Ṣabbān, may God bestow upon him forgiveness and favor, having been completed on Wednesday, four nights remaining from the month of Muḥarram, the beginning of the year 1197 of the Hijrah of the Prophet [1 January, 1783], may the best prayer and the most perfect peace be upon Him.""",w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,11,"Copyist's colophon: ""Wa-kāna al-farāgh min kitābatihā yawm al-Arbiʻāʼ ayḍan, baʻda al-ẓuhr, tāsiʻ ʻashar yawm maḍá min shahr Rabīʻ al-Thānī, ʻaqiba mawlid Sayyidinā al-Imām al-Ḥusayn, sanat 1225, khamsah wa-ʻishrīn wa-miʼatayn wa-alf, ʻalá yad kātibihā, bi-yadihi al-fāniyah, al-ʻabd al-faqīr al-muʻtarif bi-al-ʻajz wa-al-taqṣīr, al-rājī ʻafwa Rabbihi al-ʻAlī al-Bārī, ʻAlī ibn Muḥammad ibn Aḥmad al-Farghalī al-Anṣārī nasaban al-Khazrajī qabīlatan al-Shāfiʻī madhhaban al-Ṭahṭāʼī baladan al-Azʹharī iqāmatan, ghafara Allāh la-hu wa-li-wālidayhi wa-li-mashāyikhihi wa-li-muḥbbīhi wa-li-man naẓara fīhi wa-daʻā la-hu bi-al-maghfirah wa-al-raḥmah, wa-li-man wajada ʻayban wa-aṣlaḥahu. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-sallam.""",w,12,7,2,2,0,1,0,0,martin
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,12,"Translation of the copyist's colophon: ""It was copied also on Wednesday, in the afternoon, 19 days having passed from the month of Rabīʻ al-Thānī, after the birthday of our Master al-Imām al-Ḥusayn, in the year 1225 [of the Hijrah = 24 May, 1810], by the perishing hand of its copyist, the poor servant, who admits his inability and his insufficiency, he who hopes for the forgiveness of his Mighty Lord the Creator, ʻAlī ibn Muḥammad ibn Aḥmad al-Farghalī al-Anṣārī nasaban al-Khazrajī qabīlatan al-Shāfiʻī madhhaban al-Ṭahṭāʼī baladan al-Azʹharī iqāmatan, may God forgive him, his parents, his teachers, his loved ones, him who looks into it and invokes God to forgive him and have mercy upon him, and him who finds a blemish in it and corrects it. May God prey on our Master Muḥammad and grant him peace.""",w,12,7,2,2,0,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi nastaʻīn. Allāhumma lā sahl illā mā jaʻaltahu sahlan. al-Ḥamdu lillāh alladhī jaʻala qulūb al-ʻulamāʼ samāwāt tatajallá fīhā shumūs al-maʻārif, wa-wassaʻa dawāyir afhāmihim fa-awlajahum qibāb al-mukhaddarāt min ʻarāyis al-maʻānī wa-al-laṭāyif, wa-ḥabāhum bi-ḥadāyiq al-ʻuqūl fa-tanāwalū min thamarātihā, fa-aṣbaḥt āfāq ʻuqūlihim mushriqah bi-aqmār al-ʻulūm, fa-fāqū man ʻadāhum min al-wará, wa-istaqwaw ʻalá dhurá al-majd wa-ʻalaw ʻalá manābir al-ʻizz bimā sabaqa lahum fī al-Kitāb al-marqūm, fa-tāhū fī riḥāb al-ʻilm wa-ʻaraṣāt al-fahm ʻalá bisāṭ ḥujaj al-maʻqūl ...""",w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,4,Secundo folio: ṭalaban li-taḥqīq al-manqūl.,w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,8,"On folio 1a: ""Sharḥ al-Sullam lil-Akhḍarī. Sharḥ al-Sullam lil-Akhḍarī, raḥimahu Allāh taʻālá raḥmatan wāsiʻah. Āmīn.""",w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,9,"On folio 2a: ""Wa-baʻd, fa-lammā waḍaʻtu al-urjūzah al-musammāh bi-'al-Sullam al-murawnaq fī ʻilm al-manṭiq', wa-jāt [wa-jāʼat], bi-ḥamd Allāh, jumlatan [jumaluhu] kāfiyah, wa-li-maqāṣid <fī fann ʻilm> fannihā ḥāwiyah, rāwadanī baʻḍ al-ikhwān min al-ṭalabah, akramahum Allāh, al-marrah baʻda al-marrah, ʻalá an aḍaʻa ʻalyahā sharḥan mufīdan yabuththu mā inṭawat ʻalayhi min al-maʻānī, wa-yashīdu mā taqāṣara fīhā min al-mabānī, fa-ajabtuhu li-dhālika ṭalaban [ṭāliban] min Allāh ḥusn al-tawfīq ilá manābiʻ al-taḥqīq, wa-in kuntu lastu ahlan li-dhālik, wa-lākin ḥamalanī ʻalayhi tafāwulī. Wa-lam aḍaʻhu li-man huwa aʻlá minnī, bal li-amthālī min al-mubtadʼīn. Fa-Allāh Allāh, yā akhī al-iʻtidhār wa-tark al-iʻtirāḍ ʻalá al-muʼminīn, wa-iltamis al-ʻudhr li-akhīka al-muʼmin, wa-sāl [wa-sal] Allāh ilayhi fī al-duʻāʼ wa-li-wālidayya bi-al-maghfirah wa-al-raḥmah, raḥimaka Allāh taʻālá. Wa-Allāh walī al-tawfīq ...""",w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,10,"On folio 2b: The text of 'al-Sullam al-murawnaq fī ʻilm al-manṭiq' starts with: ""al-Ḥamdu lillāh alladhī qad akhraja // natāʼij al-fikr li-arbāb al-ḥijā ...""",w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,11,"Colophon: ""Tammat bi-ḥamd Allāh wa-ʻawnihi wa-ḥusn tawfīqih. Wa-kāna al-farāgh minhā [min] kitābat hādhā al-sharḥ al-ʻaẓīm yawm al-Ithnayn, khams ʻashar Shaʻbān al-mubārak, alladhī huwa min shuhūr sanat tisʻah wa-ʻishrīn wa-miʼatayn baʻda al-alf, ʻalá yad afqar al-ʻibād wa-aḥwajihā [wa-aḥwajihim] ilá Rabbihi al-Jawwād, Ibrāhīm Ḥasan Amīn al-Dīn, ʻafá Allāh ʻanhu, wa-ghafara la-hu wa-li-man daʻā la-hu bi-al-maghfirah. Āmīn.""",w,12,7,2,0,2,1,0,0,martin
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,12,"Translation of the colophon: ""It is completed by the praise of God, His help and His abundant benevolence. This great commentary was concluded on Monday, the fifteenth of blessed Shaʻbān, of the year 1229 [of the Hijrah = 2 August, 1814], by the hand of the poorest of mankind and the neediest to his Benevolent Lord, Ibrāhīm Ḥasan Amīn al-Dīn, may God pardon him and forgive him who offers and invocation for his forgiveness. Amen.""",w,12,7,2,0,2,1,0,0,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,4,"Incipit of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfīyah: ""Bismillāh al-Raḥmān al-Raḥīm. Wa-lil-shiʻr mīzānun yusammá ʻarūḍahu // bi-hā al-naqṣ wa-al-rujḥān yadrīhimā al-fatá. Wa-anwāʻuhu qul khamsataʻshara kulluhā // tuʼallafu min juzʼayni farʻayni lā siwá ...""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,5,Secundo folio of the al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qafīyah: Wa-qul watidun in zidta ḥarfan bilā imtirā.,w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,6,"Incipit of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī waḍaʻa ʻilm al-ʻarūḍ li-yuʻrafa bi-hi awzān al-manẓūm, wa-jaʻala afkāranā qāfiyah li-āthār al-ʻulamāʼ bi-al-manṭūq wa-al-mafhūm, wa-al-ṣalāh wa-al-salām ʻalá Sayyid al-Mursalīn wa-ʻalá ālihi wa-aṣḥābihi ajmaʻīn. Wa-baʻd, fa-hādhā sharḥ ʻalá al-Khazrajīyah al-manẓūmah ʻalá baḥr al-ṭawīl fī ʻilm al-ʻarūḍ wa-al-qawāfī, naẓm al-ʻallāmah Ḍiyāʼ al-Dīn Abī Muḥammad ʻAbd Allāh ibn Muḥammad al-Khazrajī al-Mālikī al-Andalusī, yaḥullu alfāẓahā wa-yubayyinu murādahā wa-yaftaḥu rumūzahā, wa-sammaytuhu bi-Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah. Wa-Allāh asʼalu an yanfaʻa bi-hi wa-yajʻalahu khāliṣan li-wajhihi ...""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,7,"Secundo folio of ""Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ālah yuʻrafu bi-hā miqdār.",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,8,"Incipit of Treatise on the new meters in Arabic poetry (folio 79a): ""Fāʼidah. Baḥr al-mutadārak istakhrajahu al-Akhfash min baḥr al-mutaqārib, wa-ikhtalafa fīhi ʻan al-Khalīl; fa-qāla al-akthar: 'Naṣṣa ʻalá ṭarḥihi wa-laysa ʻindahu shiʻran [shiʻrun].' Wa-qāla qawm: 'Lam yamnaʻhu wa-lam yuthbithu, immā li-annahu lam yablughhu, wa-tadārakahu al-Akhfash, wa-li-hādhā summiya al-mutadārak' ...""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,9,Secundo folio of Treatise on the new meters in Arabic poetry: wa-qīla dakhalahu al-qaṭʻ wa-jarat al-ʻillah fīhi majrá al-zuḥāf.,w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,10,"Incipit of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān (folio 81a): ""Wa-hādhihi abyāt tajmaʻu ʻarūḍ al-abḥur al-sittata ʻashar, bi-istishhād bi-āyāt min al-Qurʼān al-Karīm lil-Bīr, raḥimahu Allāh wa-raḍiya ʻanhu: Ṭawīl. Ṭawīlun madá al-hijrān man kuntu ahwāhu // adhāba fuʼādī wa-al-taṣabburu afnāhu. Faʻūlun mafāʻīlun faʻūlun mafāʻilun // wa-lā taqtulu al-nafsa allatī ḥarrama Allāhu ...""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,11,Secundo folio of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: Mustafʻilun fāʻilun mustafʻilun faʻilun.,w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,15,"On folio 1a: ""al-Qaṣīdah al-Khazrajīyah fī al-qawānīn al-ʻarūḍīyah, taʼlīf al-Shaykh Ḍiyāʼ al-Dīn Muḥammad ibn Muḥammad al-Andalusī al-Khazrajī, raḥimahu Allāh. Āmīn. Āmīn.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,16,"On folio 1a: Four verses on poetry naming the fifteen classical meters of Arabic poetry, and a note stating that the sixteenth meter ""al-Mutadārak"" was mentioned by al-Akhfash (al-Akhfash al-Awsaṭ, Saʻīd ibn Masʻadah, died approximately 830).",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,18,"On folio 28a: A collation and correction note: ""Balagha muqābalatan wa-qirāʼatan wa-taṣḥīḥan min Mawlānā wa-Sayyidinā al-Shaykh al-fāḍil wa-al-baḥr al-zākhir, ḥāwī al-kamālāt wa-al-faḍāʼil, al-Shaykh Yaḥyá al-Faraḍī al-Shāfiʻī, ḥafiẓahu Allāh [Probably: Yaḥyá ibn Taqī al-Dīn al-Faraḍī, active 1619]. Katabahu al-faqīr Muḥammad Shaʻʻāl.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,19,"al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah ends with: ""... Wa-qad kamult sittan wa-tisʻīna fa-alladhī // tawassaʻa fī dhā al-ʻilmi tūsiʻuhu ḥubbā. Wa-yasʼalu ʻAbdu Allāhi dhā al-Khazrajīyu min // muṭāliʻihā itḥāfahu minhu bi-al-duʻā.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,20,Half of folio 84 is torn up. On folio 84b are written some verses of poetry in Maghribi script.,w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,21,"Colophon of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah: ""Tammat. Katabahā Muḥammad al-Ḥurr, ʻufiya ʻanhu.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,22,"Translation of the colophon of al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah: ""It is completed. Copied by Muḥammad al-Ḥurr, may he be pardoned.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,23,"Colophon of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah (folio 79a): ""Tamma Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah fī salkh shahr Ramaḍān, yawm al-Thalāth, min sanat ithnayn wa-sabʻīn wa-tisʻimiʼah bi-al-Mashhad al-Aqdas, ʻalá musharrifihi al-ṣalāh wa-al-salām, ʻalá yad al-ʻabd al-faqīr Muḥammad ibn Muḥammad al-Ḥurr, ʻafá Allāh taʻālá ʻanhu. Āmīn.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,24,"Translation of the colophon of Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah: ""Fatḥ Rabb al-Barīyah bi-sharḥ al-Qaṣīdah al-Khazrajīyah was completed at the end of the month of Ramaḍān, on Tuesday, of the year 972 [of the Hijrah = 11 May, 1565], at al-Mashhad al-Aqdas, may prayer and peace be upon him who dignified it by his presence [Probably the eight Shiʻī Imām, ʻAlī al-Riḍā ibn Mūsá, died 818 or 819], by the hand of the poor servant Muḥammad ibn Muḥammad al-Ḥurr, may God pardon him. Amen.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,25,"Colophon of Treatise on the new meters in Arabic poetry. No colophon. Text ends with: ""... wa-hādhihi al-abḥr al-thalāthah takhruju min dāʼirat al-mutashābih. Wa-Allāh aʻlam bi-al-ṣawāb.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,26,"Colophon of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: ""Tammat.""",w,27,20,1,3,0,2,0,1,martin
14526482,880-03 al-Rāmizah fī ʻilmay al-ʻarūḍ wa-al-qāfiyah : manuscript / ʻAbd Allāh ibn ʻUthmān al-Khazrajī.,27,"Translation of the colophon of Treatise on the sixteen classical meters of Arabic poetry including phrases quoted from the Qurʼān: ""It is completed.""",w,27,20,1,3,0,2,0,1,martin
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Hādhā 'Dīwān' nādirat al-falak wa-wāsiṭat ʻiqd al-dahr fī ṣināʻat al-shiʻr, naẓm al-Imām al-humām al-ḥādhiq al-fahhām, al-ʻālim al-ʻallām, al-Shaykh Abī Tammām Ḥabīb ibn Aws al-Ṭāʼī. Ḥarf al-Hamzah. Qāla yamdaḥu Khālid ibn Yazīd al-Shaybānī, wa-hādhā ʻalá al-tartīb alladhī rattabahu Abū Bakr al-Ṣūlī, wa-jaʻalahu thamāniyat aṣnāf: Yā mawḍiʻa al-Shadanīyati al-wajnāʼi // wa-muṣāriʻa al-īlāj wa-al-isrāʼi. Addi al-salāma muʻarrifan wa-muḥaṣṣiban // min Khālidi al-maʻrūfi wa-al-hayjāʼi ...""",w,9,4,2,2,0,1,0,0,martin
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,4,Secundo folio: Wa-taʻarrafat ʻirfān zākhiratin wa-lam.,w,9,4,2,2,0,1,0,0,martin
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,8,"Colophon: ""Bi-yad kātibihi ʻAbd al-Aḥad Karjī. Fī 12 T 1 [Tishrīn al-Awwal], sanat 1856.""",w,9,4,2,2,0,1,0,0,martin
14526483,880-03 Dīwān : manuscript / Abū Tammām Ḥabīb ibn Aws al-Ṭāʼī.,9,"Translation of the colophon: ""By the hand of its copyist ʻAbd al-Aḥad Karjī. On 12 Tishrīn al-Awwal [October], 1856.""",w,9,4,2,2,0,1,0,0,martin
3668927,[Lectures on surgery].,4,"The lectures (39 in number, with Introduction and Index) were delivered to students in London during 1829. They concern surgery and kindred subject matter.",w,4,1,3,0,0,0,0,0,tim
3668983,"Partielle Differentialgleichungen; Anwendungen der Abel'schen Functionen; Infinitesimalgeometrie; Bestimmte Integration / [vorgetragen von Prof. Christoffel], 1885-1886.",1,Lecture notes taken by Lehmann during four mathematics classes taught by Professor Christoffel at Strassburg during the 1885-1886 school session.,w,1,1,0,0,0,0,0,0,tim
3669062,"Robert Duer's receipt book, 10th of July, 1812 : book 10.",1,"Likely Duer's pharmacy/materia medica class notes, as he graduated from the University of Pennsylvania in 1814.",w,3,1,2,0,0,0,0,0,tim
3669791,Ḥāshiyat Tahdhīb Jānqarī. -- [17--?].,1,Mach gives title as: Ḥāshiyah ʻalá Ḥāshiyat Mīr Abī al-Fatḥ.,w,3,1,2,0,0,0,0,0,tim
3669929,Kifāyat al-ghulām fī iʻrāb al-kalām. -- [15--?].,1,Also known as: al-Alfīyah.,w,3,1,2,0,0,0,0,0,tim
