bib,title,num,type,note,review,reviewer,source
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517258,"Emigration, North America, 1849.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517258,"Emigration, North America, 1849.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517258,"Emigration, North America, 1849.",3,a,Title from publisher's website.,y,zid,zid
17517259,"Emigration, general miscellaneous, 1849.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517259,"Emigration, general miscellaneous, 1849.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517259,"Emigration, general miscellaneous, 1849.",3,a,Title from publisher's website.,y,zid,zid
17517260,"Emigration, general miscellaneous, 1850.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517260,"Emigration, general miscellaneous, 1850.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517260,"Emigration, general miscellaneous, 1850.",3,a,Title from publisher's website.,y,zid,zid
17517261,"Emigration, general miscellaneous, 1851.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517261,"Emigration, general miscellaneous, 1851.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517261,"Emigration, general miscellaneous, 1851.",3,a,Title from publisher's website.,y,zid,zid
17517262,"Emigration, Colonial Department, circulars. [Part 1].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517262,"Emigration, Colonial Department, circulars. [Part 1].",2,a,Title from publisher's website.,y,zid,zid
17517263,"Emigration, Colonial Department, circulars. [Part 2].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517263,"Emigration, Colonial Department, circulars. [Part 2].",2,a,Title from publisher's website.,y,zid,zid
17517264,"Emigration, North America, 1850 and 1851.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517264,"Emigration, North America, 1850 and 1851.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517264,"Emigration, North America, 1850 and 1851.",3,a,Title from publisher's website.,y,zid,zid
17517265,"Emigration, general miscellaneous, 1852.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517265,"Emigration, general miscellaneous, 1852.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517265,"Emigration, general miscellaneous, 1852.",3,a,Title from publisher's website.,y,zid,zid
17517266,"Emigration, general, 1853 : public offices, colonial land and emigration commissioners. Volume 1.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517266,"Emigration, general, 1853 : public offices, colonial land and emigration commissioners. Volume 1.",2,a,Title from publisher's website.,y,zid,zid
17517267,"Emigration, general, 1853 : miscellaneous offices and individuals. Volume 2.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517267,"Emigration, general, 1853 : miscellaneous offices and individuals. Volume 2.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517267,"Emigration, general, 1853 : miscellaneous offices and individuals. Volume 2.",3,a,Title from publisher's website.,y,zid,zid
17517268,"Emigration, general : public offices, Land Board, 1854. Volume 1.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517268,"Emigration, general : public offices, Land Board, 1854. Volume 1.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517268,"Emigration, general : public offices, Land Board, 1854. Volume 1.",3,a,Title from publisher's website.,y,zid,zid
17517269,"Emigration, general : offices and individuals, 1854. Volume 2.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517269,"Emigration, general : offices and individuals, 1854. Volume 2.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517269,"Emigration, general : offices and individuals, 1854. Volume 2.",3,a,Title from publisher's website.,y,zid,zid
17517270,"Emigration, general, 1885 : Land Board. Volume 1.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517270,"Emigration, general, 1885 : Land Board. Volume 1.",2,a,Title from publisher's website.,y,zid,zid
17517271,"Emigration, general, 1855 : public offices and individuals. Volume 2.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517271,"Emigration, general, 1855 : public offices and individuals. Volume 2.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517271,"Emigration, general, 1855 : public offices and individuals. Volume 2.",3,a,Title from publisher's website.,y,zid,zid
17517272,"Emigration, general, 1856 : Emigration Board. Volume 1.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517272,"Emigration, general, 1856 : Emigration Board. Volume 1.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517272,"Emigration, general, 1856 : Emigration Board. Volume 1.",3,a,Title from publisher's website.,y,zid,zid
17517273,"Emigration, general, 1856 : public offices and individuals. Volume 2.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517273,"Emigration, general, 1856 : public offices and individuals. Volume 2.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517273,"Emigration, general, 1856 : public offices and individuals. Volume 2.",3,a,Title from publisher's website.,y,zid,zid
17517274,"Emigration commissioners, 1857. Volume 1, January to July.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517274,"Emigration commissioners, 1857. Volume 1, January to July.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517274,"Emigration commissioners, 1857. Volume 1, January to July.",3,a,Title from publisher's website.,y,zid,zid
17517275,"Emigration commission, 1857. Volume 2, August to December, public offices, A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517275,"Emigration commission, 1857. Volume 2, August to December, public offices, A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517275,"Emigration commission, 1857. Volume 2, August to December, public offices, A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517276,"Emigration, 1872 : public offices, miscellaneous offices and A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517276,"Emigration, 1872 : public offices, miscellaneous offices and A to Z.",2,o,This volume includes searchable printed documents.,y,zid,zid
17517276,"Emigration, 1872 : public offices, miscellaneous offices and A to Z.",3,a,Title from publisher's website.,y,zid,zid
17517277,"Emigration, 1873 : public offices and A to Z.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517277,"Emigration, 1873 : public offices and A to Z.",2,a,Title from publisher's website.,y,zid,zid
17517278,"Emigration (and Coolie immigration), 1874. Volume 1, Dispatches, Windward Islands, Leeward Islands, Trinidad, Jamaica.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517278,"Emigration (and Coolie immigration), 1874. Volume 1, Dispatches, Windward Islands, Leeward Islands, Trinidad, Jamaica.",2,a,Title from publisher's website.,y,zid,zid
17517279,"Emigration (and Coolie immigration), 1874. Volume 2, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517279,"Emigration (and Coolie immigration), 1874. Volume 2, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517280,"Emigration (and Coolie immigration), 1874. Volume 3, Offices and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517280,"Emigration (and Coolie immigration), 1874. Volume 3, Offices and individuals.",2,a,Title from publisher's website.,y,zid,zid
17517281,"Emigration (and Coolie immigration), 1875. Volume 1, Despatches, Windward Islands, Leeward Islands, Trinidad, Jamaica and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517281,"Emigration (and Coolie immigration), 1875. Volume 1, Despatches, Windward Islands, Leeward Islands, Trinidad, Jamaica and miscellaneous.",2,a,Title from publisher's website.,y,zid,zid
17517282,"Emigration (and Coolie immigration), 1875. Volume 2, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517282,"Emigration (and Coolie immigration), 1875. Volume 2, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517283,"Emigration (and Coolie immigration), 1875. Volume 3, Offices and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517283,"Emigration (and Coolie immigration), 1875. Volume 3, Offices and individuals.",2,a,Title from publisher's website.,y,zid,zid
17517284,"Emigration (and Coolie immigration), 1876. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517284,"Emigration (and Coolie immigration), 1876. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,a,Title from publisher's website.,y,zid,zid
17517285,"Emigration (and Coolie immigration), 1876. Volume 2, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517285,"Emigration (and Coolie immigration), 1876. Volume 2, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517286,"Emigration (and Coolie immigration), 1876. Volume 3, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517286,"Emigration (and Coolie immigration), 1876. Volume 3, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517287,"Emigration (and Coolie immigration), 1876. Volume 4, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517287,"Emigration (and Coolie immigration), 1876. Volume 4, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517288,"Emigration (and Coolie immigration), 1876. Volume 5, Offices and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517288,"Emigration (and Coolie immigration), 1876. Volume 5, Offices and individuals.",2,o,The following foliated pages were not captured as they were blank: folio 565 / 672 / 781 / 990.,y,zid,zid
17517288,"Emigration (and Coolie immigration), 1876. Volume 5, Offices and individuals.",3,a,Title from publisher's website.,y,zid,zid
17517289,"Emigration (and Coolie immigration), 1877. Volume 1, Eastern, Australian and miscellaneous colonies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517289,"Emigration (and Coolie immigration), 1877. Volume 1, Eastern, Australian and miscellaneous colonies.",2,a,Title from publisher's website.,y,zid,zid
17517290,"Emigration (and Coolie immigration) 1877. Volume 2, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517290,"Emigration (and Coolie immigration) 1877. Volume 2, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517291,"Emigration (and Coolie immigration), 1877. Volume 3, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517291,"Emigration (and Coolie immigration), 1877. Volume 3, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517292,"Emigration (and Coolie immigration), 1877. Volume 4, Offices and individuals.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517292,"Emigration (and Coolie immigration), 1877. Volume 4, Offices and individuals.",2,o,The following foliated pages were not captured as they were blank: folio 345 / 554 / 777 / 868 / 942 / 1034.,y,zid,zid
17517292,"Emigration (and Coolie immigration), 1877. Volume 4, Offices and individuals.",3,a,Title from publisher's website.,y,zid,zid
17517293,"Emigration (and Coolie immigration), 1878. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517293,"Emigration (and Coolie immigration), 1878. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,a,Title from publisher's website.,y,zid,zid
17517294,"Emigration (and Coolie immigration), 1878. Volume 2, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517294,"Emigration (and Coolie immigration), 1878. Volume 2, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517295,"Emigration (and Coolie immigration), 1878. Volume 3, Despatches, West Indies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517295,"Emigration (and Coolie immigration), 1878. Volume 3, Despatches, West Indies.",2,a,Title from publisher's website.,y,zid,zid
17517296,"Emigration (and Coolie immigration), 1878. Volume 4, Offices, agents and India.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517296,"Emigration (and Coolie immigration), 1878. Volume 4, Offices, agents and India.",2,a,Title from publisher's website.,y,zid,zid
17517297,"Emigration (and Coolie immigration), 1878. Volume 5, Correspondence, original, Secretary of State.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517297,"Emigration (and Coolie immigration), 1878. Volume 5, Correspondence, original, Secretary of State.",2,o,The following foliated pages were not captured as they were blank: Folio 101 / 131 / 293 / 525 / 635 / 764.,y,zid,zid
17517297,"Emigration (and Coolie immigration), 1878. Volume 5, Correspondence, original, Secretary of State.",3,a,Title from publisher's website.,y,zid,zid
17517298,"Emigration (and Coolie immigration), 1879. Volume 1, Eastern, Australian and miscellaneous despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517298,"Emigration (and Coolie immigration), 1879. Volume 1, Eastern, Australian and miscellaneous despatches.",2,o,The following foliated pages were not captured as they were blank: folio 267 / 332 / 560.,y,zid,zid
17517298,"Emigration (and Coolie immigration), 1879. Volume 1, Eastern, Australian and miscellaneous despatches.",3,a,Title from publisher's website.,y,zid,zid
17517299,"Emigration (including Coolie immigration), 1879. Volume 2, British Guiana and Jamaica despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517299,"Emigration (including Coolie immigration), 1879. Volume 2, British Guiana and Jamaica despatches.",2,a,Title from publisher's website.,y,zid,zid
17517300,"Emigration (and Coolie immigration), 1879. Volume 3, Despatches, Trinidad, Windward and Leeward Islands.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517300,"Emigration (and Coolie immigration), 1879. Volume 3, Despatches, Trinidad, Windward and Leeward Islands.",2,a,Title from publisher's website.,y,zid,zid
17517301,"Emigration (and Coolie immigration), 1879. Volume 4, Offices (except agents) and companies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517301,"Emigration (and Coolie immigration), 1879. Volume 4, Offices (except agents) and companies.",2,a,Title from publisher's website.,y,zid,zid
17517302,"Emigration (and Coolie immigration), 1879. Volume 5, Agents, individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517302,"Emigration (and Coolie immigration), 1879. Volume 5, Agents, individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517303,"Emigration (and Coolie immigration), 1880. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517303,"Emigration (and Coolie immigration), 1880. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,o,The following foliated pages were not captured as they were blank: Folio 64 / 101 / 231 / 361 / 456 / 718 / 876 / 877.,y,zid,zid
17517303,"Emigration (and Coolie immigration), 1880. Volume 1, Despatches, Eastern, Australian and miscellaneous.",3,a,Title from publisher's website.,y,zid,zid
17517304,"Emigration (and Coolie immigration), 1880. Volume 2, Despatches, British Guiana.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517304,"Emigration (and Coolie immigration), 1880. Volume 2, Despatches, British Guiana.",2,a,Title from publisher's website.,y,zid,zid
17517305,"Emigration (and Coolie immigration), 1880. Volume 3, Despatches, Trinidad, Windward and Leeward Islands and Jamaica.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517305,"Emigration (and Coolie immigration), 1880. Volume 3, Despatches, Trinidad, Windward and Leeward Islands and Jamaica.",2,a,Title from publisher's website.,y,zid,zid
17517306,"Emigration (and Coolie immigration), 1880. Volume 4, Offices (except agents) and companies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517306,"Emigration (and Coolie immigration), 1880. Volume 4, Offices (except agents) and companies.",2,a,Title from publisher's website.,y,zid,zid
17517307,"Emigration (and Coolie immigration), 1880. Volume 5, Agents, individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517307,"Emigration (and Coolie immigration), 1880. Volume 5, Agents, individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517308,"Emigration (and Coolie immigration), 1881. Volume 1, Mauritius despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517308,"Emigration (and Coolie immigration), 1881. Volume 1, Mauritius despatches.",2,a,Title from publisher's website.,y,zid,zid
17517309,"Emigration (and Coolie immigration), 1881. Volume 2, Hong Kong, Straits, Australian and British Guiana despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517309,"Emigration (and Coolie immigration), 1881. Volume 2, Hong Kong, Straits, Australian and British Guiana despatches.",2,a,Title from publisher's website.,y,zid,zid
17517310,"Emigration (and Coolie immigration), 1881. Volume 3, Trinidad despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517310,"Emigration (and Coolie immigration), 1881. Volume 3, Trinidad despatches.",2,a,Title from publisher's website.,y,zid,zid
17517311,"Emigration (and Coolie immigration), 1881. Volume 4, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517311,"Emigration (and Coolie immigration), 1881. Volume 4, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,a,Title from publisher's website.,y,zid,zid
17517312,"Emigration (and Coolie immigration), 1881. Volume 5, Offices and companies and crown agents.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517312,"Emigration (and Coolie immigration), 1881. Volume 5, Offices and companies and crown agents.",2,a,Title from publisher's website.,y,zid,zid
17517313,"Emigration (and Coolie immigration), 1881. Volume 6, Agents (except crown agents), individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517313,"Emigration (and Coolie immigration), 1881. Volume 6, Agents (except crown agents), individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
17517314,"Emigration (and Coolie immigration), 1882. Volume 1, Eastern and Australian despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517314,"Emigration (and Coolie immigration), 1882. Volume 1, Eastern and Australian despatches.",2,a,Title from publisher's website.,y,zid,zid
17517315,"Emigration (and Coolie immigration), 1882. Volume 2, British Guiana and Trinidad despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517315,"Emigration (and Coolie immigration), 1882. Volume 2, British Guiana and Trinidad despatches.",2,a,Title from publisher's website.,y,zid,zid
17517316,"Emigration (and Coolie immigration), 1882. Volume 3, Jamaica, Windward Islands and miscellaneous despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517316,"Emigration (and Coolie immigration), 1882. Volume 3, Jamaica, Windward Islands and miscellaneous despatches.",2,a,Title from publisher's website.,y,zid,zid
17517317,"Emigration (and Coolie immigration), 1882. Volume 4, Offices and companies.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517317,"Emigration (and Coolie immigration), 1882. Volume 4, Offices and companies.",2,a,Title from publisher's website.,y,zid,zid
17517318,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 1].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517318,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 1].",2,a,Title from publisher's website.,y,zid,zid
17517319,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 2].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517319,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 2].",2,a,Title from publisher's website.,y,zid,zid
17517320,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 3].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517320,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 3].",2,a,Title from publisher's website.,y,zid,zid
17517321,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 4].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517321,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 4].",2,a,Title from publisher's website.,y,zid,zid
17517322,"Emigration (and Coolie immigration), 1883. Volume 1, Eastern and Australian despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517322,"Emigration (and Coolie immigration), 1883. Volume 1, Eastern and Australian despatches.",2,a,Title from publisher's website.,y,zid,zid
17517323,"Emigration (and Coolie immigration), 1883. Volume 2, British Guiana and Trinidad despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517323,"Emigration (and Coolie immigration), 1883. Volume 2, British Guiana and Trinidad despatches.",2,a,Title from publisher's website.,y,zid,zid
17517324,"Emigration (and Coolie immigration), 1883. Volume 3, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517324,"Emigration (and Coolie immigration), 1883. Volume 3, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,a,Title from publisher's website.,y,zid,zid
17517325,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 1].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517325,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 1].",2,a,Title from publisher's website.,y,zid,zid
17517326,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 2].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517326,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 2].",2,a,Title from publisher's website.,y,zid,zid
17517327,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 3].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517327,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 3].",2,a,Title from publisher's website.,y,zid,zid
17517328,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 4].",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517328,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 4].",2,a,Title from publisher's website.,y,zid,zid
17517329,"Emigration (and Coolie immigration), 1883. Volume 5, Crown agents, individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517329,"Emigration (and Coolie immigration), 1883. Volume 5, Crown agents, individuals and surgeons.",2,o,The following foliated pages were not captured as they were blank: Folio 494.,y,zid,zid
17517329,"Emigration (and Coolie immigration), 1883. Volume 5, Crown agents, individuals and surgeons.",3,a,Title from publisher's website.,y,zid,zid
17517330,"Emigration (and Coolie immigration), 1884. Volume 1, Eastern and Australian despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517330,"Emigration (and Coolie immigration), 1884. Volume 1, Eastern and Australian despatches.",2,o,The following foliated pages were not captured as they were blank: Folio 244 / 254 / 773. Foliated pages 421 and 422 missing in the original.,y,zid,zid
17517330,"Emigration (and Coolie immigration), 1884. Volume 1, Eastern and Australian despatches.",3,a,Title from publisher's website.,y,zid,zid
17517331,"Emigration (and Coolie immigration), 1884. Volume 2, British Guiana and Trinidad despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517331,"Emigration (and Coolie immigration), 1884. Volume 2, British Guiana and Trinidad despatches.",2,a,Title from publisher's website.,y,zid,zid
17517332,"Emigration (and Coolie immigration), 1884. Volume 3, Jamaica and Windward Islands despatches.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517332,"Emigration (and Coolie immigration), 1884. Volume 3, Jamaica and Windward Islands despatches.",2,a,Title from publisher's website.,y,zid,zid
17517333,"Emigration (and Coolie immigration), 1884. Volume 4, Correspondence, original, Secretary of State, despatches, Leeward Islands and miscellaneous, Foreign Office.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517333,"Emigration (and Coolie immigration), 1884. Volume 4, Correspondence, original, Secretary of State, despatches, Leeward Islands and miscellaneous, Foreign Office.",2,a,Title from publisher's website.,y,zid,zid
17517334,"Emigration (and Coolie immigration), 1884. Volume 5, Offices, companies and crown agents.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,y,zid,zid
17517334,"Emigration (and Coolie immigration), 1884. Volume 5, Offices, companies and crown agents.",2,a,Title from publisher's website.,y,zid,zid
17517335,"Emigration (and Coolie immigration), 1884. Volume 6, Agents (except crown agents), individuals and surgeons.",1,o,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,y,zid,zid
17517335,"Emigration (and Coolie immigration), 1884. Volume 6, Agents (except crown agents), individuals and surgeons.",2,a,Title from publisher's website.,y,zid,zid
