bib,title,note_num,note_text,note_type,record_total_notes,a_count,w_count,o_count,aw_count,ow_count,ao_count,unknown_count,source
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517237,"Emigration, general miscellaneous, 1840 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517238,"Emigration, Australia, 1841. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517239,"Emigration, Australia, 1841. Volume 2, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517240,"Emigration, Australia, 1841. Volume 3, September to December, Commissioners Elliot, Villiers and [Torrens].",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517241,"Emigration, Australia, 1841. Volume 4, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517242,"Emigration, North America, 1841 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517243,"Emigration, general miscellaneous, 1841 : commissioners, public offices etc.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517244,"Emigration, North America, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517245,"Emigration, Australia, 1842. Volume 1, January to June, emigration commissioners.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517246,"Emigration, Australia, 1842. Volume 2, July to December, commissioners.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517247,"Emigration, Australia, 1842. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517248,"Emigration, general miscellaneous, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517249,"Emigration, North America, 1843 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517250,"Emigration, North America, 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517251,"Emigration, general miscellaneous, 1843 and 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517252,"Emigration, general miscellaneous, 1845 and 1846.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517253,"Emigration, North America, 1845 and 1846.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517258,"Emigration, North America, 1849.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517259,"Emigration, general miscellaneous, 1849.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517260,"Emigration, general miscellaneous, 1850.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517261,"Emigration, general miscellaneous, 1851.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517262,"Emigration, Colonial Department, circulars. [Part 1].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517263,"Emigration, Colonial Department, circulars. [Part 2].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517264,"Emigration, North America, 1850 and 1851.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517265,"Emigration, general miscellaneous, 1852.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517266,"Emigration, general, 1853 : public offices, colonial land and emigration commissioners. Volume 1.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517267,"Emigration, general, 1853 : miscellaneous offices and individuals. Volume 2.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517268,"Emigration, general : public offices, Land Board, 1854. Volume 1.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517269,"Emigration, general : offices and individuals, 1854. Volume 2.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517270,"Emigration, general, 1885 : Land Board. Volume 1.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517271,"Emigration, general, 1855 : public offices and individuals. Volume 2.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517272,"Emigration, general, 1856 : Emigration Board. Volume 1.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517273,"Emigration, general, 1856 : public offices and individuals. Volume 2.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517274,"Emigration commissioners, 1857. Volume 1, January to July.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517275,"Emigration commission, 1857. Volume 2, August to December, public offices, A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517276,"Emigration, 1872 : public offices, miscellaneous offices and A to Z.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517277,"Emigration, 1873 : public offices and A to Z.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517278,"Emigration (and Coolie immigration), 1874. Volume 1, Dispatches, Windward Islands, Leeward Islands, Trinidad, Jamaica.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517279,"Emigration (and Coolie immigration), 1874. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517280,"Emigration (and Coolie immigration), 1874. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517281,"Emigration (and Coolie immigration), 1875. Volume 1, Despatches, Windward Islands, Leeward Islands, Trinidad, Jamaica and miscellaneous.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517282,"Emigration (and Coolie immigration), 1875. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517283,"Emigration (and Coolie immigration), 1875. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517284,"Emigration (and Coolie immigration), 1876. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517285,"Emigration (and Coolie immigration), 1876. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517286,"Emigration (and Coolie immigration), 1876. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517287,"Emigration (and Coolie immigration), 1876. Volume 4, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517288,"Emigration (and Coolie immigration), 1876. Volume 5, Offices and individuals.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517289,"Emigration (and Coolie immigration), 1877. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517290,"Emigration (and Coolie immigration) 1877. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517291,"Emigration (and Coolie immigration), 1877. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517292,"Emigration (and Coolie immigration), 1877. Volume 4, Offices and individuals.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517293,"Emigration (and Coolie immigration), 1878. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517294,"Emigration (and Coolie immigration), 1878. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517295,"Emigration (and Coolie immigration), 1878. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517296,"Emigration (and Coolie immigration), 1878. Volume 4, Offices, agents and India.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517297,"Emigration (and Coolie immigration), 1878. Volume 5, Correspondence, original, Secretary of State.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517298,"Emigration (and Coolie immigration), 1879. Volume 1, Eastern, Australian and miscellaneous despatches.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517299,"Emigration (including Coolie immigration), 1879. Volume 2, British Guiana and Jamaica despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517300,"Emigration (and Coolie immigration), 1879. Volume 3, Despatches, Trinidad, Windward and Leeward Islands.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517301,"Emigration (and Coolie immigration), 1879. Volume 4, Offices (except agents) and companies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517302,"Emigration (and Coolie immigration), 1879. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517303,"Emigration (and Coolie immigration), 1880. Volume 1, Despatches, Eastern, Australian and miscellaneous.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517304,"Emigration (and Coolie immigration), 1880. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517305,"Emigration (and Coolie immigration), 1880. Volume 3, Despatches, Trinidad, Windward and Leeward Islands and Jamaica.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517306,"Emigration (and Coolie immigration), 1880. Volume 4, Offices (except agents) and companies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517307,"Emigration (and Coolie immigration), 1880. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517308,"Emigration (and Coolie immigration), 1881. Volume 1, Mauritius despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517309,"Emigration (and Coolie immigration), 1881. Volume 2, Hong Kong, Straits, Australian and British Guiana despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517310,"Emigration (and Coolie immigration), 1881. Volume 3, Trinidad despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517311,"Emigration (and Coolie immigration), 1881. Volume 4, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517312,"Emigration (and Coolie immigration), 1881. Volume 5, Offices and companies and crown agents.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517313,"Emigration (and Coolie immigration), 1881. Volume 6, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517314,"Emigration (and Coolie immigration), 1882. Volume 1, Eastern and Australian despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517315,"Emigration (and Coolie immigration), 1882. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517316,"Emigration (and Coolie immigration), 1882. Volume 3, Jamaica, Windward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517317,"Emigration (and Coolie immigration), 1882. Volume 4, Offices and companies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517318,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 1].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517319,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 2].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517320,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 3].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517321,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 4].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517322,"Emigration (and Coolie immigration), 1883. Volume 1, Eastern and Australian despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517323,"Emigration (and Coolie immigration), 1883. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517324,"Emigration (and Coolie immigration), 1883. Volume 3, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517325,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 1].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517326,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 2].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517327,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 3].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517328,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 4].",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517329,"Emigration (and Coolie immigration), 1883. Volume 5, Crown agents, individuals and surgeons.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517330,"Emigration (and Coolie immigration), 1884. Volume 1, Eastern and Australian despatches.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517331,"Emigration (and Coolie immigration), 1884. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517332,"Emigration (and Coolie immigration), 1884. Volume 3, Jamaica and Windward Islands despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517333,"Emigration (and Coolie immigration), 1884. Volume 4, Correspondence, original, Secretary of State, despatches, Leeward Islands and miscellaneous, Foreign Office.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517334,"Emigration (and Coolie immigration), 1884. Volume 5, Offices, companies and crown agents.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517335,"Emigration (and Coolie immigration), 1884. Volume 6, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517336,"Emigration (and Coolie immigration), 1885. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517337,"Emigration (and Coolie immigration), 1885. Volume 2, Despatches, British Guiana and Trinidad.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517338,"Emigration (and Coolie immigration), 1885. Volume 3, Despatches, Jamaica, Windward and Leeward Islands.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517339,"Emigration (and Coolie immigration), 1885. Volume 4, Offices and companies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517340,"Emigration (Coolie immigration), 1885. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517341,"Emigration (Coolie immigration), 1886. Volume 1, Eastern, Australian, West Indian (except British Guiana), and miscellaneous colonies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517342,"Emigration (and Coolie immigration), 1886. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517343,"Emigration (and Coolie immigration), 1886. Volume 3, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517344,"Emigration (and Coolie immigration), 1886. Volume 4, Offices, companies and crown agents.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517345,"Emigration, 1886, Volume 5, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517346,"Emigration (and Coolie immigration), 1887. Volume 1, Despatches (except British Guiana).",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517347,"Emigration (and Coolie immigration), 1887. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517348,"Emigration (and Coolie immigration), 1887. Volume 3, Offices, companies and crown agents.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517349,"Emigration (and Coolie immigration), 1887. Volume 4, Agents (except crown agents), individuals and surgeons",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517350,"Emigration (and Coolie immigration), 1888. Volume 1, Eastern, Australian and miscellaneous despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517351,"Emigration (and Coolie immigration), 1888. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517352,"Emigration and Coolie immigration, 1888. Volume 3, Offices, companies and agents (except agents in India).",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517353,"Emigration and Coolie immigration, 1888. Volume 4, Agents in India, individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517354,"Emigration and Coolie immigration, 1889. Volume 1, Despatches (except British Guiana and Trinidad).",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",3,Title from publisher's website.,a,3,1,0,2,0,0,0,0,daniel
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517369,"Emigration (and Coolie immigration), 1893. Volume 2, Correspondence, Secretary of State, despatches, West Indies and miscellaneous offices and companies.",1,Title from publisher's website.,a,1,1,0,0,0,0,0,0,daniel
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",2,Title from publisher's website.,a,2,1,0,1,0,0,0,0,daniel
14520087,"T. L. McSpadden letter, Albuquerque, New Mexico, to L. Bradford Prince, Santa Fe, New Mexico, 1912 November 11 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14520095,"McCann & Metcalfe letter, Nebraska City, Nebraska, to Samuel H. Kinney, West Point, New York, 1861 March 29 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14520157,"Charles Maclay letter, San Fernando, California, to Governor Newton Booth, Sacramento, California, 1877 November 3 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14520227,Directory of physicians practicing in the United States and Canada : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14522034,E. M. Pease and Lucadia Christiana Pease land document concerning the estate of Richard Niles : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14522063,Philip Jacob Phillippi land grant to David Ross : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14522345,Ebenezer Prescott deposition listing goods aboard the trading ship Snow Polly : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14522707,"R. M. Price letter, Tombstone, Arizona, to ""Dear Mother"", 1882 May 7 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14523115,Andrew Rainsford petition to Peter Chester : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14524346,"James Shields letter, Faribault, Montana, to Derek Colburn, Boston, Massachusetts, 1856 July 2 : manuscript.",1,Title devised by cataloger.,a,2,1,1,0,0,0,0,0,martin
14524399,"George W. Sherman letter, Rich Gulf, California, to ""Dear Brother"", 1850 January 20 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14524553,"Sir George Simpson letter, Lachine, Quebec, to George Coventry, Cobourg, Ontario, 1859 March 30 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14524592,America : manuscript.,1,Title from first page.,a,2,1,1,0,0,0,0,0,martin
14524618,"Syria B. Smith letter, Taunton, Massachusetts, to ""Respected Friend"",1865 September 7 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14525937,"P. B. Reed letter, Burlington, Iowa, to William Reed McVean and Hannah M. McVean, 1857 May 10 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14526264,"Herman Myer Reynolds letter, Beatrice, Nebraska, to Stephen J. Gardner, Shohola, Pennsylvania,1857 August 23 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14526280,"John McElroy letter, Yountville, California, to James J. Ayres, Los Angeles, California, 1891 March 22 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
14526285,880-03 Fatʹḥ al-Mubdiʻ fī sharḥ al-Muqniʻ : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from incipit (folio 1b).,a,11,2,4,3,0,2,0,0,martin
14526285,880-03 Fatʹḥ al-Mubdiʻ fī sharḥ al-Muqniʻ : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,11,2,4,3,0,2,0,0,martin
14526291,880-02 Sharḥ al-ʻArūḍ al-Andalusī : manuscript / ʻAbd al-Muḥsin al-Qayṣarī.,1,Title from folio 1a.,a,11,2,3,2,0,4,0,0,martin
14526291,880-02 Sharḥ al-ʻArūḍ al-Andalusī : manuscript / ʻAbd al-Muḥsin al-Qayṣarī.,2,Romanization supplied by cataloger.,a,11,2,3,2,0,4,0,0,martin
14526299,880-02 al-Minaḥ al-Makkīyah fī sharḥ al-Hamzīyah : manuscript / Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,1,Title from folio 1b.,a,14,2,7,2,0,3,0,0,martin
14526299,880-02 al-Minaḥ al-Makkīyah fī sharḥ al-Hamzīyah : manuscript / Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,2,Romanization supplied by cataloger.,a,14,2,7,2,0,3,0,0,martin
14526306,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 1 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,1,Title from reference sources.,a,9,1,4,3,0,1,0,0,martin
14526315,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 3 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,1,Title from reference sources.,a,8,1,3,3,0,1,0,0,martin
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,1,Title from reference sources.,a,11,1,5,2,0,3,0,0,martin
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,1,Title from incipit.,a,9,2,5,2,0,0,0,0,martin
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,2,Romanization supplied by cataloger.,a,9,2,5,2,0,0,0,0,martin
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,1,Title from incipit.,a,12,2,6,3,0,1,0,0,martin
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,2,Romanization supplied by cataloger.,a,12,2,6,3,0,1,0,0,martin
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,1,Title from incipit (folio 1b).,a,11,2,5,3,0,1,0,0,martin
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,2,Romanization supplied by cataloger.,a,11,2,5,3,0,1,0,0,martin
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,1,Title from colophon.,a,11,2,6,2,0,1,0,0,martin
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,2,Romanization supplied by cataloger.,a,11,2,6,2,0,1,0,0,martin
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,1,Title from incipit (folio 2a).,a,9,2,4,2,0,1,0,0,martin
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,2,Romanization supplied by cataloger.,a,9,2,4,2,0,1,0,0,martin
