bib,title,note_num,note
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",2,Title from publisher's website.
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",2,The following foliated pages were not captured as they were blank: Folio 41 / 53 / 291 / 293 / 295 / 297 / 299 / 301 / 317 / 319 / 321 / 329 / 337 / 381 / 426 / 439 / 514 / 522 / 533 / 547 / 556 / 590 / 656 / 733.
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",3,Title from publisher's website.
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",2,Title from publisher's website.
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",2,Title from publisher's website.
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",2,Title from publisher's website.
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",2,The following foliated pages were not captured as they were blank: Folio 161 / 182 / 300 / 333 / 426 / 446 / 563 / 611 / 639 / 656 / 666 / 714 / 717
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",3,Title from publisher's website.
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",2,Title from publisher's website.
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",2,Title from publisher's website.
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",2,Title from publisher's website.
17517369,"Emigration (and Coolie immigration), 1893. Volume 2, Correspondence, Secretary of State, despatches, West Indies and miscellaneous offices and companies.",1,Title from publisher's website.
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",2,Title from publisher's website.
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",2,Title from publisher's website.
17517372,"Emigration (and Coolie immigration), 1894. Volume 2.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517372,"Emigration (and Coolie immigration), 1894. Volume 2.",2,Title from publisher's website.
17517373,"Emigration (and Coolie immigration), 1895 and January to March 1896. Volume 1.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517373,"Emigration (and Coolie immigration), 1895 and January to March 1896. Volume 1.",2,Title from publisher's website.
17517374,"Emigration (and Coolie immigration) 1895 and January to March 1896. Volume 2, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517374,"Emigration (and Coolie immigration) 1895 and January to March 1896. Volume 2, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",2,Title from publisher's website.
17517375,"Emigration (and Coolie immigration), 1895 and January to March 1896. Volume 3, Agents, individuals and surgeons.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence
17517375,"Emigration (and Coolie immigration), 1895 and January to March 1896. Volume 3, Agents, individuals and surgeons.",2,Title from publisher's website.
17517376,"Australian and General Emigration Company : registered between 1844 and 1856, and either dissolved before 1856 or re-registered by 1860.",1,From collection: Board of Trade: Companies Registration Office: Files of Joint Stock Companies Registered Under the 1844 and 1856 Acts
17517376,"Australian and General Emigration Company : registered between 1844 and 1856, and either dissolved before 1856 or re-registered by 1860.",2,Title from publisher's website.
17517377,"War Cabinet : G.T. papers. Nos. 6801-6900, volume LXIX.",1,"From collection: War Cabinet and Cabinet: Memoranda (GT,CP and G War Series)"
17517377,"War Cabinet : G.T. papers. Nos. 6801-6900, volume LXIX.",2,Title from publisher's website.
17517378,"Cabinet : C.P. papers. Nos. 1301-1400, volume XIV.",1,"From collection: War Cabinet and Cabinet: Memoranda (GT,CP and G War Series)"
17517378,"Cabinet : C.P. papers. Nos. 1301-1400, volume XIV.",2,Title from publisher's website.
17517379,Journal of the Lord Raglan convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517379,Journal of the Lord Raglan convict ship.,2,Title from publisher's website.
17517380,Journal of the Lincelles convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517380,Journal of the Lincelles convict ship.,2,Title from publisher's website.
17517381,"Journal of the Norwood convict ship, 4 Feb-14 Jun 1862.",1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517381,"Journal of the Norwood convict ship, 4 Feb-14 Jun 1862.",2,Title from publisher's website.
17517382,Journal of the Ironside convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517382,Journal of the Ironside convict ship.,2,Title from publisher's website.
17517383,"Journal of the Merchantman convict ship, 10 Oct 1862 - 24 Feb 1863.",1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517383,"Journal of the Merchantman convict ship, 10 Oct 1862 - 24 Feb 1863.",2,Title from publisher's website.
17517384,Journal of the convict ship Clyde.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517384,Journal of the convict ship Clyde.,2,Title from publisher's website.
17517385,Journal of the Clara convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517385,Journal of the Clara convict ship.,2,Title from publisher's website.
17517386,"Journal of the Merchantman convict ship, 11 Jun-30 Sep 1864.",1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517386,"Journal of the Merchantman convict ship, 11 Jun-30 Sep 1864.",2,Title from publisher's website.
17517387,Journal of the Racehorse convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517387,Journal of the Racehorse convict ship.,2,Title from publisher's website.
17517388,Journal of the Vimeira convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517388,Journal of the Vimeira convict ship.,2,Title from publisher's website.
17517389,Journal of the Corona convict ship.,1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517389,Journal of the Corona convict ship.,2,Title from publisher's website.
17517390,"Journal of the Norwood convict ship, 11 Mar-29 Jul 1867.",1,"From collection: Admiralty Transport Department, Surgeon Superintendents' Journals of Convict Ships"
17517390,"Journal of the Norwood convict ship, 11 Mar-29 Jul 1867.",2,Title from publisher's website.
17517391,"An oath of allegiance [to the English Crown], signed by Walloons emigrating to Virginia.",1,"From collection: Privy Council and Related Bodies: America and West Indies, Colonial Papers (General Series)"
17517391,"An oath of allegiance [to the English Crown], signed by Walloons emigrating to Virginia.",2,"Item extracted from CO 1/1: America and West Indies, Colonial Papers."
17517391,"An oath of allegiance [to the English Crown], signed by Walloons emigrating to Virginia.",3,Title from publisher's website.
17517392,"Address from a special meeting of the Emigrants' Society, held in the grand jury room of the court-house at Quebec.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517392,"Address from a special meeting of the Emigrants' Society, held in the grand jury room of the court-house at Quebec.",2,"This document is part of CO 384/4 from The National Archives, UK."
17517392,"Address from a special meeting of the Emigrants' Society, held in the grand jury room of the court-house at Quebec.",3,Title from publisher's website.
17517393,The constitution; or Cork advertiser.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517393,The constitution; or Cork advertiser.,2,"This document is part of CO 384/13 from The National Archives, UK."
17517393,The constitution; or Cork advertiser.,3,Title from publisher's website.
17517394,Information respecting Upper Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517394,Information respecting Upper Canada.,2,"This document is part of CO 384/13 from The National Archives, UK."
17517394,Information respecting Upper Canada.,3,Title from publisher's website.
17517395,Subscription for building churches and school-houses in Upper Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517395,Subscription for building churches and school-houses in Upper Canada.,2,"This document is part of CO 384/13 from The National Archives, UK."
17517395,Subscription for building churches and school-houses in Upper Canada.,3,Title from publisher's website.
17517396,"Unto the honourable the commons of Great Britain and Ireland in parliament assembled, the humble petition of the undersigned inhabitants of Glasgow and neighbourhood.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517396,"Unto the honourable the commons of Great Britain and Ireland in parliament assembled, the humble petition of the undersigned inhabitants of Glasgow and neighbourhood.",2,"This document is part of CO 384/14 from The National Archives, UK."
17517396,"Unto the honourable the commons of Great Britain and Ireland in parliament assembled, the humble petition of the undersigned inhabitants of Glasgow and neighbourhood.",3,Title from publisher's website.
17517397,"An act regulating passenger ships and vessels [March 2, 1819].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517397,"An act regulating passenger ships and vessels [March 2, 1819].",2,"Signed H. Clay, James Barbour, James Monroe."
17517397,"An act regulating passenger ships and vessels [March 2, 1819].",3,"This document is part of CO 384/20 from The National Archives, UK."
17517397,"An act regulating passenger ships and vessels [March 2, 1819].",4,Title supplied by cataloguer.
17517398,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults, and Largo.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517398,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults, and Largo.",2,"This document is part of CO 384/20 from The National Archives, UK."
17517398,"Purposes of emigration societies, union and agency : to the Emigration Union of Ceres, Scoonie, Kennoway, Cults, and Largo.",3,Title from publisher's website.
17517399,Discourses.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517399,Discourses.,2,"This document is part of CO 384/20 from The National Archives, UK."
17517399,Discourses.,3,Title from publisher's website.
17517400,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigrant Society.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517400,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigrant Society.",2,"This document is part of CO 384/20 from The National Archives, UK."
17517400,"To all friends to the distressed, and well-disposed Christians, the petition of the Glasgow Emigrant Society.",3,Title from publisher's website.
17517401,"New South Wales, &c. (Crown Lands and Emigration) : return to an address of His Majesty, dated 14 September 1831 : copies of the royal instructions to the governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517401,"New South Wales, &c. (Crown Lands and Emigration) : return to an address of His Majesty, dated 14 September 1831 : copies of the royal instructions to the governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517401,"New South Wales, &c. (Crown Lands and Emigration) : return to an address of His Majesty, dated 14 September 1831 : copies of the royal instructions to the governors of New South Wales, Van Diemen's Land, and Western Australia, as to the mode to be adopted in disposing of crown lands : together with such parts of any despatches addressed to them as relate to the same subject, or to the means by which emigration may be facilitated.",3,Title from publisher's website.
17517402,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 183 : copies of any reports from the Commissioners for Emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517402,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 183 : copies of any reports from the Commissioners for Emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517402,"Emigration : report of commissioners : return to an address to His Majesty, dated 11 August 183 : copies of any reports from the Commissioners for Emigration to the Secretary of State for the Colonial Department, since the last session of parliament.",3,Title from publisher's website.
17517403,Memorandum [from the Admiralty Office].,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517403,Memorandum [from the Admiralty Office].,2,"This document is part of CO 384/30 from The National Archives, UK."
17517403,Memorandum [from the Admiralty Office].,3,Title from publisher's website.
17517404,General order no. 504.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517404,General order no. 504.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517404,General order no. 504.,3,Title from publisher's website.
17517405,Supplement to the London Gazette of Tuesday the 27th of March.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517405,Supplement to the London Gazette of Tuesday the 27th of March.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517405,Supplement to the London Gazette of Tuesday the 27th of March.,3,Title from publisher's website.
17517406,Provisions for the voyage from Liverpool to New York in Fitzhugh and C. Grimshaw's ships for each adult.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517406,Provisions for the voyage from Liverpool to New York in Fitzhugh and C. Grimshaw's ships for each adult.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517406,Provisions for the voyage from Liverpool to New York in Fitzhugh and C. Grimshaw's ships for each adult.,3,Title from publisher's website.
17517407,"A plan of emigration which would give employment to every person in the country capable of labour, and at the same time relieve the burdens of the state.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517407,"A plan of emigration which would give employment to every person in the country capable of labour, and at the same time relieve the burdens of the state.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517407,"A plan of emigration which would give employment to every person in the country capable of labour, and at the same time relieve the burdens of the state.",3,Title from publisher's website.
17517408,Notice to pensioners.,1,Caption title.
17517408,Notice to pensioners.,2,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517408,Notice to pensioners.,3,"This document is part of CO 384/30 from The National Archives, UK."
17517409,Blank cork certificate to be given to the female emigrants.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517409,Blank cork certificate to be given to the female emigrants.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517409,Blank cork certificate to be given to the female emigrants.,3,Title from publisher's website.
17517410,"Suggestions for the arrangement of a cheap, regular, and efficacious plan of emigration for the poor : submitted in a letter / from Henry Burgess to the Duke of Richmond.",1,Caption title.
17517410,"Suggestions for the arrangement of a cheap, regular, and efficacious plan of emigration for the poor : submitted in a letter / from Henry Burgess to the Duke of Richmond.",2,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517410,"Suggestions for the arrangement of a cheap, regular, and efficacious plan of emigration for the poor : submitted in a letter / from Henry Burgess to the Duke of Richmond.",3,"This document is part of CO 384/30 from The National Archives, UK."
17517411,"A meeting was held at the Mansion House, Newbury, on Thursday the 8th of March, 1832, for the purpose of forming a society for promoting enquiry respecting emigration.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517411,"A meeting was held at the Mansion House, Newbury, on Thursday the 8th of March, 1832, for the purpose of forming a society for promoting enquiry respecting emigration.",2,Signed Frederick Page and G. Barnes.
17517411,"A meeting was held at the Mansion House, Newbury, on Thursday the 8th of March, 1832, for the purpose of forming a society for promoting enquiry respecting emigration.",3,"This document is part of CO 384/30 from The National Archives, UK."
17517412,For the information of persons intending to settle in Upper Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517412,For the information of persons intending to settle in Upper Canada.,2,Signed by A. C. Buchanan.
17517412,For the information of persons intending to settle in Upper Canada.,3,"This document is part of CO 384/30 from The National Archives, UK."
17517413,"A rural code for the use of the old & new inhabitants of Lower-Canada : concerning their religious and civil duties, according to the laws in force in the country / by Jos. F. Perrault.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517413,"A rural code for the use of the old & new inhabitants of Lower-Canada : concerning their religious and civil duties, according to the laws in force in the country / by Jos. F. Perrault.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517414,Canada Company : estimate of share values.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517414,Canada Company : estimate of share values.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517414,Canada Company : estimate of share values.,3,Title from publisher's website.
17517415,"Emigration, c.1832.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517415,"Emigration, c.1832.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517415,"Emigration, c.1832.",3,Title from publisher's website.
17517416,"An address to the working classes, upon their present condition, and the best means of bettering it : with the letters of William Vines, an emigrant from Stroud, containing an account of his last three years' life in the United States, and other emigrants.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517416,"An address to the working classes, upon their present condition, and the best means of bettering it : with the letters of William Vines, an emigrant from Stroud, containing an account of his last three years' life in the United States, and other emigrants.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517416,"An address to the working classes, upon their present condition, and the best means of bettering it : with the letters of William Vines, an emigrant from Stroud, containing an account of his last three years' life in the United States, and other emigrants.",3,Title from publisher's website.
17517417,"An address to magistrates, landowners and rate-payers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517417,"An address to magistrates, landowners and rate-payers.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517417,"An address to magistrates, landowners and rate-payers.",3,Title from publisher's website.
17517418,Letters and extracts of letters from Swan River.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517418,Letters and extracts of letters from Swan River.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517418,Letters and extracts of letters from Swan River.,3,Title from publisher's website.
17517419,Information to persons desirous of emigrating from this neighbourhood to Upper Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517419,Information to persons desirous of emigrating from this neighbourhood to Upper Canada.,2,"This document is part of CO 384/30 from The National Archives, UK."
17517419,Information to persons desirous of emigrating from this neighbourhood to Upper Canada.,3,Title from publisher's website.
17517420,"From Martin Martin, late of Felpham, Sussex, carpenter, who emigrated with the Petworth party to Upper Canada, and sailed from Portsmouth in the ship Lord Melville, April 11th, 1832, taking with him his wife and six children.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517420,"From Martin Martin, late of Felpham, Sussex, carpenter, who emigrated with the Petworth party to Upper Canada, and sailed from Portsmouth in the ship Lord Melville, April 11th, 1832, taking with him his wife and six children.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517420,"From Martin Martin, late of Felpham, Sussex, carpenter, who emigrated with the Petworth party to Upper Canada, and sailed from Portsmouth in the ship Lord Melville, April 11th, 1832, taking with him his wife and six children.",3,Title from publisher's website.
17517421,"Rates of passage money, by the Minerva, Captain Robertson, 500 tons burden to sail on or about the 28th March 1832 from Leith, to Van Diemen's Land and Sydney, New South Wales.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517421,"Rates of passage money, by the Minerva, Captain Robertson, 500 tons burden to sail on or about the 28th March 1832 from Leith, to Van Diemen's Land and Sydney, New South Wales.",2,"This document is part of CO 384/30 from The National Archives, UK."
17517421,"Rates of passage money, by the Minerva, Captain Robertson, 500 tons burden to sail on or about the 28th March 1832 from Leith, to Van Diemen's Land and Sydney, New South Wales.",3,Title from publisher's website.
17517422,The committee for promoting the emigration of females to the Australian colonies.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517422,The committee for promoting the emigration of females to the Australian colonies.,2,"This document is part of CO 384/35 from The National Archives, UK."
17517422,The committee for promoting the emigration of females to the Australian colonies.,3,Title from publisher's website.
17517423,"Scheme of vitualling for female emigrants, on the voyage from London to Australia, directed by the emigration committee to be daily issued.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517423,"Scheme of vitualling for female emigrants, on the voyage from London to Australia, directed by the emigration committee to be daily issued.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517423,"Scheme of vitualling for female emigrants, on the voyage from London to Australia, directed by the emigration committee to be daily issued.",3,Title from publisher's website.
17517424,"Extract from the Courier and New York enquirer on the twenty-third congress, first session.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517424,"Extract from the Courier and New York enquirer on the twenty-third congress, first session.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517424,"Extract from the Courier and New York enquirer on the twenty-third congress, first session.",3,Title from publisher's website.
17517425,For the information of emigrants : office of His Majesty's chief agent for the superintendence of emigrants in Upper and Lower Canada.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517425,For the information of emigrants : office of His Majesty's chief agent for the superintendence of emigrants in Upper and Lower Canada.,2,"This document is part of CO 384/35 from The National Archives, UK."
17517425,For the information of emigrants : office of His Majesty's chief agent for the superintendence of emigrants in Upper and Lower Canada.,3,Title from publisher's website.
17517426,"Official information for emigrants, arriving at New York, and who are desirous of settling in the Canadas : also, extracts from the instructions for emigrants arriving at Quebec / as issued by A. C. Buchanan.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517426,"Official information for emigrants, arriving at New York, and who are desirous of settling in the Canadas : also, extracts from the instructions for emigrants arriving at Quebec / as issued by A. C. Buchanan.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517426,"Official information for emigrants, arriving at New York, and who are desirous of settling in the Canadas : also, extracts from the instructions for emigrants arriving at Quebec / as issued by A. C. Buchanan.",3,Title from publisher's website.
17517427,"For the information of emigrants arriving at New York, and who are desirous of settling in Canada.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517427,"For the information of emigrants arriving at New York, and who are desirous of settling in Canada.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517427,"For the information of emigrants arriving at New York, and who are desirous of settling in Canada.",3,Title from publisher's website.
17517428,Public notice.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517428,Public notice.,2,"This document is part of CO 384/35 from The National Archives, UK."
17517428,Public notice.,3,Title from publisher's website.
17517429,Official caution to emigrants [printed in the Times].,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517429,Official caution to emigrants [printed in the Times].,2,"This document is part of CO 384/35 from The National Archives, UK."
17517429,Official caution to emigrants [printed in the Times].,3,Title from publisher's website.
17517430,"Refutation of the false and injurious charges contained in a letter published in the London and provincial papers, and signed ""Robert Low, Lt. R.N., ""His Majesty's Agent,"" &c. addressed to ""Lieutenant Lynch, ""Government Agent for Emigration,"" Limerick / by Edward Walkinshaw.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517430,"Refutation of the false and injurious charges contained in a letter published in the London and provincial papers, and signed ""Robert Low, Lt. R.N., ""His Majesty's Agent,"" &c. addressed to ""Lieutenant Lynch, ""Government Agent for Emigration,"" Limerick / by Edward Walkinshaw.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517430,"Refutation of the false and injurious charges contained in a letter published in the London and provincial papers, and signed ""Robert Low, Lt. R.N., ""His Majesty's Agent,"" &c. addressed to ""Lieutenant Lynch, ""Government Agent for Emigration,"" Limerick / by Edward Walkinshaw.",3,Title from publisher's website.
17517431,To emigrants and shippers.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517431,To emigrants and shippers.,2,"This document is part of CO 384/35 from The National Archives, UK."
17517431,To emigrants and shippers.,3,Title from publisher's website.
17517432,"Account of the present situation of the female emigrants from Cork to Sydney, New South Wales per the ship Red Rover, in the year 1832.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517432,"Account of the present situation of the female emigrants from Cork to Sydney, New South Wales per the ship Red Rover, in the year 1832.",2,"This document is part of CO 384/35 from The National Archives, UK."
17517432,"Account of the present situation of the female emigrants from Cork to Sydney, New South Wales per the ship Red Rover, in the year 1832.",3,Title from publisher's website.
17517433,"Testimonials in favour of Captain James Fraser, H. P. 78th Regiment.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517433,"Testimonials in favour of Captain James Fraser, H. P. 78th Regiment.",2,"This document is part of CO 384/57 from The National Archives, UK."
17517433,"Testimonials in favour of Captain James Fraser, H. P. 78th Regiment.",3,Title from publisher's website.
17517434,Western Australia : correspondence respecting emigration.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517434,Western Australia : correspondence respecting emigration.,2,"This document is part of CO 384/57 from The National Archives, UK."
17517434,Western Australia : correspondence respecting emigration.,3,Title from publisher's website.
17517435,The Australian Emigration Association.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517435,The Australian Emigration Association.,2,"This document is part of CO 384/57 from The National Archives, UK."
17517435,The Australian Emigration Association.,3,Title from publisher's website.
17517436,Australia Economic Emigration Association.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517436,Australia Economic Emigration Association.,2,"This document is part of CO 384/57 from The National Archives, UK."
17517436,Australia Economic Emigration Association.,3,Title from publisher's website.
17517437,"Testimonials of Mr. Henchy's conduct and zeal, as managing director of the Incorporated Colonial Association of Ireland, which office he resigned lately, in consequence of the transfer of the board to London.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
17517437,"Testimonials of Mr. Henchy's conduct and zeal, as managing director of the Incorporated Colonial Association of Ireland, which office he resigned lately, in consequence of the transfer of the board to London.",2,"This document is part of CO 384/83 from The National Archives, UK."
17517437,"Testimonials of Mr. Henchy's conduct and zeal, as managing director of the Incorporated Colonial Association of Ireland, which office he resigned lately, in consequence of the transfer of the board to London.",3,Title from publisher's website.
17517438,"Colonial Land and Emigration Commission : ninth general report of the Colonial Land and Emigration Commissioners, 1849.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.
