bib,title,note_num,note
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",1,Title from the printed versions (title page damaged).
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",2,Romanization supplied by cataloger.
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",3,"Incipit: Most of the incipit page is damaged; the bracketed phrases are taken from the printed version: ""Bi-ism [Allāh al-Raḥmān al-Raḥīm]. al-Ḥamdu lillāh al-wāḥid al-qahh[ār, al-ʻazīz al-ghaffār, muqaddir al-aqdār, muṣarrif al-umūr, mukawwir al-layl ʻalá] al-nahār tabṣiratan li-ulī al-qu[lūb wa-al-abṣār, alladhī ayqaẓa min khalqihi man iṣṭafāhu] fa-adkhalahu fī jumlat al-akhyār [wa-waffaqa man ijtabāhu min ʻabīdihi fa-jaʻalahu min al-muqarrabīn al-abrār], wa-baṣṣara man aḥabbahu fa-zahhadahum fī h[dhihi al-dār fa-ijtahadū fī marḍātihi wa-al-taʼahhub li-dār al-qarār] wa-ijtināb mā yuskhiṭuhu wa-al-ḥadhar min ..."""
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",4,Secundo folio: The beginning of the second folio is damaged.
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",5,24.5 x 17.5 cm; written surface: 12.5 x 18.5 cm; 23 lines per page.
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",6,Binding: In marbled cardboard binding with flap.
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",7,"In good naskh script, in black ink, on white aging paper, headings in red; some corrections on the margins; most pages are damaged with considerable loss of text; no catchwords."
13183442,"880-03 al-Adhkār al-Nawawīyah, aw, Ḥilyat al-abrār wa-shiʻār al-akhyār fī talkhīṣ al-daʻawāt wa-al-adhkār al-mustaḥabbah fī al-layl wa-al-nahār : manuscript / Yaḥyá ibn Sharaf al-Nawawī.",8,"Colophon: The last page is damaged; text ends with: ""... aw ghalaṭ, wa-huwa mukhālif lil-kitāb wa-al-Sunnah wa-naṣṣ Imāmunā [al-Shāfiʻī] ..."""
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,1,Title from folio 1a.
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,2,Romanization supplied by cataloger.
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī wa-ṣallá Allāh ʻalá Sayyidinā wa-Mawlānā Muḥammad wa-ālihi wa-ṣaḥbihi wa-sallam. Yā man aḥzābuhu lam tazal muʼayyadah, ʻalá al-aʻdāʼ manṣūrah, wa-aḥbābuhu lam tazal aʻlāmuhum bi-dhikrihi manshūrahk, fī ṣūrah aʻẓim bi-hā min ṣūrah. Naḥmaduka ʻalá ālāʼika al-ʻāmmah madadta bi-hā fa-lam takun maqṣūrah ..."""
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,4,Secundo folio: ḥizbuhu min al-Qurʼān.
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,5,15.5 x 20.5 cm; written surface: 10.5 x 17 cm; 25 lines per page.
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,6,Binding: In marbled cardboard binding.
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,7,"In naskh/ruqʻah script, in black ink, on white paper, headings and markings and the phrases of Ḥizb al-Nawawī in red; some corrections on the margins; some wormholes; text within double red frame; catchwords."
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,8,"At folio 1a: Sharḥ Ḥizb al-Imām al-Zāhid al-wariʻ al-ḍābiṭ al-muḥaqqiq Muḥyī al-Dīn Abī Zalarīyā Yaḥyá al-Quṭb al-Nawawī lil-Shaykh al-ʻālim al-ʻallāmah al-ʻumdah al-fahhāmah Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī thumma al-Madanī laṭafa Allāh taʻālá bi-nā wa-bihi."""
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,9,"Colophon: ""Qāla muʼallifuhu ʻabd Allāh taʻālá al-faqīr ilá ʻafwihi wa-maghfiratih Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī thumma al-Madanī kāna Allāh la-hu wa-jaʻalahu mimman lil-wilāyah ahlah: Wāfaqa al-farāgh minhu ḍaḥwat al-Ithnayn al-tāsiʻ min Ṣafar al-Khayr ʻām ithnayn wa-khamsīn wa-miʼah wa-alf bi-manzilī bi-al-Madīnah al-Munawwarah taḥta al-Manārah al-Sulaymānīyah min al-Masjid al-Sharīf ṣallá Allāh ʻalá musharrifihi wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam wa-al-ḥamdu lillāh waḥdah."""
13183447,880-02 Sharḥ Ḥizb al-Nawawī : manuscript / Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī.,10,"Translation of the colophon: ""Its author, the servant of God who is in need of His pardon and forgiveness, Muḥammad ibn al-Ṭayyib ibn Muḥammad al-Fāsī al-Madanī, May God be on his side and make him worthy of the Sufi status (wilāyah) said: The book was finished on Monday morning, the ninth of Ṣafar, the year 1152 at my home in al-Madīnah al-Munawwarah under the Sulaymānīyah Minaret of al-Masjid al-Sharīf, May God pray on Him who had honored it by His presence, and on his family and companions and grant them peace. Praise be to God alone."""
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,1,Title supplied by cataloger.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,2,Romanization supplied by cataloger.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,3,"Starts with part of verse 11 of Sūrat Yāsīn (folio 3a): ""... al-dhikr wa-khashiya al-Raḥmān bi-al-ghayb fa-bashshirhu bi-maghfiratin wa-ajrin karīm. Innā naḥnu nuḥyī al-mawtá wa-naktubu mā qaddamū wa-āthārahum wa-kulla shayʼin aḥṣaynāhu fī imāmin mubīn ..."""
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,4,Secundo folio: wa-mā kunnā munzilīn
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,5,10.5 x 16 cm; written surface: 8 x 12.5 cm; 11 lines per page.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,6,Binding: In brown leather binding with flap; central medallions on front and back covers and on flap.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,7,"In beautiful naskh script, in black ink, on white paper, headings and markings in red; catchwords."
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,8,On folios 1b-2a: An invocation in Ottoman Turkish.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,9,Folio 22 is torn.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,10,On folios 23a-32a: Invocations in Arabic and Ottoman Turkish.
13183450,Selections from the Qurʼan and invocations in Arabic and Ottoman Turkish : manuscript.,11,Ends with Sūrat al-Fātiḥah.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,1,Title from the printed versions.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,2,Romanization supplied by cataloger.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh alladhī jaʻala falaka al-qudrah ʻalá dawr al-ḥikmah fī aqṭār quṭb al-mijarrah mustadīran, wa-jaʻala qamar al-ʻizzah ʻalá ṣafāʼ ṣadaf qaʻr al-baḥr fī madārij al-kawākib mustanīran, wa-fataqa ʻalá ṣafaḥāt al-ufuq bi-yad al-aqdār min ṭīb al-kalām ʻanbaran wa-ʻabīran ..."""
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,4,Secundo folio: āsan wa-yāsamīnan wa-nisrīnan.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,5,13 x 20 cm; written surface: 8 x 13.5 cm; 13 lines per page.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,6,Binding: In marbled cardboard with leather spine.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,7,"In beautiful naskh script, in black ink, on white paper, headings and markings in red; text within red frame; catchwords."
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,8,At the head of folio 1b: A decorative geometrical design in black and red.
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,9,"At the very end of the text in a different hand: ""Sulaymān ibn al-Ḥājj Khiḍr"", probably an owner."
13183636,880-02 al-Mawlid al-Nabawī : manuscript / ʻAbd al-Raḥīm ibn Aḥmad al-Buraʻī.,10,"Ends with: ""Rabbanā taqabbal minnā innaka anta al-samīʻ al-ʻalīm wa-tub ʻalaynā innaka anta al-tawwāb al-raḥīm. Subḥāna Rabbika Rabb al-ʻizzah ʻammā yaṣifūn wa-salāmun ʻalá al-mursalīn wa-al-ḥamdu lillāh Rabb al-ʻĀlamīn."""
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,1,Title from reference sources.
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,2,Romanization supplied by cataloger.
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi nastaʻīn. Bāb dhikr maghāzīhi ṣallá Allāh ʻalayhi wa-sallam. Dhukira anna maghāziyahu, ṣallá Allāh ʻalayhi wa-sallam, ay, wa-hiya allatī ghazā fīhā bi-nafsihi kānat sabʻan wa-ʻishrīn, ay, wa-hiya Ghazwat Buwāṭ thumma Ghazwat al-ʻAshīrah thumma Ghazwat Ṣafwān ..."""
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,4,Secundo folio: wa-al-Ṭāʼif thumma Ghazwat Tabūk.
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,5,16.5 x 23 cm; written surface: 9.5 x 16 cm; 23 lines per page.
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,6,Binding: In marbled cardboard with brown leather on spine and flap (in 20 quires; the first 13 quires are numbered)
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,7,"In good medium naskh script, in black ink, on white paper, headings and keywords in red; catchwords."
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,8,"On the lower edge of the leaves: ""Min al-Sīrah al-Ḥalabīyah."""
13183699,880-03 Insān al-ʻuyūn fī sīrat al-amīn al-maʼmūn : manuscript / ʻAlī ibn Ibrāhīm al-Ḥalabī.,9,"Ends with: ""Wa-fī hādhihi al-sanah al-khāmisah khusifa al-qamar fa-ṣallá Rasūl Allāh, ṣallá Allāh ʻalyahi wa-sallam, bi-aṣḥābihi ṣalāt al-khusūf ḥattá injalá al-qamar wa-ṣārat al-Yahūd taḍribu bi-al-ṭisās wa-yaqūlūn: 'Saḥara al-qamar'. Tammat hādhihi al-ghazwah wa-min baʻdihā Ghazwat al-Khandaq."""
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,1,Title from title page (folio 1a)
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,2,Romanization supplied by cataloger.
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm wa-bi-hi thiqatī. al-Ḥamdu lillāh alladhī ajrá maknūn aḥadīyatihi fī sufun wāḥidīyatihi wa-ahabb ʻalayhā riyāḥ raḥmānīyatihi fa-istawá ʻalá Jūdī ṣamadānīyatihi fa-adār bi-dawarānihā al-aflāk ..."""
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,4,Secundo folio: hum al-ghālibūn ammā baʻd.
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,5,16 x 22.5 cm; written surface: 8.5 x 14.5 cm; 19 lines per page.
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,6,Binding: Unbound.
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,7,"In beautiful naskh script, in black ink, on white paper, with keywords in red; text within double red frame; some leaves glued together because of water damage with considerable loss of text; catchwords."
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,8,"On folio 1a: ""Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī nafaʻanā Allāh bi-asrārihi, tahdhīb al-faqīr ʻabd mawlāh Muḥammad Murtaḍá al-Ḥasanī, ʻufiya ʻanhu. Āmīn."""
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,9,"On leaf 1a an endowment statement: ""Yā mawlāy. Yā wāḥid shaʼnih. Waqafa hādhā al-kitāb al-Sayyid Muḥammad Abū al-Anwār al-Sādāt. 1193."""
13183746,880-02 Sulāfat al-mudām al-tibrīyah fī takmīl sharḥ ḥizb al-quṭb Sayyidī Muḥammad al-Bakrī : manuscript / Muḥammad ibn Muḥammad Murtaḍá al-Zabīdī.,10,Colophon: Colophon missing; text ends abruptly; last five lines illegible because of water damage.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,1,Title from title page.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,2,Romanization supplied by cataloger.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi ajmaʻīn. Qāla, raḥimahu Allāh taʻālá: Faṣl. Kull masʼalah fīhā qawlān lil-Shāfiʻī, raḍiya Allāh ʻanhu, qadīm wa-jadīd, fa-al-jadīd huwa al-ṣaḥīḥ wa-ʻlayhi al-ʻamal li-anna al-qadīm marjūʻ ʻanh. Wa-istathná jamāʻah min aṣḥābinā naḥwa ʻishrīn masʼalah aw akthar ..."""
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,4,Secundo folio: al-shafaq wa-masʼalat al-munfarid.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,5,16 x 22 cm; written surface: 10 x 15.5 cm; 21 lines per page.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,6,Binding: Unbound.
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,7,"In good naskh script, in black ink on white paper with some keywords in red; catchwords."
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,8,"On folio 1a: ""Kitāb al-Masāʼil al-muftá bi-hā ʻalá al-qadīm taʼlīf Sayyidinā wa-Mawlānā al-Shaykh al-Imām wa-al-baḥr al-humām al-ʻumdah al-ʻallāmah Muḥyī al-Dīn al-Nawawī. Raḥimahu Allāh taʻālá wa-nafaʻanā bi-hi. Āmīn."""
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,9,"Colophon: ""Wa-billāh al-iʻānah wa-al-tawfīq. Wa-al-ḥamdu lillāh waḥdah. Wa-ṣallá Allāh ʻalá man lā nabī baʻdah. Āmīn. Tamm."""
13184027,880-02 al-Masāʼil al-muftá bi-hā ʻalá al-qadīm : manuscript / Muḥyī al-Dīn al-Nawawī.,10,"Translation of colophon: ""From God comes help and success. Praise be to God alone. May God pray on the One who no prophet comes after him. Amen. Concluded."""
13185880,"[Miracles of the Saint Mary, Blessed Virgin, and image of Galawedéwos (Claudius)].",1,"Bound in plain wooden boards; four chain stitches, in leather slip-case, with loops for missing carrying strap. Some holes and tears in parchment stitched back together. Sparse marginalia."
13185880,"[Miracles of the Saint Mary, Blessed Virgin, and image of Galawedéwos (Claudius)].",2,"Notes: F. i r(ecto): “Miracles of the Virgin” written in a Western hand; F. 12r and passim mention the owner, ገብራ ገላወዴዎስ; Blank: ff. i v(erso)–ii v(erso), the two folios (recto and verso) between numbered folios 52 and 53, 91r–92v."
13185880,"[Miracles of the Saint Mary, Blessed Virgin, and image of Galawedéwos (Claudius)].",3,Two columns (ff. 1r–86v); One column (ff. 87r–90v). 14 lines.
13185900,"[Psalter, Song of Songs, and hymn].",1,"Wood covers, four chain stitches, leather Oriental binding, fine cloth visible between the paste downs. German typescript of Holmes' notes glued to the flyleaf -- Holmes mentions that the MS contains a Psalter, Song of Songs, and a praise of Mary, and hypothesizes regarding the purpose of the outer calf-skin capsule. Sparse marginalia and scribal corrections. Some holes and tears in MS are stitched back together. Minor worming on the back cover."
13185900,"[Psalter, Song of Songs, and hymn].",2,One column (ff. 1r–123v; two columns (ff. 129r–145v). 24 lines.
13185900,"[Psalter, Song of Songs, and hymn].",3,"F. 1r. Face plate pasted over the text: Yale University Library. Gideon Scull and Elizabeth Holmes Memorial. Gift of Edmund Wales Holmes, AB, MD. Class of 1872. 1920 [date of donation?]; F. 2 contains a report in German of the contents and date of the book, in which the writer makes a case for the 17th century. However, the Psalter is clearly written by a hand of the late-nineteenth or early-twentieth century; Blank: Ff. 2v–4v, 145r–148v; Word for God is rubricated throughout."
13185907,"[Psalter, with Psalms of the Saint Mary, Blessed Virgin, with Biblical Canticles, Song of Songs, and Gate of Light].",1,Oriental leather binding over wooden boards; one column (ff. 1r–189v); two columns (ff. 190r–209r). 20 lines per page.
13185907,"[Psalter, with Psalms of the Saint Mary, Blessed Virgin, with Biblical Canticles, Song of Songs, and Gate of Light].",2,Contains an English translation of Psalm 151 in the flyleaf. Some tears and holes in MS stitched together. Some later scribal alterations.
13185907,"[Psalter, with Psalms of the Saint Mary, Blessed Virgin, with Biblical Canticles, Song of Songs, and Gate of Light].",3,"F. ii v, note of provenance: ""This Psalter was one of the books found in Magdala when that place was taken by Sir Robert Napier, afterwards Lord Napier of Magdala, in 1868. The collection had been formed by [King] Theodore with the intention of founding a large Library. These books were carried off by our people, and partly given to Abyssinian churches on the march back to Zayla [?], and a number were brought back to England for our own and for foreign libraries. When nearing Zoula on the return march, M. Munzinger, who had charge of the books, found that he had a few to spare, and among them was this Psalter, which he gave to me. -- William Simpson, 2nd April, 1881.""; F. 1r: note in the upper margin: ዳዊት ዘ ቅዱስ መድኃኔ ዓለም (this is the statement that the Psalter belonged to the Great Library to be formed at Magdala by Theodore -- W. Simpson); Fine cloth is visible between the paste downs of the front and back cover; The Qalu counting employs the number 9, and does not include the strophes of the Virgin Mary; Blank: ff. iii r, 209v."
13186372,"Commonplace book, [ca. 1786]",1,Author not identified.
13186372,"Commonplace book, [ca. 1786]",2,Only rectos of leaves are numbered after page 20.
13186372,"Commonplace book, [ca. 1786]",3,Entries are penned in sepia ink by a legible hand.
13186372,"Commonplace book, [ca. 1786]",4,"Bound in calf hide, tooled border decorations, spine title 'Placebook'."
13186372,"Commonplace book, [ca. 1786]",5,"Four fragments ([9] pages) with notes on British history, geography and astronomy, laid in."
13189402,Antoine Chambaud letterbook and accounts : manuscript.,1,Laid in: five additional undated accounts related to the Chambaud fabric business.
13189402,Antoine Chambaud letterbook and accounts : manuscript.,2,"Laid in: autograph letter, signed ""Villard,"" addressed to ""Madame Chambaud,"" 1821 January 24."
13189402,Antoine Chambaud letterbook and accounts : manuscript.,3,Annotations in pencil on front pastedown.
13189402,Antoine Chambaud letterbook and accounts : manuscript.,4,Binding: original patterned paper boards.
13189647,Walter Hawkesworth account book : manuscript.,1,Title devised by cataloger.
13189647,Walter Hawkesworth account book : manuscript.,2,"Written on page 1 recto: ""Disb.ts for the Year 1709 to Mic: 1710. 1709/10""; signatures ""Lucy Hawkesworth"" and ""WHawkeworth""; and pen trials in different hands."
13189647,Walter Hawkesworth account book : manuscript.,3,"Binding: original reused parchment scrap, stitched: ""In this are the Inventory of the Goods"" written on inside back flap."
13189703,Physica particularis : manuscript.,1,Title from caption.
13189703,Physica particularis : manuscript.,2,"Autograph on second blank page: ""Le Roux."""
13189703,Physica particularis : manuscript.,3,"Red leather spine label, gilt: ""Phisic. Part 1."""
13189703,Physica particularis : manuscript.,4,"Binding: eighteenth-century full marbled calf with compartmented spine, gilt."
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,1,Title devised by cataloger.
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,2,"Ownership inscription of Wolfgang Pielnhuber, dated 1625 August 26, on page 5."
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,3,Signed annotation by Georg König on final page (page damaged).
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,4,"Faded annotated leaf bound in at the end of the volume: ""Alexander Velberis Augustanus...."""
13189917,Wolfgang Pielnhuber commonplace book containing Latin aphorisms : manuscript.,5,Binding: modern full calf in seventeenth-century style.
13189958,Rental book for unidentified properties in the Netherlands : manuscript.,1,"Partially effaced title on front cover: ""Rentboucxken van awerd Westerlos...."""
13189958,Rental book for unidentified properties in the Netherlands : manuscript.,2,Title devised by cataloger.
13189958,Rental book for unidentified properties in the Netherlands : manuscript.,3,"Binding: original limp parchment over cardboard, stitched; remains of ties."
13191552,Annotations in The tournament of Tottenham : manuscript.,1,Occasional marginal notes in both sections in different hands.
13191552,Annotations in The tournament of Tottenham : manuscript.,2,"Laid in: two autograph letters to an unidentified recipient, signed by Markham John Thorpe, 1849 October 3 and 1849 October 4."
13191552,Annotations in The tournament of Tottenham : manuscript.,3,"Laid in: autograph letter in the third person to ""Mr. Howard"" from Henry Sotheran & Co., including a pasted-on catalog description of this volume, 1893 June 5."
13191552,Annotations in The tournament of Tottenham : manuscript.,4,"Binding: eighteenth-century full calf, repaired."
13191567,Roman writing tablet.,1,Possibly made from silver fir wood.
13191567,Roman writing tablet.,2,"Housed in protective case, 25 cm x 20 cm."
13191647,Missal : use of Sarum.,1,Layout: double columns of 36 lines each.
13191647,Missal : use of Sarum.,2,Script: Gothic liturgical book script with Anglicana features.
13191647,Missal : use of Sarum.,3,Decoration: rubricated; numerous red and blue initials with contrasting penwork. 15 large illuminated and gilt initials with bar borders and foliate sprays; 1 large illuminated initial with full border in the style of the workshop of Herman Scheere.
13191647,Missal : use of Sarum.,4,Music: music with square notes on a 4-line red staff.
13191647,Missal : use of Sarum.,5,Binding: full goatskin over oak boards; sewn on 7 double thongs. Chemise binding with chemise portion now trimmed and folded over inside boards.
13191647,Missal : use of Sarum.,6,Byname: South Weald Missal.
13191787,Libellus.,1,"The volume opens with a dedicatory preface addressed to Antoniotto Adorno, doge of Genoa."
13191787,Libellus.,2,Incipit: Libellus fr[atr]is thelofori p[re]sbiteri heremite....
13191787,Libellus.,3,"Layout: single column, usually 37 lines."
13191787,Libellus.,4,Script: Italian semigothic.
