bib,title,note_num,note
3474824,Sharḥ al-Qaṣīdah al-munfarijah. -- 1718 or 19.,1,Considerable marginalia.
3474824,Sharḥ al-Qaṣīdah al-munfarijah. -- 1718 or 19.,2,With: 4 other titles.
3474832,Sharḥ al-ʻArūḍ al-Andalusī. -- 1847.,1,With: 1 other title.
3474917,al-Jawāhir al-mukallalah li-man rāma al-ṭuruq al-mukammalah.,1,Title also in manuscript in later hand: al-Jawāhir al-mukallalah fī al-qirāʾāt al-ʻasharah.
3474923,Tuḥfat al-mulūk. -- [16--?].,1,Sometimes attributed to Muḥammad ibn Tāj al-Dīn Ibrāhīm al-Tūqātī.
3474923,Tuḥfat al-mulūk. -- [16--?].,2,"Islamic binding, paper-covered, with flap."
3474923,Tuḥfat al-mulūk. -- [16--?].,3,Interlinear and marginal notations.
3474923,Tuḥfat al-mulūk. -- [16--?].,4,With: 1 other title.
3474923,Tuḥfat al-mulūk. -- [16--?].,5,No. 1 of 2 items bound together.
3474929,[Azhār anẓarī]. -- [16--?].,1,"Islamic binding, paper-covered, with flap."
3474929,[Azhār anẓarī]. -- [16--?].,2,With: 1 other title.
3474929,[Azhār anẓarī]. -- [16--?].,3,No. 2 of 2 items bound together.
3474946,Ḥāshiyat Qarah Khalīl ʻalá Ṭāshkubrīʹzādah min al-Ādāb / Khalīl ibn Ḥasan al-Sīrawī. -- 1886.,1,Also known as: Hadīyat al-Nabī al-mustaṭāb fī ʻilm al-naẓar wa-al-ādāb.
3474946,Ḥāshiyat Qarah Khalīl ʻalá Ṭāshkubrīʹzādah min al-Ādāb / Khalīl ibn Ḥasan al-Sīrawī. -- 1886.,2,"Islamic binding, in burgundy, with flap."
3474946,Ḥāshiyat Qarah Khalīl ʻalá Ṭāshkubrīʹzādah min al-Ādāb / Khalīl ibn Ḥasan al-Sīrawī. -- 1886.,3,With: 3 other titles.
3474946,Ḥāshiyat Qarah Khalīl ʻalá Ṭāshkubrīʹzādah min al-Ādāb / Khalīl ibn Ḥasan al-Sīrawī. -- 1886.,4,No. 1 of 2 items bound together.
3474956,Risālah fī ʻilm ādāb al-baḥth. -- [18--].,1,With: 3 other titles.
3474956,Risālah fī ʻilm ādāb al-baḥth. -- [18--].,2,No. 1 of 2 items bound together.
3477133,Sharḥ duʻaʾ asmāʾ al-ḥusnā. -- [ca. 1687].,1,"Islamic binding, in black, with flap."
3477133,Sharḥ duʻaʾ asmāʾ al-ḥusnā. -- [ca. 1687].,2,With: 2 other titles.
3477133,Sharḥ duʻaʾ asmāʾ al-ḥusnā. -- [ca. 1687].,3,No. 2 of 3 items bound together.
3477135,Faʾl name-yi Qurʾān ʻaẓīm. -- [17--?].,1,With: 4 other titles.
3477144,Tajwīd al-ṣaḥīḥ fī al-lisān al-faṣīh. -- 1708-10.,1,"Islamic binding, covered in red fabric, with flap."
3477144,Tajwīd al-ṣaḥīḥ fī al-lisān al-faṣīh. -- 1708-10.,2,With: 4 other titles.
3477161,Kitāb qawaʻid-i Qurʾān. -- 1693.,1,Also known as: Şerḥ el-Muḳaddime el-Cazariye fi el-tecvid.
3477161,Kitāb qawaʻid-i Qurʾān. -- 1693.,2,"Islamic binding, covered in red fabric, with flap."
3477161,Kitāb qawaʻid-i Qurʾān. -- 1693.,3,Marginalia.
3477161,Kitāb qawaʻid-i Qurʾān. -- 1693.,4,With: 4 other titles.
3477178,Sharḥ Taʻlīm al-mutaʻallim. -- 1662.,1,Small Turkish nastaʻlīq.
3477178,Sharḥ Taʻlīm al-mutaʻallim. -- 1662.,2,"Islamic binding, in brown, with flap."
3477183,al-Budūr al-zāhirah fī al-qirāʾāt al-ʻashrah al-mutawātirah / taʾlīf ... Sirāj al-Dīn ʻUmar ibn Qāsim ibn Muḥammad ibn ʻAlī al-Anṣārī al-Muqarrī al-shahīr bi-al-Nashshār. -- 1721 or 2.,1,Multicolored ʻunwān.
3477192,[ʻArāʾis al-majālis fī qiṣaṣ al-anbiyāʾ] / Abū Isḥāq Aḥmad ibn Muḥammad ibn Ibrāhīm al-Thaʻlabī. -- [16--?].,1,"Title from: Brockelmann, I, 350."
3477192,[ʻArāʾis al-majālis fī qiṣaṣ al-anbiyāʾ] / Abū Isḥāq Aḥmad ibn Muḥammad ibn Ibrāhīm al-Thaʻlabī. -- [16--?].,2,Also known as: Nafāʾis al-ʻarāʾis.
3477192,[ʻArāʾis al-majālis fī qiṣaṣ al-anbiyāʾ] / Abū Isḥāq Aḥmad ibn Muḥammad ibn Ibrāhīm al-Thaʻlabī. -- [16--?].,3,"Large elegant naskhī, except for leaf 1 and 14 leaves at the end which are in a more recent and smaller hand."
3477206,Kitāb al-taysīr fī al-tafsīr : mujallad. -- 1336 or 7.,1,Medium naskhī.
3477216,Kitāb al-mūjiz fī uṣūl al-qirāʾāt al-sabʻ ʻalá ṭarīq al-Shāṭibīyah wa-al-taysīr. -- [1400-1599].,1,With: 1 other title.
3484527,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-awwal / lil-imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukharī. -- 1445.,1,Medium vocalized naskhī.
3484527,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-awwal / lil-imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukharī. -- 1445.,2,Substantial marginalia.
3484527,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-awwal / lil-imām Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukharī. -- 1445.,3,Multi-colored title page.
3484551,Kitāb maṣābīḥ al-jāmiʻ / taʾlīf ... Muḥammad ibn Abī Bakr ibn ʻUmar al-Makhzūmī al-Damāmīnī. -- 1559.,1,Multicolored title-page.
3484551,Kitāb maṣābīḥ al-jāmiʻ / taʾlīf ... Muḥammad ibn Abī Bakr ibn ʻUmar al-Makhzūmī al-Damāmīnī. -- 1559.,2,"Islamic binding, in brown, with flap; front cover and spine missing."
3484556,al-Ṭarīqah al-Muḥammadīyah / lil-Birkawī Muḥammad ibn Pīr ʻAlī. -- 1863 or 4.,1,Hasty naskhī.
3484556,al-Ṭarīqah al-Muḥammadīyah / lil-Birkawī Muḥammad ibn Pīr ʻAlī. -- 1863 or 4.,2,"Some marginalia, especially in the beginning."
3484566,[Sharḥ al-Yāsamīnīyah] / Shihāb al-Dīn Abū al-ʻAbbās Aḥmad ibn Shams al-Dīn al-shahīr bi-Ibn al-Hāʾim. -- [18--].,1,Various modern hands.
3484566,[Sharḥ al-Yāsamīnīyah] / Shihāb al-Dīn Abū al-ʻAbbās Aḥmad ibn Shams al-Dīn al-shahīr bi-Ibn al-Hāʾim. -- [18--].,2,Marginalia.
3484566,[Sharḥ al-Yāsamīnīyah] / Shihāb al-Dīn Abū al-ʻAbbās Aḥmad ibn Shams al-Dīn al-shahīr bi-Ibn al-Hāʾim. -- [18--].,3,"Islamic binding, paper covered, with flap."
3484569,Kitāb tuḥfat al-akhyār fī bayān aqsām al-akhbār / taʾlīf ... Aḥmad ibn Muḥammad al-Muʾayyad Abī Naṣr. -- [1204?].,1,"According to the title page this is the holograph, although the copyist is identified in the colophon as Isḥāq ibn Ibrāhīm ibn Abī al-[unpointed and unvocalized]. However, the date of compilation both on the title page and in the colophon is A.H. 601 (A.D. 1204)."
3484569,Kitāb tuḥfat al-akhyār fī bayān aqsām al-akhbār / taʾlīf ... Aḥmad ibn Muḥammad al-Muʾayyad Abī Naṣr. -- [1204?].,2,"Islamic binding, in brown, with flap."
3484569,Kitāb tuḥfat al-akhyār fī bayān aqsām al-akhbār / taʾlīf ... Aḥmad ibn Muḥammad al-Muʾayyad Abī Naṣr. -- [1204?].,3,Worming occasionally affects text.
3484574,Mukhtaṣar al-uṣūl al-munīfah lil-imām Abī Ḥanīfah. -- 1870 or 71.,1,Hasty nastaʻlīq.
3484574,Mukhtaṣar al-uṣūl al-munīfah lil-imām Abī Ḥanīfah. -- 1870 or 71.,2,Some marginalia.
3484574,Mukhtaṣar al-uṣūl al-munīfah lil-imām Abī Ḥanīfah. -- 1870 or 71.,3,"Islamic binding, in green, with flap."
3484574,Mukhtaṣar al-uṣūl al-munīfah lil-imām Abī Ḥanīfah. -- 1870 or 71.,4,With: 1 other title.
3484577,[Ishārāt al-marām min ʻibārāt al-imām] / Aḥmad ibn Ḥusām al-Dīn Ḥasan ibn al-Shaykh Sinān al-Bayāḍī. -- 1870 or 71.,1,Hasty nastaʻlīq.
3484577,[Ishārāt al-marām min ʻibārāt al-imām] / Aḥmad ibn Ḥusām al-Dīn Ḥasan ibn al-Shaykh Sinān al-Bayāḍī. -- 1870 or 71.,2,"Islamic binding, in green, with flap."
3484577,[Ishārāt al-marām min ʻibārāt al-imām] / Aḥmad ibn Ḥusām al-Dīn Ḥasan ibn al-Shaykh Sinān al-Bayāḍī. -- 1870 or 71.,3,Some marginalia.
3484577,[Ishārāt al-marām min ʻibārāt al-imām] / Aḥmad ibn Ḥusām al-Dīn Ḥasan ibn al-Shaykh Sinān al-Bayāḍī. -- 1870 or 71.,4,With: 1 other title.
3484581,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-thālith / taʾlīf...Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukhārī. -- 1438.,1,Medium vocalized nastaʻlīq.
3484581,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-thālith / taʾlīf...Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukhārī. -- 1438.,2,Illuminated title page.
3484581,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-thālith / taʾlīf...Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukhārī. -- 1438.,3,"Islamic binding, in black with gilt decoration, with flap."
3484581,al-Jāmiʻ al-ṣaḥīḥ : al-juzʾ al-thālith / taʾlīf...Abī ʻAbd Allāh Muḥammad ibn Ismāʻīl ibn Ibrāhīm al-Bukhārī. -- 1438.,4,Some marginalia.
3484592,Nihāyat al-ṭalab fī sharḥ al-Muktasab fī zirāʻat al-dhahab. -- [17--?].,1,Medium-sized scholarly naskhī.
3484592,Nihāyat al-ṭalab fī sharḥ al-Muktasab fī zirāʻat al-dhahab. -- [17--?].,2,Extra calligraphic sheet in thuluth laid in.
3484592,Nihāyat al-ṭalab fī sharḥ al-Muktasab fī zirāʻat al-dhahab. -- [17--?].,3,Index of contents precedes work.
3486452,al-Jāmiʻ al-ṣaḥīh : al-mujallad al-thālith / Abī ʻAbd Allāh al-Bukhārī. -- 1379.,1,Ornamental headings.
3486452,al-Jāmiʻ al-ṣaḥīh : al-mujallad al-thālith / Abī ʻAbd Allāh al-Bukhārī. -- 1379.,2,"Islamic binding, in brown, with flap."
3486461,al-Wasīlah al-Aḥmadīyah wa-al-dharīʻah al-sarmadīyah fī sharḥ [al-]ṭarīqah al-Muḥammadīyah / Rajab ibn Aḥmad. -- 1723.,1,"Small, hasty naskhī."
3486461,al-Wasīlah al-Aḥmadīyah wa-al-dharīʻah al-sarmadīyah fī sharḥ [al-]ṭarīqah al-Muḥammadīyah / Rajab ibn Aḥmad. -- 1723.,2,"Islamic binding, in brown, flap missing."
3486461,al-Wasīlah al-Aḥmadīyah wa-al-dharīʻah al-sarmadīyah fī sharḥ [al-]ṭarīqah al-Muḥammadīyah / Rajab ibn Aḥmad. -- 1723.,3,Occasional marginalia.
3486463,Mafātīḥ al-jinān wa-maṣābīḥ al-janān. -- 1454 or 1551.,1,Also known as: Sharḥ Shirʻat al-Islām.
3486463,Mafātīḥ al-jinān wa-maṣābīḥ al-janān. -- 1454 or 1551.,2,"Minute scholarly naskhī, except for the first few leaves which are in a modern hand."
3486463,Mafātīḥ al-jinān wa-maṣābīḥ al-janān. -- 1454 or 1551.,3,Some marginalia.
3486468,Kitāb raḥmat al-ummah fī ikhtilāf al-aʾimmah / taʾlīf Ṣadr al-Dīn Muftī Zayn al-Dīn ʻAbd al-Raḥmān al-Qurashī al-ʻUthmānī.-- 1608.,1,Medium-sized naskhī.
3486468,Kitāb raḥmat al-ummah fī ikhtilāf al-aʾimmah / taʾlīf Ṣadr al-Dīn Muftī Zayn al-Dīn ʻAbd al-Raḥmān al-Qurashī al-ʻUthmānī.-- 1608.,2,"Islamic binding, paper covered, with flap."
3486468,Kitāb raḥmat al-ummah fī ikhtilāf al-aʾimmah / taʾlīf Ṣadr al-Dīn Muftī Zayn al-Dīn ʻAbd al-Raḥmān al-Qurashī al-ʻUthmānī.-- 1608.,3,Occasional marginalia.
3486472,Kitāb sharḥ Ṭayyibat al-nashr fī al-qirāʾāt al-ʻashr / li-ibn al-nāẓim. -- 1688.,1,"Medium-sized bold naskhī, in red and black ink."
3486472,Kitāb sharḥ Ṭayyibat al-nashr fī al-qirāʾāt al-ʻashr / li-ibn al-nāẓim. -- 1688.,2,"Islamic binding, paper-covered, with flap."
3486472,Kitāb sharḥ Ṭayyibat al-nashr fī al-qirāʾāt al-ʻashr / li-ibn al-nāẓim. -- 1688.,3,Table of contents in modern hand precedes text.
3486569,Qaṣīdah fī ʻilm al-qawāfī / min inshāʾ al-Ṣāḥib Ismāʻīl ibn ʻAbbād. -- [16--?].,1,"Islamic binding, paper covered, flap missing."
3486569,Qaṣīdah fī ʻilm al-qawāfī / min inshāʾ al-Ṣāḥib Ismāʻīl ibn ʻAbbād. -- [16--?].,2,With: 8 other titles.
3486574,al-Qusṭās fī al-ʻarūḍ. -- [16--?].,1,"Islamic binding, paper covered, flap missing."
3486574,al-Qusṭās fī al-ʻarūḍ. -- [16--?].,2,With: 8 other titles.
3486579,ʻArūḍ al-qusṭās al-ʻAjamī. -- [15--?].,1,"Islamic binding, paper covered, flap missing."
3486579,ʻArūḍ al-qusṭās al-ʻAjamī. -- [15--?].,2,With: 8 other titles.
3486585,Mā lā yasaʻu al-ṭabīb jahluh / [Yūsuf ibn Ismāʻīl ibn al-Kutubī]. -- 1588.,1,"Small, scholarly naskhī."
3486585,Mā lā yasaʻu al-ṭabīb jahluh / [Yūsuf ibn Ismāʻīl ibn al-Kutubī]. -- 1588.,2,"Islamic binding, paper covered, with flap."
3486593,Miṣbāḥ fī sharḥ al-Miftāḥ / al-Sayyid al-Sharīf al-Jurjānī. -- 1437.,1,"Hasty, slanted naskhī."
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,1,Large naskhī or thuluth.
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,2,"Large decorative headings in black, gold, red and white."
3486624,al-Jawhar al-rafīʻ wa-dawḥat al-maʻānī fī maʻrifat anwāʻ al-badīʻ / Wajīh al-Dīn ʻAbd al-Raḥmān ibn Muḥammad ibn Yūsuf al-ʻAlawī. -- [ca. 1600].,3,"Islamic binding, in brown, with flap detached."
3486631,"Letters from a forty-niner / by Charles T. Harlan, transcribed and edited by Eugene C. Baker ca. 1943.",1,"The original letters were the property of Mrs. Eugene C. Barker, the grand-niece of Julia Le Grand. Mrs. Barker deposited the letters with the University of Texas Library at Austin sometime in the 1940s."
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,1,Also known as: Īḍāḥ fī ʻilm al-balāghah.
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,2,Medium naskhī.
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,3,"Islamic binding, in brown, flap missing."
3486633,al-Īḍāḥ fī al-maʻānī wa-al-bayān. -- 1338.,4,Acephalous. First folio in a later hand.
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,1,Medium-sized hasty naskhī.
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,2,Marginalia.
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,3,"Islamic binding, in brown, with flap."
3486646,Kitāb al-Nāsikh wa-al-mansūkh / Abū ʻAbd Allāh Muḥammad ibn ʻAbd Allāh al-Isfarānī al-ʻĀmirī al-Shafʻawī. -- 1654.,4,"Preceded by a colophon of al-Risālah al-ʻAḍudīyah, dated A.H. 1064."
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,1,Medium-sized naskhī.
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,2,Some simple charts and graphs.
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,3,"Islamic binding, in brown, with flap."
3486653,Kitāb ghāyat al-ḥakīm wa-aḥaqq al-natījatayn bi-al-taqdīm / taʾlīf al-faylasūf al-kabīr Abī al-ʻAbbās Aḥmad ibn Maslamah al-Majrīṭī. -- 1725.,4,Occasional marginalia.
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,1,"Large, sparingly-dotted old naskhī."
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,2,"Islamic binding, paper covered, with flap."
3486660,Qunyat al-munyah li-tatmīm al-Ghunyah / Abū al-Rajā Mukht[ār] Najm al-Ḥaqq wa-al-Dīn al-Zāhidī. -- [after 1306-7].,3,Marginalia.
3486680,Fatḥ al-mughīth bi-sharḥ alfīyat al-ḥadīth / Abū al-Faḍl ʻAbd al-Raḥīm ibn al-Ḥusayn al-ʻIrāqī. -- 1443.,1,Also known as: Sharḥ al-tabṣirah.
3486680,Fatḥ al-mughīth bi-sharḥ alfīyat al-ḥadīth / Abū al-Faḍl ʻAbd al-Raḥīm ibn al-Ḥusayn al-ʻIrāqī. -- 1443.,2,Several hands; those in the beginning are more modern.
3486680,Fatḥ al-mughīth bi-sharḥ alfīyat al-ḥadīth / Abū al-Faḍl ʻAbd al-Raḥīm ibn al-Ḥusayn al-ʻIrāqī. -- 1443.,3,Some marginalia.
3486689,Nihāyat al-kifāyah / Tāj al-Sharīʻah. -- 1325.,1,Hasty medium-sized naskhī.
3487744,[al-ʻArūḍ al-Andalusī]. -- [16--?].,1,"Islamic binding, paper covered, flap missing."
3487744,[al-ʻArūḍ al-Andalusī]. -- [16--?].,2,With: 8 other titles.
3487750,Inshāʾ / Rashīd al-Dīn Vaṭvāṭ.,1,"Islamic binding, paper covered, with flap."
3487750,Inshāʾ / Rashīd al-Dīn Vaṭvāṭ.,2,With: 8 other titles.
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,1,"Small, bold cursive naskhī."
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,2,Charts.
3487756,Bahjat al-āfāq wa-īḍāḥ al-labs wa-al-ighlāq fī ʻilm al-ḥurūf wa-al-awfāq. -- [17--?].,3,Lacks leaves 71-80.
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,1,"Islamic binding, in brown, flap missing."
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,2,Leaves 138-139 appear to be notes or commentary in Turkish and Arabic.
3487803,Hilye-i anbiyā der muallifāt al-marḥūm Ṭūrsūn Zāde. -- [17--?].,3,With: 2 other titles.
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,1,Diagrams.
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,2,Extensive marginalia in the first two-thirds of the text.
3487813,Sharḥ Hidāyat al-ḥikmah. -- [16--?].,3,With: 1 other title.
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,1,Colored ʻunwān.
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,2,"Islamic binding, in burgundy, with flap."
3487825,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār. -- 1818.,3,Marginalia and inserts.
3487841,Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ. -- [16--].,1,"Islamic binding, in black, with flap."
3487841,Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ. -- [16--].,2,Massive marginalia.
3487857,al-Ṭarīqah al-Muḥammadīyah wa-al-sīrah al-Aḥmadīyah. -- [17--].,1,"Islamic binding, covered in blue fabric, with flap."
3487857,al-Ṭarīqah al-Muḥammadīyah wa-al-sīrah al-Aḥmadīyah. -- [17--].,2,With: 2 other titles.
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,1,Title in manuscript: al-Fawāʾid al-wāfiyah bi-ḥall mushkilāt al-Kāfiyah.
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,2,"Islamic binding, in brown with green paper, with flap."
3487866,al-Fawāʾid al-Ḍiyāʾiyah. -- 1830 or 31.,3,Some marginalia.
3487872,Kitāb al-taʻrīfāt. -- 1622.,1,"Islamic binding, in brown, flap missing."
3487872,Kitāb al-taʻrīfāt. -- 1622.,2,Some marginalia.
3487890,Durr-i maknūn. -- [17--?].,1,Authorship uncertain.
3487890,Durr-i maknūn. -- [17--?].,2,"Islamic binding, in brown, flap missing."
3487890,Durr-i maknūn. -- [17--?].,3,2 pages of notes in Arabic and Turkish precede the text.
3487890,Durr-i maknūn. -- [17--?].,4,With: 2 other titles.
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,1,Author is probably the son of Muḥammad ibn al-Jazarī.
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,2,"Islamic binding, covered in red fabric, with flap."
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,3,With: 4 other titles.
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,1,"Islamic binding, in black, with flap."
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,2,Marginalia.
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,3,With: 2 other titles.
3487904,Kimīyāʾ al-ghanā fī sharḥ asmāʾ al-ḥusná. -- 1687.,4,No. 1 of 3 items bound together.
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,1,"Islamic binding, in black, with flap."
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,2,With: 2 other titles.
3487908,[Maṭālib fī asmāʾ Allāh al-ḥusnā]. -- [ca. 1687].,3,No. 3 of 3 items bound together.
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,1,Brockelmann gives title as: Rāḥat al-arwāḥ.
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,2,Laid-in and tipped-in: a few leaves of notations.
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,3,With: 1 other title.
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,4,No. 1 of 2 items bound together.
3487944,Qawāʻid fī maʻrifat samt al-qiblah wa-al-awqāt bi-aqrab al-ṭuruq wa-asʹhal al-ālāt wa-huwa al-rubʻ al-mashhūr bi-al-muqanṭarāt. -- [17--].,1,With: 6 other titles.
3487952,[Risale-yi] zat al-kyursî. -- [17--].,1,Authorship uncertain.
3487952,[Risale-yi] zat al-kyursî. -- [17--].,2,With: 6 other titles.
3487959,Fatāwá : al-jild al-thānī. -- [1446 or 7].,1,Date (A.H. 850) supplied in a modern hand inside front cover.
3487965,al-Ḥirz al-thamīn lil-Ḥiṣn al-ḥaṣīn / ʻAlī ibn Sulṭān Muḥammad al-Harawī. -- 1599 or 1600.,1,"Small, multicolored ʻunwān."
3487970,Kitāb al-shamāʾil. -- 1801 or 2.,1,Variant title in manuscript: Shamāʾil al-Nabī.
3487970,Kitāb al-shamāʾil. -- 1801 or 2.,2,"Considerable marginalia, especially in the beginning."
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,1,Large calligraphic naskhī.
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,2,Some circle drawings.
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,3,"Islamic binding, paper covered, flap missing."
3487974,Kitāb ʻiqd al-wāfī fī al-ʻarūḍ wa-al-qawāfī / naẓm lil-shaykh Abī al-Barakāt Jamāl al-Dīn Maḥmūd al-Kulistānī al-maʻrūf bi-kātib lil-Sīr bi-Miṣr. -- [1454].,4,With: 8 other titles.
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,1,Also known as: al-Qaṣīdah al-ḥasnāʾ fī al-ʻarūḍ wa-al-qawāfī al-Sāwīyah.
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,2,"The title in the manuscript continues: wa-Kitāb al-badīʻ. This work, by al-Zawāwī, is not included in the manuscript."
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,3,Large naskhī.
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,4,Marginal and interlinear notations.
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,5,"Islamic binding, paper covered, flap missing."
3487980,Kitāb al-ʻarūḍ / lil-Sāwī. -- 1454.,6,With: 8 other titles.
3487985,al-Qaṣīd al-jalīl fī ʻilm al-Khalīl / naẓm ... Abī ʻAmr ʻUthmān ibn Abī Bakr al-maʻrūf bi-Ibn al-Ḥājib al-Mālikī al-Maghribī. -- 1454.,1,Also known as: Maqṣad al-jalīl fī ʻilm al-Khalīl.
3487985,al-Qaṣīd al-jalīl fī ʻilm al-Khalīl / naẓm ... Abī ʻAmr ʻUthmān ibn Abī Bakr al-maʻrūf bi-Ibn al-Ḥājib al-Mālikī al-Maghribī. -- 1454.,2,Large naskhī.
