bib,title,note_num,note,type
14526315,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 3 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,8,"Colophon: No colophon. The work ends with the commentary on Sūrat al-Nās (Chapter 114, the last sūrah of the Qurʼān) and a pious invocation by the author: ""Qāla ʻabd Allāh al-faqīr ilayhi: Wa-anā aʻūdh bi-himā [al-Muʻawwidhatayn], wa-bi-jamīʻ kalimāt Allāh al-kāmilah al-tāmmah, wa-alūdhu bi-kanaf raḥmatihi al-shāmilah al-ʻāmmah min kull mā yaklimu al-dīn wa-yathlimu al-yaqīn ... wa-asʼaluhu bi-khuḍūʻ al-ʻunq wa-khushūʻ al-baṣar, wa-bi-mā ʻunītu bi-hi min muhājaratī ilayhi, wa-mujāwaratī wa-murābaṭatī bi-Makkah wa-muṣābaratī ... wa-bi-mā laqītu min kadḥ al-yamīn wa-ʻaraq al-jabīn fī ʻamal al-Kashshāf ... bayna ẓahrānay al-Ḥaram wa-bayna yaday al-Bayt al-Muḥarram, ḥattá waqaʻa al-taʼwīl ḥaythu wujida al-Tanzīl, an yahaba lī khātimat al-khayr, wa-yaqiyanī maṣāriʻ al-sūʼ, wa-yatajāwaza ʻan faraṭātī Yawm al-Tanād, wa-lā yafḍaḥanī bi-hā ʻalá ruʼūs al-ashhād, wa-yaḥullanī Dār al-Maqāmah, min faḍlihi, bi-wāsiʻ ṭawlihi wa-sābigh thawābih. Innahu Huwa al-jawwād al-karīm, al-raʼūf al-raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn. Tamm. (Seal of Muḥammad Ismāʻīl).""",w
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,1,Title from reference sources.,a
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,2,"Incipit: ""Sūrat al-Aʻrāf Makkīyah, ghayr thamān āyāt: 'Wa-salhum ʻan al-Qaryah' ilá 'Wa-idh nataqnā'. Wa-hiya miʼatān wa-khams āyāt. Bismillāh al-Raḥmān al-Raḥīm. Kitāb: Khabar mubtadaʼ maḥdhūf, ay, huwa Kitāb, wa-unzila ilayka ṣifah la-hu, wa-al-murād bi-al-Kitāb al-sūrah, fa-lā yakun fī ṣadrika ḥaraj minhu, ay, shakk minhu, ka-qawlihi: Fa-in kunta fī shakk mimmā anzalnā ilayka, wa-maʻná al-shakk ḥarijan, li-anna al-shākk ḍayyiq al-ṣadr ḥarijuhu, kamā anna al-mutayaqqin munshariḥ al-ṣadr munfasiḥuhu, ay, lā tashukka fī annahu muzal min Allāh, aw, ḥarij min tablīghih, li-annahu kāna yakhāfu qawmahu wa-takdhībahum la-hu wa-iʻrāḍahum ʻanhu wa-adhāhum, fa-kāna yaḍīqu ṣadruhu min al-adāʼ wa-lā yanbasiṭu la-hu, fa-ammanahu Allāh wa-nahāhu min al-mubālāh bi-him ...""",w
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,3,Secundo folio: wa-qalīlan nuṣiba bi-tadhakkarūn.,w
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,4,19.5 x 29.5 cm; written surface: 12 x 22 cm; 25 lines per page.,o
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,5,Binding: In brown leather with flap (in 23 unnumbered quires).,o
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,6,In beautiful naskh script; in black ink on white paper; headings and markings in red; some notes and commentaries on the margins; text within double red frame; catchwords.,ow
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,7,"On the label on the front cover: ""al-Juzʼ al-thānī min Tafsīr al-Qurʼān lil-Shaykh Jār Allāh al-Zamakhsharī, raḍiya Allāh ʻanhu. 1166.""",ow
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,8,"On folio 1a: ""al-Juzʼ al-thānī min Tafsīr al-Qurʼān al-ʻAẓīm, lil-ʻĀlim al-ʻallāmah Jār Allāh al-Zamakhsharī.""",ow
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,9,"The commentary on Sūrat al-Kahf ends with: ""ʻAn Rasūl Allāh, ṣallá Allāh ʻalayhi wa-sallam: Man qaraʼa Sūrat al-Kahf, kadhā, min ākhirihā kānat la-hu nūran min qarnihi ilá qadamih, wa-man qaraʼahā kullahā kānat la-hu nūran min al-arḍ ilá al-samāʼ. Wa-ʻanhu, ʻalayhi al-salām: Man qaraʼa ʻinda maḍjaʻihi: 'Qul innamā anā basharun mithlukum', kāna la-hu fī maḍjaʻihi nūr yatalaʼlaʼu ilá Makkah taḥshū dhālika al-nūr malāʼikah yuṣallūna ʻalayhi ḥattá yaqūm, wa-in kāna maḍjaʻuhu bi-Makkah kāna la-hu nūr yatalaʼlaʼu min maḍjaʻihi ilá al-Bayt, ḥashū dhālika al-nūr malāʼikah yuṣallūna ʻalayhi ḥattá yastayqiẓa ...""",w
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,10,"Colophon: ""Qad waqaʻa al-farāgh ʻalá yad al-faqīr ilá Allāh taʻālá ʻUmar Afandī, ghafara Allāh la-hu wa-li-wālidayhi, fī yawm al-Jumʻah, rābiʻ ʻishrīn shahr al-Qaʻdah, sanat 1166.""",w
14526321,880-03 al-Kashshāf ʻan ḥaqāʼiq al-Tanzīl. Al-Juzʼ 2 : manuscript / Maḥmūd ibn ʻUmar al-Zamakhsharī.,11,"Translation of the Colophon: ""The copy was completed by the hand of the poor to God Almighty, ʻUmar Afandī, may God forgive him and his parents, on Friday, 24 al-Qaʻdah, 1166 [of the Hijrah = 22 September, 1753].""",w
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,1,Title from incipit.,a
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,2,Romanization supplied by cataloger.,a
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn, wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam. Ammā baʻd, fa-hādhā 'Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād'. Iʻlam innaka idhā aradta an taʻrifa burj al-qamar, fa-unẓur mā maḍá min al-shahr al-ʻArabī wa-zid qadrahu, wa-zidhu khamsah, wa-aʻṭi li-kull burj khamsah, wa-ibtadī min burj al-shams, fa-al-muntahī ilayhi huwa burj al-qamar ...""",w
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,4,Secundo folio: suʻūd maqdam naṭḥ Thurayyā.,w
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,5,16.5 x 23.5 cm; written surface: 11.5 x 17.5 cm; 12-18 lines per page.,o
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,6,Binding: Unbound (in one quire).,o
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,7,"In fair naskh script, in black ink, on white paper; several astrological/astronomical charts and diagrams; catchwords.",w
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,8,"On folio 1a: A poem in nine verses (in broken Arabic and unbalanced rhythm), by an anonymous author, praising a dignitary named ""al-ʻĪsāwī"" and his noble Hashemite descent.",w
14526326,880-01 Kitāb fī maʻrifat al-burj wa-al-manāzil wa-maʻrifat al-qamar wa-al-awtād : manuscript.,9,"Colophon: No colophon. Text ends abruptly with: ""... fa-innahu lā yukmilu sabʻat ayyām ḥattá yará al-ʻajab min al-maṭlūb wa-yaṣīru tibʻan la-hu, kamā yatbaʻu al-walad ummahu, wa-al-kawkab burjahu. Wa-al-āyah hiya: 'ʻAsá Allāh an yajʻala baynakum wa-bayna alladhīna ʻādaytum minhum mawaddah', wa-hiya ṣifat al-khātim, kamā tará al-masʼalah al-thāniyah. Wa-Allāh taʻālá aʻlam bi-al-ṣawāb, wa-ilayhi al-marjiʻ ...""",w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,1,Title from incipit.,a
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,2,Romanization supplied by cataloger.,a
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi thiqatī. al-Ḥamdu lillāh muyassir al-ḥisāb, wa-muhawwin al-ṣiʻāb, wa-musayyir al-ḥussāb, aḥmaduhu ḥamdan yaftaḥu lanā min al-khayrāt kulla bāb, wa-ashkuruhu shukran yaʻṣimunā bi-hi min al-artiyāb, wa-ashhadu an lā ilāha illā Allāh waḥdahu lā sharīka lah shahādata ʻabdin awwāb, wa-ashhadu anna Sayyidanā Muḥammadan ʻabduhu wa-rasūluhu, al-nāṭiq bi-al-ṣawāb, ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-jamīʻ al-aṣḥāb. Ammā baʻd, fa-yaqūlu Muḥammad Sibṭ al-Māridīnī: Hādhā mukhtaṣar fī ʻilam al-ḥisāb, yusahhil li-man yurīdu al-shurūʻ fī al-farāʼiḍ min ulī al-albāb, mushtamil ʻalá muqaddimah wa-thalāthat abwāb wa-khātimah yatimmu bi-hā al-kitāb. Sammaytuhu: Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb ...""",w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,4,Secundo folio: al-aṣlī thalāthat anwāʻ.,w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,5,15.7 x 21 cm; written surface: 10 x 17 cm; 23 lines per page.,o
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,6,Binding: Unbound (in two quires).,o
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,7,"In good naskh script, in black ink, on white paper; headings in red; catchwords.",ow
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,8,"On folio 1a: ""Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb, kitāb mukhtaṣar fī ʻilm al-ḥisāb, lil-Imām al-ʻālim al-ʻallāmah, al-ḥabr al-baḥr al-fahhāmah, Sibṭ al-Māridīnī, ʻalá al-tamām wa-al-kamāl, wa-Allāh aʻlam.""",w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,9,"On folio 1a: Two ownership statements: ""Mulk al-faqīr Muḥammad Aḥmad ʻAlī ʻĪsá al-Najjārī"". ""Dakhala fī mulk al-faqīr Aḥmad Ḥijāzī"".",o
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,10,On folio 1a: Miscellaneous quotations in poetry and prose.,w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,11,"Colophon: ""Wa-fī hādhā al-qadr kifāyah lil-mubtadiʼ. Wa-al-ḥamdu lillāh Rabb al-ʻĀlamīn. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad, wa-ʻalá ālihi wa-ṣaḥbihi ajmaʻīn.""",w
14526327,880-02 Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb : manuscript / Badr al-Dīn Muḥammad ibn Muḥammad Sibṭ al-Māridīnī.,12,"Translation of the colophon: ""What was introduced in sufficient for the beginner. Praise be to God Lord of the Universe. May God pray on our Master Muḥammad, his family and all his companions.""",w
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,1,Title from incipit (folio 1b).,a
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,2,Romanization supplied by cataloger.,a
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Allāhumma iʻānah. al-Ḥamdu lillāh al-mulhim lil-ṣawāb, wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad al-nāṭiq bi-al-ḥikmah wa-faṣl al-khiṭāb, wa-ʻalá ālihi wa-aṣḥābihi al-kirām wa-al-tābiʻīn, wa-man tabiʻahum bi-iḥsān ʻalá al-dawām. Wa-baʻd, fa-yaqūlu Aḥmad al-Damanhūrī, ballaghahu Allāh al-āmāl wa-razaqahu al-tawfīq fī al-aqwāl wa-al-afʻāl: Qad saʼalanī baʻḍ al-ṭalabah al-mubtadiʼīn an ashraḥa Sullam al-manṭiq sharḥan yakūnu fī ghāyat al-līn wa-an lā azīda ʻalá ḥall alfāẓihi, li-yaẓfara bi-fahm maʻnāh man huwa min ḥuffāẓihi, fa-ajabtuhu li-dhālik mustaʻīnan bi-al-Qādir al-Mālik, musammiyan īyāhu bi-Īḍāḥ al-mubham min maʻānī al-Sullam, ṭāliban min al-Samīʻ al-Baṣīr an yanfaʻa bi-hi kamā nafaʻa bi-aṣlihi, innahu ʻalá dhālika qadīr ...""",w
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,4,Secundo folio: al-afhām wa-Allāh ʻalam ʻalá al-dhāt al-wājib al-wujūd.,w
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,5,16 x 22 cm; written surface: 10 x 16 cm; 23 lines per page.,o
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,6,Binding: Unbound (in three unnumbered quires).,o
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,7,"In good naskh script, in black ink, on white paper; the phrases of the ""al-Sullam"" and markings in red; some notes and corrections on the margins; catchwords.",ow
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,8,"On folio 1a: ""Kitāb Īḍāḥ al-mubham min maʻānī al-Sullam, taʼlīf al-Shaykh al-ʻālim al-ʻallāmah, al-baḥr al-fahhāmah, al-Shaykh Aḥmad al-Damanhūrī al-Ḥanafī, fasaḥ Allāh fī muddatih wa-nafaʻa bi-hi, wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ālihi wa-ṣaḥbihi wa-sallam. M M.""",w
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,9,"On folio 1a: An ownership statement: ""Fī nawbat al-faqīr ilá Rabbihi al-Bārī ʻabduhu Muḥammad Aḥmad ʻAlī Zahūrah al-Najjārī, Allāh sitruhu.""",o
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,10,"Colophon: ""Wa-hādhā ākhir mā aradnā kitābatahu. Nasʼalu Man waffaqanā la-hu an yanfaʻa [bi-hi]. Innahu ʻalá dhālika qadīr. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam. Tamma al-sharḥ. Wa-Allāh aʻlam.""",w
14526340,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,11,"Translation of the colophon: ""This is the end of what we wanted to write. We ask Him who enabled us for what we accomplished to benefit [us] by it. He is able on doing this. May God pray on our Master Muḥammad, his family and his companions and grant them peace. The commentary is concluded. God is more knowledgeable.",w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,1,Title from colophon.,a
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,2,Romanization supplied by cataloger.,a
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,3,"Incipit: The beginning of the manuscript is missing. The text starts with: ""... minhu dalālah mā, wa-laysa maʻa hādhā bi-muṭṭaridah, mithl anna al-nawʻ al-wāḥid in kānat la-hu aṣnāf mukhtalifah fa-abyaḍuhā abraduhā, wa-alladhī minhā aḥmar aw aswad aḥarruhā, mithl inna hādhā ayḍan laysa bi-mustamirr fī kull al-anwāʻ, fa-iʻlam dhālik. Kam hiya al-ashyah [al-ashyāʼ] allatī iḍṭarrat al-aṭibāʼ ilá tarkīb al-adwiyah al-mufradah? Sittah: Aḥaduhā, ikhtilāf maqādīr al-amrāḍ; wa-al-thānī, ikhtilāf jihāt istiʻmāl al-adwiyah; wa-al-thālith, taṭyīb ṭaʻm al-dawāʼ li-yashula shurbuhu ...""",w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,4,Secundo folio: wa-in kāna murakkaban min thalāthah.,w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,5,16 x 22 cm; written surface: 7.5 x 12.5 cm; 21 lines per page.,o
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,6,Binding: Unbound (in two unnumbered quires).,o
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,7,"In good naskh/ruqʻah script, in black ink, on white paper; the question are written in purple; catchwords.",ow
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,8,"Author's colophon: ""Wa-hādhā ākhir al-masāʼil al-ṭibbīyah al-mushtamilah ʻalá jumal min ʻilm al-ṭibb, quṣida bi-hā li-takūna madkhalan lil-mubtadī wa-tadhkirah lil-muntahī. Wa-fī dhālika kifāyah. Wa-al-ḥamdu lillāh Rabb al-ʻĀlamīn. Āmīn. Tamm.""",w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,9,"Translation of the author's colophon: ""This is the end of the medical issues which included miscellaneous aspects of the science of medicine, intended to be an introduction to the beginner and a memorandum to the accomplished. Enough said. Praise be to God Lord of the Universe. Amen. It is concluded.""",w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,10,"Copyist's colophon: ""Tamma Kitāb 'Intikhāb al-Iqtiḍāb', masʼalah wa-jawāb, fī khamsah min Dhī al-Qaʻdah al-ḥarām alladhī huwa min shuhūr <khamsah> sittah wa-sabʻīn baʻda al-miʼatayn wa-al-alf bi-ʻawn Allāh taʻālá wa-ḥusn tawfīqih. Wa-ṣallá Allāh taʻālá ʻalá Sayyidinā Muḥammad wa-ālihi wa-sallam.""",w
14526343,880-02 Intikhāb al-Iqtiḍāb : manuscript / Saʻīd ibn Abī al-Khayr ibn al-Masīḥī.,11,"Translation of the copyist's colophon: ""The book of 'Selection from the Compendium', in the form of question and answer, was completed on 5 Dhū al-Qaʻdah, 1276 [of the Hijrah = 25 May, 1860] by the help of God Almighty and His abundant benevolence. May God Almighty pray on our Master Muḥammad and his family and grant them peace.""",w
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,1,Title from incipit (folio 2a).,a
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,2,Romanization supplied by cataloger.,a
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam. Inna aḥaqq mā yatazayyanu bi-nashrihi manṭiq al-qāṣī wa-al-ḥāḍir, wa-yatawashshaḥ bi-dhikrihi ṣudūr al-kutub wa-al-dafātir, ḥamd Allāh, jalla jalāluh, ʻalá al-āyah al-muzhirat al-riyāḍ, wa-shukruhu, ʻamma nawāluh, ʻalá naʻmāʼihi al-mutraʻat al-ḥiyāḍ, alladhī sharrafa nawʻ al-insān bi-ḥilyat al-idrāk, wa-zaīnat al-ifhām, wa-khaṣṣaṣahu bi-idrāj durar al-maʻānī fī jawāhir al-alfāẓ ʻalá sharṭ al-intiẓām ... Wa-baʻd, fa-yaqūlu al-faqīr ilá Allāh al-ghanī ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī ... lammā raʼaytu al-mukhtaṣar al-musammá bi-al-Tahdhīb, al-mansūb ilá ... Saʻd al-Millah wa-al-Dīn Masʻūd al-Taftāzānī ... kitāban mushtamilan ʻalá akthar masāʼil al-Risālah al-Shamsīyah fī tamhīd al-qawāʻid al-manṭiqīyah ... sharaḥtuhu sharḥan yubayyinu muʻḍilātih wa-yufassiru mushkilātih ... wasamtuhu bi-al-Tadhhīb fī sharḥ al-Tahdhīb ...""",w
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,4,Secundo folio: al-muḥaṣṣilūn ʻan fahm rasāʼilihi.,w
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,5,16.5 x 23 cm; written surface: 8.5 x 14 cm; 18 lines per page.,o
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,6,Binding: In marbled cardboard (in 6 unnumbered quires),o
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,7,"In fair naskh/ruqʻah script, in black ink, on white paper; the phrases of al-Tahdhīb in red; few notes on the margins; catchwords.",ow
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,8,"Author's colophon: ""Hādhā ākhir mā aradnā īrādahu fī 'Sharḥ' al-kitāb. Wa-Allāh aʻlam bi-al-ṣawāb, wa-ilayhi al-marjiʻ wa-al-maʼāb ... Thumma jazā Allāh khayran man taʼammala ṣanʻatī wa-qābala mā fīhā min al-sahw bi-al-ʻafw, wa-aṣlaḥa mā akhṭaʼtu fīhi bi-faḍlihi wa-fiṭnatih. Wa-astaghfiru Allāh min sahwī, fa-innī muʻtarif bi-qillat al-biḍāʻah wa-rijlī fī miḍmār tilka al-ṣināʻah, idh lam yatayassar ilayya al-iṭṭilāʻ ʻalá al-kutub al-manṭiqīyah illā ʻalá 'Sharḥ al-Risālah al-Shamsīyah', wa-istakhrajtu minhu al-masāʼil ʻalá ḥasb dhihnī wa-dahāʼī, wa-istafadtu minhu al-fawāʼid ʻalá qadr fahmī wa-dhakāʼī, fa-katabtuhā fī hādhā al-kitāb bi-tabṣirah li-man tabaṣṣar, wa-tadhkirah li-man arāda an yatadhakkar. Wa-Allāh al-mustaʻān wa-ʻalayhi al-tiklān. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallam. Āmīn.""",w
14526351,880-02 al-Tadhhīb fī sharḥ al-Tahdhīb : manuscript / ʻUbayd Allāh ibn Faḍl Allāh al-Khabīṣī.,9,"Translation of the author's colophon: ""This is the end of what we wanted to introduce of the 'Commentary' on the book. God is more knowledgeable of what is correct, to Him is the reference and returning ... Also, may God reward well him who investigates my work and forgives what he finds of inattentiveness, or corrects what mistakes I made, according to his favor and perspicacity. I ask God's forgiveness for any forgetfulness, and admit my meager knowledge and the lack of the agility of my leg in the arena of this art; as I was not able to inspect the books on logic, except 'the Commentary on al-Risālah al-Shamsīyah', of which I extracted the issues according to my mind and intelligence, and acquired benefits from it according to my understanding and acumen, which I recorded in this book, as an instruction for him who wants to ponder, and a memorandum for him who wants to remember. Help comes from God, and on Him is the reliance. May God pray on our Master Muḥammad and on his family and companions and grant them peace. Amen.""",w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,1,Title from incipit (folio 1b).,a
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,2,Romanization supplied by cataloger.,a
