bib,title,num,type,note,review,reviewer
11677128,"[Fire insurance policy for Mr. Thomas Mason,  May 9th, 1891 from the Phœnix Fire Office]",7,w,[Memo: The person named Thomas Mason is now dead & it has been declared that the Interes law this policy is now vested in his widow Mrs. Jane Mason now residing at a house brick built of late. Known by the name Dryden Schawler at London aforesaid hereaftermore has declared that the property named herein is now [illegible] by this policy. Entered in the office books 20 Sept 1898. Dodgson Fire Agents Preston].,y,dm
11677128,"[Fire insurance policy for Mr. Thomas Mason,  May 9th, 1891 from the Phœnix Fire Office]",8,w,"""The Company hereby agrees with the Insured, (but subject to the conditions at the back hereof, which are to be taken as part of this Policy), that if the property above described, or an part thereof, shall be destroyed by fire or lightning, at an time between the [30th April 1891] and the 2th June, 189[2], both inclusive, or at any time afterwards, so loss as the insured or [his] representatives, being successors in interest, shall pay to the company, and it shall accept the sum required for the renewal of this policy, such loss or damage, to an amount not exceeding in respect of the several matters above specified the sum set opposite thereto respectively, and not exceeding in the sum of [two hundred pounds]. In witnesss whereof, one of the Directors of the said Company has hereunto set his hand, the [9th] day of [May 189[1]. Total premium: £0/4/8 to Midsummer, 189[2]. Annual premium: £0/4/8 payable 23th June. [Edwin B. Portman]. Examined, [illegible]",y,dm
11677370,"Land tax bill for William Bourn, April 5th, 1798.",1,o,In pen and ink.,y,dm
11677370,"Land tax bill for William Bourn, April 5th, 1798.",2,w,"""April the 5. Recd. of [William?] Bourn the sum of sixteen shillings for one years land tax for land leying in Bethersden belonging to Richd. Beal Esq.--up to Lady Day 1798. James Palmar. Collector. Bethersden.",y,dm
11677370,"Land tax bill for William Bourn, April 5th, 1798.",3,w,Receipt of payment for land tax of 16 shillings owed by [William?] Bourn for land owned by Richard Beal in Bethersden. Written on back: [Willm?] Bourn. Woodchurch.,y,dm
11677413,"[Advertisement for patent doors, windows, & shutters for the prevention of burglary]",1,w,"Probably an advertising circular for Stable & Son, Ironmongers, who are listed at 24 High St., St. Giles' in the Directory of London and Westminster & Borough of Southward, 1794 and Johnstones directory of London, 1817.",y,dm
11677413,"[Advertisement for patent doors, windows, & shutters for the prevention of burglary]",2,w,"Advertisement for metallic window shutters, door & fastenings to aid in the prevention of burglary and fire protection. Engravings of two windows and a door and of the Royal Arms of His Majesty at top of sheet.",y,dm
11677413,"[Advertisement for patent doors, windows, & shutters for the prevention of burglary]",3,w,"""To form a proper estimate of the great advantage and elegant appearance of our improved metallic window, shutters, doors & fastenings for which we have obtained his Majesty's Royal Letters Patent they must be seen in operation as any description which could be incorporated within the limits of a circular would fall indefinitely short in conveying to your mind an adequate idea of he inportance utility and taste, which upon inspection would be found to be associated in these improvements ... 24 High St. St. Giles'. We remain your mos obedt. servts, [Harris & Kitchen]""",y,dm
11677413,"[Advertisement for patent doors, windows, & shutters for the prevention of burglary]",4,w,"""N.B. Models will be forwarded if requested"".",y,dm
11677512,"[Advertisement for venetian fan blinds, brass cornice poles spring roller blinds, painted blinds and curtain brackets, London, 1818]",1,w,"Barron & Co. is listed at these addresses on p. 28 in the Commercial directory, for 1818-19-20. Manchester : J. Pigot, 1818.",y,dm
11677512,"[Advertisement for venetian fan blinds, brass cornice poles spring roller blinds, painted blinds and curtain brackets, London, 1818]",2,w,Advertisement for Barron's patent venetian fan blind with six illustrations of different available designs.,y,dm
11677512,"[Advertisement for venetian fan blinds, brass cornice poles spring roller blinds, painted blinds and curtain brackets, London, 1818]",3,w,"""Barron & Co. Patent Venetian Fan Blind. No. 4,5,6, represent Barron & Cos. improved spring bonnet blind. No. 4 is shewn drawn up, no. 5 let down & no. 6 extended. M. Barron has obained a patent for machinery for feeding fire with fuel, his object is chiefly for self-supplying hot houses on an economical & regular principles. Manufatory 72 & 73 Wells Strt. Oxford Srt. London & 25 Lower Temple Strt, Birm.""",y,dm
11677512,"[Advertisement for venetian fan blinds, brass cornice poles spring roller blinds, painted blinds and curtain brackets, London, 1818]",4,w,Price list of reeded rods and window brackets on back along with illustrations of two windows with decorative rods and brackets.,y,dm
11677555,"Bill for school expenses from Hacconby School, for Mr. Bavin : 18th June, 1835.",1,w,"""Hacconby School. John Thos. Hebblewhite, has the honor of again returning thanks to his friends for the continued support he has received since his residence at Hacconby, and respectifully solicits their future patronage. Terms known on application at the School. Hacconby, June, 18th, 1834.""--Printed exterior of the bill. Printed by William (?) Daniell, Bourne.",y,dm
11677555,"Bill for school expenses from Hacconby School, for Mr. Bavin : 18th June, 1835.",2,w,"Records school expenses for slate, an account book, and pens and ink, with extra for drawing, totallling £1/7/9. Receipt of payment received by J.T. Hebblewhite recorded on Dec. 5, 1835. Written on back: ""Mr. Bavin. Rippingdale"".",y,dm
11677555,"Bill for school expenses from Hacconby School, for Mr. Bavin : 18th June, 1835.",3,o,Completed in pen and black ink.,y,dm
11677578,"Bill for school expenses for Mr. Bryans from Miss Thompson, 17 and 18 Holland Road, Brighton.",1,w,"Records school expenses for board and instruction, German, music, drawing, dancing and lectures of £20/13/8 with an added charge of £1.4.2 for disbursements totalling £21/17/10. Receipt of payment recorded on April 29, 1889 by Jane Smith for E.M. Thompson.",y,dm
11677578,"Bill for school expenses for Mr. Bryans from Miss Thompson, 17 and 18 Holland Road, Brighton.",2,w,"""The day to return is May 10th. Train from Victoria. 5.47.""",y,dm
11677578,"Bill for school expenses for Mr. Bryans from Miss Thompson, 17 and 18 Holland Road, Brighton.",3,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
11677578,"Bill for school expenses for Mr. Bryans from Miss Thompson, 17 and 18 Holland Road, Brighton.",4,w,"The ""Misses Smith"" are listed at this address in 1884 in Our schools and colleges / Frederich Shirley Dumaresq de Carteret Bisson.",y,dm
11677578,"Bill for school expenses for Mr. Bryans from Miss Thompson, 17 and 18 Holland Road, Brighton.",5,o,Completed in pen and black ink.,y,dm
11677583,"Bill for school expenses for Miss Mason at St. Helens School, Clifton, Bristol.",1,w,"The primary item (4 pages) records expenses for the second term, 1884 for Miss Mason at St. Helens, The Avenue, Clifton, Bristol. Expenses listed are for music lessons, singing, drawing lessons, riding school, china painting, dancing, sanatorium, lectures, stationery, laundress, seat in church, medical attendance, and tradesmen's bills, totaling £45/10/1. Written on page 2: ""The 3rd term 1884 will begin on September 15th."" Bill for books on second page totals £0/2/6.",y,dm
11677583,"Bill for school expenses for Miss Mason at St. Helens School, Clifton, Bristol.",2,w,"The second item records expenses for Miss Mason, second term 1884, for music lessons totaling £5/8/0.",y,dm
11677583,"Bill for school expenses for Miss Mason at St. Helens School, Clifton, Bristol.",3,w,"The third item is for ""China and oil painting lessons during term ending July 1884"" for ""Miss E. Mason"" totaling £5/5/0. Written at bottom: ""K.L. Blood, July 24th, 1884"".",y,dm
11677583,"Bill for school expenses for Miss Mason at St. Helens School, Clifton, Bristol.",4,o,Completed in pen and black ink.,y,dm
11677583,"Bill for school expenses for Miss Mason at St. Helens School, Clifton, Bristol.",5,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
11677590,Bill for school expenses from Broomfield Hall for Miss Dodson.,1,w,"""Broomfield Hall, Kidderminster. Dr. to E.F. Ridley & C.E. Bennett.""--Billhead.",y,dm
11677590,Bill for school expenses from Broomfield Hall for Miss Dodson.,2,w,"Records school expenses for Miss Dodson for board and tuition, piano, solo singing, dancing and calistenics, sheet music, stationery, laundress, entertainments, travelling expenses, boot bill, sundries and library, totaling £24/1/0.5.",y,dm
11677590,Bill for school expenses from Broomfield Hall for Miss Dodson.,3,w,"""The [Spring] term will commence on [Tuesday, Jan. 30. 1883]. It is particularly requested that all pupils return punctually, and that accounts may be settled on or before the above date.""--Leaf [2].",y,dm
11677590,Bill for school expenses from Broomfield Hall for Miss Dodson.,4,o,Completed in pen and black ink.,y,dm
11677594,"Bill for school expenses for Miss Kate Lamb, due to Mrs. Blundell at Grey Friars' House, Lincoln.",1,w,"Expenses include: board and instruction, French, music, laundress, hairdresser, books, stationery, music pieces, and omnibus, etc., totaling for £14/9/6. Receipt of payment is recorded by Mrs. Blundell on July 8th, 1882.",y,dm
11677594,"Bill for school expenses for Miss Kate Lamb, due to Mrs. Blundell at Grey Friars' House, Lincoln.",2,w,"""The duties of the Establishment will be resumed [Friday May 12th].""--Foot of bill.",y,dm
11677594,"Bill for school expenses for Miss Kate Lamb, due to Mrs. Blundell at Grey Friars' House, Lincoln.",3,o,Completed in pen and black ink.,y,dm
11677594,"Bill for school expenses for Miss Kate Lamb, due to Mrs. Blundell at Grey Friars' House, Lincoln.",4,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
11677603,"Bill for school expenses for C. Lamb, to be paid to Edwin R. Dibben, Classical School, Mount Pleasant, Sleaford.",1,w,"Includes expenses for board & tuition, washing, mending, pew rent, hair cutting, materials, and sundries totaling £10/19/0. Receipt of payment is recorded on Nov. 15, 1880.",y,dm
11677603,"Bill for school expenses for C. Lamb, to be paid to Edwin R. Dibben, Classical School, Mount Pleasant, Sleaford.",2,w,"""The School will re-assemble on [Wednesday] the [15th] of [September] 18[80] when punctual attendance is respectfully requested. A quarter's notice is required previous to the removal of a pupil"".",y,dm
11677603,"Bill for school expenses for C. Lamb, to be paid to Edwin R. Dibben, Classical School, Mount Pleasant, Sleaford.",3,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
11677603,"Bill for school expenses for C. Lamb, to be paid to Edwin R. Dibben, Classical School, Mount Pleasant, Sleaford.",4,o,Completed in pen and black ink.,y,dm
11677613,"Bills for school expenses for Miss Gleason, to be paid to Amy Godfreys, Vernon Street, Derby.",1,o,Includes a Penny Lilac tax stamp affixed at bottom.,y,dm
11677613,"Bills for school expenses for Miss Gleason, to be paid to Amy Godfreys, Vernon Street, Derby.",2,w,"The first bill, dated Xmas 1878, includes expenses for board and tuition, drawing, calisthenics, dancing, drawing material, lectures, stationery, new books and extras, totaling £16/0/0. With a detailed list of books and extras written on page 3. Receipt of payment is recorded by January 20th, 1879.",y,dm
11677613,"Bills for school expenses for Miss Gleason, to be paid to Amy Godfreys, Vernon Street, Derby.",3,w,"The second bill, dated Easter 1879, includes expenses for board and tuition, drawing materials, drawing, calisthenics, dancing, German, lectures, stationery, and new books, totaling £16/13/0. Receipt of payment is recorded on May 6th, 1879.",y,dm
11677613,"Bills for school expenses for Miss Gleason, to be paid to Amy Godfreys, Vernon Street, Derby.",4,o,Completed in pen and black ink.,y,dm
11677626,"Bill for school expenses at King's Lodge Academy, Exeter, to be paid to the Messrs. Quicke.",1,w,"Records school expenses of 1/4 year's tuition of Master Head (or Heal?). Expenses include: fire subscription, copy books, pens and ink, use of books, cipher book, grammar, and spelling book, totaling £4/17/3. Receipt of payment is recorded by Thos. Quicke, Nov. 9, 1850.",y,dm
11677626,"Bill for school expenses at King's Lodge Academy, Exeter, to be paid to the Messrs. Quicke.",2,w,Includes detailed description of the school's services on pages 2 and 3.,y,dm
11677626,"Bill for school expenses at King's Lodge Academy, Exeter, to be paid to the Messrs. Quicke.",3,w,"""Spencer, printer, Exeter.""--Foot of page [2].",y,dm
11677626,"Bill for school expenses at King's Lodge Academy, Exeter, to be paid to the Messrs. Quicke.",4,o,Completed in pen and black ink.,y,dm
11677657,"Bill for school expenses for F. Blanchard at B. Barrett's boarding school, Great Yarmouth.",1,w,"Includes expenses for board & tuition, instruction on the violin, copy books, books, pen and ink, waste paper, weekly cash, hair cutting, and shoe and clothing repair, totaling £15/18/9.",y,dm
11677657,"Bill for school expenses for F. Blanchard at B. Barrett's boarding school, Great Yarmouth.",2,w,"""Classical, mathematical, nautical & commercial boarding establishment for young gentlemen, North-Quay House, near the New Bridge, Great Yarmouth Norfolk, conducted by Mr. Barrett, and experienced classical assistants ...""--Page 3.",y,dm
11677657,"Bill for school expenses for F. Blanchard at B. Barrett's boarding school, Great Yarmouth.",3,o,Completed in pen and black ink.,y,dm
11677657,"Bill for school expenses for F. Blanchard at B. Barrett's boarding school, Great Yarmouth.",4,w,"Billed to Mr. Blanchard, 5 Hackney Terrace, [Illegible] Road, Hackney, London. Stamped in black: Great Yarmouth, Norfolk. June 28, 1847. Postage stamp removed.",y,dm
11677681,"Bill for school expenses for Miss H. Townley at Mrs. Laurie's school, Bath Place, Reading.",1,w,The bill is addressed to the Revd. H. Townley.,y,dm
11677681,"Bill for school expenses for Miss H. Townley at Mrs. Laurie's school, Bath Place, Reading.",2,w,"Expenses include: tuition, washing, dance, French and geography, writing and arithmetic, pens, ink &c., use of library and seat at chapel, French & English class books, threads, tapes, &c., shoe maker's bill, apothecary's bill, gloves, mantua maker's bill, coach hire, mending shoes, pocket money, hair cutting, soap, pair of scissors, repair of linen, family medicine, and gratuity to servants, totaling £20/4/10. Receipt of payment not recorded.",y,dm
11677681,"Bill for school expenses for Miss H. Townley at Mrs. Laurie's school, Bath Place, Reading.",3,o,Completed in pen and black ink.,y,dm
11677689,"Bill for school expenses for Jean Cockburn, at Mrs. Waldie's school, Hendersyde.",1,w,The bill is addressed to J. Weir.,y,dm
11677689,"Bill for school expenses for Jean Cockburn, at Mrs. Waldie's school, Hendersyde.",2,w,"Expenses include: instruction in English and writing, a dictionary, a grammar and vocabulary book, Scott's elocution, paper, pens, and ink, totaling £0/19/6.",y,dm
11677689,"Bill for school expenses for Jean Cockburn, at Mrs. Waldie's school, Hendersyde.",3,o,"A second small sheet (50 x 110 mm), is inscribed: ""Mrs. Waldie of Hendersyde.""",y,dm
11677689,"Bill for school expenses for Jean Cockburn, at Mrs. Waldie's school, Hendersyde.",4,o,Completed in pen and black ink.,y,dm
11677692,"Bill for school expenses for Miss Davenport, at H. Boulaye's school, Manchester.",1,w,"Expenses include: instruction, writing and accounts, and books, totaling £4/10/6. Receipt of payment not recorded.",y,dm
11677692,"Bill for school expenses for Miss Davenport, at H. Boulaye's school, Manchester.",2,w,"Madame Boulaye is listed as a French teacher residing at 11, Charlotte St., Manchester in Pigot & Co's. National commercial directory for 1828-29.",y,dm
11677692,"Bill for school expenses for Miss Davenport, at H. Boulaye's school, Manchester.",3,o,Completed in pen and black ink.,y,dm
11677701,"Bill for school expenses for Cyrill Clough, at Henry Lloyd's school.",1,w,"Expenses include: board and tuition to Christmas 1795, books, pocket money, apothecary, dancing master, shoe maker, shoe cleaner, tailor, hair cutter, school fire and cleaning, voluntary contribution to news-paper, sergeant. &c., and usual present to servants, totaling £19/11/6. Receipt of payment recorded by H. Lloyd on Christmas, 1795.",y,dm
11677701,"Bill for school expenses for Cyrill Clough, at Henry Lloyd's school.",2,w,"""Mr. Lloyd sends respects to Mr. Clough, and agreeably to his desire, his son's account. The last article in which was omitted thro' haste at Mids. It is hoped that considerable improvement will be observed by Mr. C. Mrs. L. unites in respect to Mr. C. & family.""--Page 3.",y,dm
11677701,"Bill for school expenses for Cyrill Clough, at Henry Lloyd's school.",3,o,Completed in pen and black ink.,y,dm
11677710,"Bill for expenses at Grove House School, Highgate.",1,w,"Expenses include: ""half term's education of son, to July 29, 1892,"" drilling, drawing, drawing materials and mounts, school cap, two pieces of music, printed books (grammar, geography, history, arithmetic, reader, Latin, French and spelling), totaling £3/6/3. Receipt of payment is not recorded.",y,dm
11677710,"Bill for expenses at Grove House School, Highgate.",2,w,"The bill is addressed to R. Stevenson, Esq., to be paid to A.E.C. Dickinson.",y,dm
11677710,"Bill for expenses at Grove House School, Highgate.",3,o,Completed in pen and black ink.,y,dm
11677729,"Account by Antonio López de Santa Anna of his actions during the Texas Revolution : addressed to the Congress of the Republic of Texas, 1836 October 12.",1,w,Caption title: A los Honorables Señores del Senado y de la Camara de Representantes.,y,dm
11677729,"Account by Antonio López de Santa Anna of his actions during the Texas Revolution : addressed to the Congress of the Republic of Texas, 1836 October 12.",2,o,"Accompanied by a typescript English translation made by a former owner, dated 6 March 1958.",y,dm
11677729,"Account by Antonio López de Santa Anna of his actions during the Texas Revolution : addressed to the Congress of the Republic of Texas, 1836 October 12.",3,o,Disbound; foliated out of order.,y,dm
11678380,"Household account book for Kenmare House, Viscount Kenmare's at Killarney, 1780-1781.",1,o,Binding: Original green vellum. Spine annotated in a contemporary hand.,y,dm
11678380,"Household account book for Kenmare House, Viscount Kenmare's at Killarney, 1780-1781.",2,o,Written in ink mainly on rectos only.,y,dm
11678536,"[Billhead of Francis M. Herring, chemist].",1,w,"""Dr. to Francis M. Herring, dispensing and operative chemist, 33, Bath St., three doors from the post office. The Leamington salts manufactory.""",y,dm
11678536,"[Billhead of Francis M. Herring, chemist].",2,o,Completed in pen and black ink.,y,dm
11678563,"National Panorama, 21, York Street, Westminster : Battle of Tel el Kebir, by Oliver Pichat.",1,w,"""This bill gives free admission for one child, if accompanied by adult"".",y,dm
11678563,"National Panorama, 21, York Street, Westminster : Battle of Tel el Kebir, by Oliver Pichat.",2,o,Printed on pink paper.,y,dm
11678563,"National Panorama, 21, York Street, Westminster : Battle of Tel el Kebir, by Oliver Pichat.",3,w,"The July 7, 1883, issue of The Cardigan Observer and General Advertiser for the Counties of Cardigan Carmarthen and Pembroke notes the visit by the Prince of Wales to the National Panorama, Westminster, to view the work by Pichat.",y,dm
11678672,"[Billhead of A. & R. Thwaites & Co., Dublin].",1,w,"""Bot. of A. & R. Thwaites & Co., preparers of soda & other mineral waters, salts, &c. under the sanction of the medical gentlemen. 147 Regent Street, London. 57 Upper Sackville Street, Dublin.""",y,dm
11678672,"[Billhead of A. & R. Thwaites & Co., Dublin].",2,w,"Addressed to ""Dr. Verner"" (?), and dated ""Dublin [June] 185[7].""",y,dm
11678672,"[Billhead of A. & R. Thwaites & Co., Dublin].",3,w,"""Importers & manufacturers of mineral waters to the Irish court since 1800.""",y,dm
11678698,[Billhead of Reece & Co. for supplies bought by the Medical Botanical Society].,1,w,"""Chemical & medical hall, no. 168, Piccadilly. Prescriptions carefully compounded. Chemical reagents for analyses & philosophical experiments. Medicine chests of various descriptions. Adapted to all climates. Chemical and mineralogical chests &c.""",y,dm
11678698,[Billhead of Reece & Co. for supplies bought by the Medical Botanical Society].,2,w,"""Bought of Reece & Co.""",y,dm
11678698,[Billhead of Reece & Co. for supplies bought by the Medical Botanical Society].,3,w,Features an illustration of the Reece & Co. storefront at 168 Piccadilly.,y,dm
11678698,[Billhead of Reece & Co. for supplies bought by the Medical Botanical Society].,4,o,Completed in pen and black ink.,y,dm
11678713,"By Her Majesty's command, Frogmore House & gardens to be shown to Miss Smith & her party.",1,w,"An engraved admission ticket completed in manuscript and signed, presumably by a secretary to the Queen.",y,dm
11680410,"An account of the charges for catching the red deer out of the woods of the Rt. Honble. the Earl of Salsbury at Hatfield, from Novre. the 9th, 1734, to February the 2nd 1734/5.",1,a,Title from caption.,y,dm
11680410,"An account of the charges for catching the red deer out of the woods of the Rt. Honble. the Earl of Salsbury at Hatfield, from Novre. the 9th, 1734, to February the 2nd 1734/5.",2,o,Written in pen and and black ink.,y,dm
11680410,"An account of the charges for catching the red deer out of the woods of the Rt. Honble. the Earl of Salsbury at Hatfield, from Novre. the 9th, 1734, to February the 2nd 1734/5.",3,w,"A detailed schedule of payments made by Lord Grey, Earl of Tankerville, of Chillingham Castle, for 85 days hunting. With a footnote regarding George Lowen, huntsman.",y,dm
11680410,"An account of the charges for catching the red deer out of the woods of the Rt. Honble. the Earl of Salsbury at Hatfield, from Novre. the 9th, 1734, to February the 2nd 1734/5.",4,w,"""Memdm. Mr. Geo. Lowen the huntsman hath taken in Hodsdon [?] Woods from the 25th of Novem. to the 9th Jany. 1734 ... 18 eighteen brace of male deer, 39 thirty nine brace of female deer.""",y,dm
11681608,Martyrology of Usuard.,1,o,Rubricated.,y,dm
11681608,Martyrology of Usuard.,2,o,"Decoration: Rubricated. Four large ornamental initials in red penwork, including scrollwork, geometric knotwork and animal masks.",y,dm
11681608,Martyrology of Usuard.,3,o,Endleaves reused from other manuscripts and contain notes and pen trials. Last endleaf contains polyphonic music on a five-line stave.,y,dm
11681608,Martyrology of Usuard.,4,o,Binding: white leather over beveled boards. Spine title in a later hand: Martyrolog. d'alia Obituarium...,y,dm
11681655,"Missal, use of Beauvais.",1,o,Decoration: rubricated. Initials in alternate red and blue.,y,dm
11681655,"Missal, use of Beauvais.",2,o,Collation: l. 2 is an added bifolium with a contents list.,y,dm
11681655,"Missal, use of Beauvais.",3,o,"Binding: contemporary full brown leather over boards; remains of two clasps, one with metalwork end present.",y,dm
11681695,"Missal, use of St. Quentin.",1,o,Decoration: rubricated. Larger initials in colored penwork.,y,dm
11681695,"Missal, use of St. Quentin.",2,o,Binding: nineteenth-century brown quarter-morocco.,y,dm
11681850,"Missal, use of St. Nicholas.",1,o,Collation: 59 l. + 2 l. paper + 3 l. original parchment endleaves.,y,dm
11681850,"Missal, use of St. Nicholas.",2,o,"Script: Gothic bookhand, large and angular.",y,dm
11681850,"Missal, use of St. Nicholas.",3,o,"Decoration: rubricated. The two-line initials are in gold on pink and blue grounds. Large historiated initial ""PP (5v).",y,dm
11681850,"Missal, use of St. Nicholas.",4,o,"Decoration: miniature of the Crucifixion on gold ground, with protective cloth stitched to leaf (6v.)",y,dm
11681899,Martyrology of Usuard.,1,o,Script: main text in early gothic. Additional obituaries in a variety of book and cursive scripts.,y,dm
11681899,Martyrology of Usuard.,2,o,Decoration: rubricated.,y,dm
11681899,Martyrology of Usuard.,3,o,Binding: later medieval brown leather over beveled boards; some damage to upper board where a chain has been removed.,y,dm
11681933,"Missal, use of Beauvais.",1,o,Script: early gothic bookhand.,y,dm
11681933,"Missal, use of Beauvais.",2,o,Decoration: rubricated.,y,dm
11681933,"Missal, use of Beauvais.",3,o,Binding: fourteenth-century (?) brown leather over beveled wooden boards; remains of one clasp.,y,dm
11682200,"Letter : to the commander of the 3rd Battalion of Yucatán, Yucatán, Mexico, 1835 November 7.",1,w,Letterhead: Inspeccion General de Milicia Activa.,y,dm
11682285,"Album of newspaper clippings on antiquarian book sales, 1911-1929.",1,w,The clippings are pasted into a nineteenth-century account and receipt book; the few entries that remain visible date from the 1860s.,y,dm
11682285,"Album of newspaper clippings on antiquarian book sales, 1911-1929.",2,o,Binding: nineteenth-century full white parchment.,y,dm
11682641,"Letter : San Ildefonso, to the Peace Tribunal, San Ildefonso, 1843 February 22.",1,o,Accompanied by a typescript English translation made by a former owner.,y,dm
11683395,Album of pressed plants collected during a tour of Europe.,1,o,Bound in full embossed leather.,y,dm
11684073,Henry Seebohm ornithological notebook and diary.,1,o,With the bookplate of Peter Tate.,y,dm
11684073,Henry Seebohm ornithological notebook and diary.,2,o,Bound in contemporary gilt-tooled vellum; with gilt edges.,y,dm
11684278,"Noticias recividas del quartel general americano de finer de julio, circa 1794?",1,w,Caption title: Noticias recividas del quartel gl. americano de finer de julio.,y,dm
11684278,"Noticias recividas del quartel general americano de finer de julio, circa 1794?",2,o,"Annotation, referring to Tomás Portell, Spanish Governor of Nueva Madrid, later New Madrid, Missouri: ""Portell. Gov of New Madrid.”",y,dm
11685169,"Letter : Monterey, California, to Subcomisario José M. Herrera, 1835 September 30.",1,o,"Accompanied by a manuscript statement certifying accuracy and referring to the original in the archives of the Spanish and Mexican governments of Upper California, signed by S. D. King, Office of the Surveyor General of the United States for California, San Francisco on 31 January 1853.",y,dm
11685304,Naval commonplace book.,1,o,The paper is watermarked 1801.,y,dm
11685304,Naval commonplace book.,2,o,Bound in contemporary parchment over boards.,y,dm
11685448,"Printed upon the ice, on the river Thames.",1,w,Records various dates and events which occurred when the river froze.,y,dm
11685448,"Printed upon the ice, on the river Thames.",2,a,Cover title.,y,dm
11685584,Cygnea cantio : swan song.,1,a,Cover title.,y,dm
11686024,Manoeuvres nouvelles : d'après les principes prussiens avec leur exercice détaillé.,1,w,"""Abrégé de l'instruction provisoire pour l'exercise; et Manoeuvres presenté à Monsieur de la Saulai, Lc. du regiment de Paris. Par Chaulay, Capitaine, au dit Corps.""--Page 3.",y,dm
11690831,Diary of a tour in Egypt.,1,o,"Bound in contemporary olive green cloth, with linen tie.",y,dm
11691031,"Satires and poems, [circa 1613].",1,o,The early seventeenth-century texts may be in the hand of Thomas Heneage (1581-1641).,y,dm
11691031,"Satires and poems, [circa 1613].",2,o,Ownership inscription on front endpaper: Mich: Heneage: A Paris.,y,dm
11691031,"Satires and poems, [circa 1613].",3,o,Autograph of Michael Heneage on front cover.,y,dm
11691031,"Satires and poems, [circa 1613].",4,o,"Binding: contemporary limp parchment, remains of ties.",y,dm
11691411,"Reports and papers relating to the Spanish Córtes, 1811-1818.",1,o,"Label tipped in: ""To Sir John Philippart, Knight, attached to the Establishment of H.R.H. the Duke of Kent. Military Library. Whitehall. London.""",y,dm
11691411,"Reports and papers relating to the Spanish Córtes, 1811-1818.",2,o,"Laid in are four empty envelopes addressed to rare book vendor Maggs Brothers in London, dated 1958.",y,dm
11695027,"Essays towards the expression of some forms belonging to ground, according to a plan view : being part of a course of instruction in military surveying &c., on the general survey received by C.H. Beague, candidate for the Corps of Rl. Engineers.",1,o,Paper watermarked Whatman 1811.,y,dm
11695027,"Essays towards the expression of some forms belonging to ground, according to a plan view : being part of a course of instruction in military surveying &c., on the general survey received by C.H. Beague, candidate for the Corps of Rl. Engineers.",2,o,Bound in contemporary marbled paper boards.,y,dm
11697891,Selections from George Edwards' A natural history of uncommon birds : with additional watercolors and engravings by Eleazar Albin.,1,o,On laid paper throughout.,y,dm
11697891,Selections from George Edwards' A natural history of uncommon birds : with additional watercolors and engravings by Eleazar Albin.,2,o,"Bound in in period Dutch floral gilt paper-covered boards, rebacked to style with speckled calf.",y,dm
11698425,Recognoissances.,1,o,Manuscript waste used in two internal bindings.,y,dm
11698425,Recognoissances.,2,o,Spine titles read: R--ON- / DE / SALLES. 1324. / 1350. / 1439. / 1514,y,dm
11698425,Recognoissances.,3,o,Binding: 18th century? full patterned calf. Red leather spine tags.,y,dm
11700929,Christ calming the storm.,1,o,"Accompanied by: Christmas card from ""the Wilsons,"" dated 1930, containing a print made from the woodblock and attributing the block to a craftsman in the Netherlands, circa 1480.",y,dm
11700929,Christ calming the storm.,2,aw,Date uncertain.,y,dm
11700929,Christ calming the storm.,3,o,Bookplate: Arthur and Charlotte Vershbow.,y,dm
11700929,Christ calming the storm.,4,o,Binding: modern cloth case.,y,dm
11710251,"Letter : Vernon, Iowa, to an unidentified recipient, 1868 February 5.",1,o,"Removed from Dungan, J. Irvine, History of the Nineteenth Regiment Iowa Volunteer Army (Davenport, Iowa, 1865), Zc29 865du.",y,dm
11712774,Lectionary.,1,o,Accompanied by detailed list of contents.,y,dm
11712774,Lectionary.,2,o,Script: Greek minuscule.,y,dm
11712774,Lectionary.,3,o,Decoration: ornamented headbands in red ink mark the four major sections of the text. Ornamented initials in red ink at the beginnings of some Gospel readings.,y,dm
11712774,Lectionary.,4,o,Bookplate: L. A.,y,dm
11712774,Lectionary.,5,o,"Binding: Fifteenth-century? Greek-style binding of full brown leather over squared and grooved boards. Blind-tooled; bordered with interlace tendrils, diapered and checker-ruled with additional circular tools containing peacock, Agnus Dei, vase, rampant lion, eagle and fleuron designs.",y,dm
11713544,A treatise on the astrolabe.,1,o,"Layout: single columns, mostly of 28 lines.",y,dm
11713544,A treatise on the astrolabe.,2,o,Script: English bookhand.,y,dm
11713544,A treatise on the astrolabe.,3,o,Decoration: initials in blue with red penwork.,y,dm
11713544,A treatise on the astrolabe.,4,o,"Presentation inscription on verso of front flyleaf: Augustus W. Franks, the gift of Sir David Dundas.",y,dm
11713544,A treatise on the astrolabe.,5,o,Ownership inscription on verso of front flyleaf: C. H. Read.,y,dm
11713544,A treatise on the astrolabe.,6,o,"Tipped in: autograph letter signed from D. D. to A. W. Franks, 1877 February 11.",y,dm
11713544,A treatise on the astrolabe.,7,o,Binding: nineteenth-century full calf; in case.,y,dm
11713549,"Letter : Agua Nueva, Mexico, to Edward George Washington Butler, Iberville, Louisiana, 1847 March 4.",1,o,Includes envelope.,y,dm
