bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
17517060,"Passenger voyage diary of emigrants Samuel and Isabel Haigh from Stockport on board the Mahana (Shaw, Savill and Albion) : Liverpool to Wellington, New Zealand via the Panama Canal.",1,Title from publisher's website.,a,zid,y,,
17517061,Journal of Alfred Holt (Alfred Holt Shipping Co.) on a trip to the United States on ship Tagus.,2,Title from publisher's website.,a,zid,y,,
17517062,"Letters of Henry Cobham and his father, George Ashworth Cobham, of Cobham Park, Warren County, Pennsylvania, United States to their cousin and nephew John Cobham, Liverpool, England.",1,Title from publisher's website.,a,zid,y,,
17517063,Beakbane family correspondence regarding Canada.,1,Title from publisher's website.,a,zid,y,,
17517064,Legal papers regarding William Duggan emigrating to Florida.,1,Title from publisher's website.,a,zid,y,,
17517065,Letters from America.,1,Title from publisher's website.,a,zid,y,,
17517066,Letter from Australia / James Brightman.,1,Title from publisher's website.,a,zid,y,,
17517067,George Sneddon letters on the California gold rush.,1,Title from publisher's website.,a,zid,y,,
17517068,A letter from John Keenan regarding travel from Liverpool to the United States.,1,Title from publisher's website.,a,zid,y,,
17517069,Contract for an emigrant hostel.,1,Title from publisher's website.,a,zid,y,,
17517070,"Danson's records on emigration, immigration, imports and exports.",1,Title from publisher's website.,a,zid,y,,
17517071,"Family Colonisation Loan Society, by the grant of loans for two years or more without interest : or, A system of emigration to the colonies of New South Wales, Port Phillip, and South Australia in a letter dedicated by permission to Lord Ashley M.P. / by Mrs. Chisholm.",1,Title from publisher's website.,a,zid,y,,
17517072,Papers regarding a voyage to Australia.,1,Title from publisher's website.,a,zid,y,,
17517073,Letters to America.,1,Title from publisher's website.,a,zid,y,,
17517074,Memoirs and remarks during the voyage of myself and family from Derby in England to America.,1,Title from publisher's website.,a,zid,y,,
17517075,Tender for passage accommodation and diet of persons embarking from Birkenhead docks to Australia.,1,Title from publisher's website.,a,zid,y,,
17517076,Baines' correspondence with emigration commissioners regarding a cholera outbreak on an emigrant ship.,1,Title from publisher's website.,a,zid,y,,
17517077,"Voyage diary of Sarah Stephens of Montgomery sailing on the Cardigan Castle from Gravesend, England to Lyttleton, New Zealand.",1,Title from publisher's website.,a,zid,y,,
17517078,Letters from Thomas Gregory in America to his family in England.,1,Title from publisher's website.,a,zid,y,,
17517080,"Letter from immigrants Edith, Henry and Lucy Nayler to Uncle Thos (Thomas) Smith in Doncaster, England.",1,Title from publisher's website.,a,zid,y,,
17517081,"Letter from Canadian immigrant named Sidney to his Aunt Mary in Newton-Le-Willows, Lancashire, England.",1,Title from publisher's website.,a,zid,y,,
17517082,"Letter from G. B. Smith to his brother in Doncaster, Yorkshire, England : written on the back of a large coloured map of Illinois, United States.",1,Title from publisher's website.,a,zid,y,,
17517083,"Travel and emigrant agents brochure / published by J. Jackson and Sons, Liverpool.",1,Title from publisher's website.,a,zid,y,,
17517084,"A completed ticket in the name of James Farrell for the ship Princeton, Liverpool to New York.",1,Title from publisher's website.,a,zid,y,,
17517085,"Diary of William Culshaw Greenhalgh aboard the Marco Polo, Black Ball Line on a passage from Liverpool to Australia.",1,Title from publisher's website.,a,zid,y,,
17517086,"An incomplete Swedish ticket from the Guion-Line, Göenburgh to Hull, then Liverpool to New York.",1,Title from publisher's website.,a,zid,y,,
17517087,Letter describing a voyage to Australia.,2,Title from publisher's website.,a,zid,y,,
17517088,Health officer's report at Port Jackson.,2,Title from publisher's website.,a,zid,y,,
17517089,Passenger list.,2,Title from publisher's website.,a,zid,y,,
17517090,Death and marriage certificates for the Hedges family.,2,Title from publisher's website.,a,zid,y,,
17517091,Hedges family tree.,2,Title from publisher's website.,a,zid,y,,
17517092,Will of John Hedges.,2,Title from publisher's website.,a,zid,y,,
17517093,List of children of John Hedges and Harriet Elizabeth Sharp.,2,Title from publisher's website.,a,zid,y,,
17517094,Life of John Hedges / [written by his descendants].,2,Title from publisher's website.,a,zid,y,,
17517097,"Correspondence to Mr A Nash from Allan Bros and Co. : regarding booking of passage on SS Polynesian from Liverpool, England to Toronto, Canada.",1,Title from publisher's website.,a,zid,y,,
17517098,"Notebook of W. R. Dunn : containing his thoughts, family photographs and some illustrations.",1,Title from publisher's website.,a,zid,y,,
17517099,Passenger journal of the voyage of J. T. Deighton on board the Fred Warren from Liverpool to Melbourne.,1,Title from publisher's website.,a,zid,y,,
17517100,"Advertising leaflet from licensed emigration agents, Richard Marcroft & Son.",1,Title from publisher's website.,a,zid,y,,
17517101,"Naturalization certificate granted to Isaac Whitehead by the State of Ohio, United States.",1,Title from publisher's website.,a,zid,y,,
17517102,"Handwritten diary from a passenger on Morning Light from Liverpool, England to Melbourne, Australia.",1,Title from publisher's website.,a,zid,y,,
17517103,"Letters and used passenger tickets regarding shipping agent Henry Boyd of Liverpool for passages to United States, Canada and Australia.",1,Title from publisher's website.,a,zid,y,,
17517104,"Bound volume of indexed notes, statistics, sailing information, laws, regulations and agreements regarding emigrant traffic of the Cunard Line to Mediterranean ports.",1,Title from publisher's website.,a,zid,y,,
17517105,"The Emett (Emmett) Greaves Preston letters sent from Richard Nuttal Preston to his Aunt and Uncle J. Greaves in Liverpool, England.",1,Title from publisher's website.,a,zid,y,,
17517106,"Statement signed by the captain, second mate and carpenter of the emigrant sailing ship Conway (James Baines & Co) : re. the circumstances surrounding the ship pulling into the port of Greenock on 25 January 1854 after severe gales had damaged the jig-boom : on board there were three hundred and eighty two emigrants bound for Australia : on the 27 January cholera broke out, as a consequence, the ship was put into quarantine.",1,Title from publisher's website.,a,zid,y,,
17517107,Over the ocean : scrapbook compiled by an emigrant who sailed on the Cunard Line ship Campania to Canada.,1,Title from publisher's website.,a,zid,y,,
17517108,Letters to Henry Eves awarding him a silver medal for his role in rescuing crew from the derelict Dutch steamer Anna.,1,Title from publisher's website.,a,zid,y,,
17517109,Note paper from the Anchor Line.,1,Title from publisher's website.,a,zid,y,,
17517110,Advertisements for sailing on a range of shipping lines.,1,Title from publisher's website.,a,zid,y,,
17517112,J. Bruce Ismay account book.,2,Title from publisher's website.,a,zid,y,,
17517113,Sailing cards for the Liverpool to New York service on the National Line.,2,Title from publisher's website.,a,zid,y,,
17517114,Correspondence and accounts of T. H. Ismay and J. B. Ismay.,2,Title from publisher's website.,a,zid,y,,
17517115,Collection of correspondence regarding the organisation of papers and old account books after the death of Thomas H. Ismay.,2,Title from publisher's website.,a,zid,y,,
17517116,List of T. H. Ismay's papers.,2,Title from publisher's website.,a,zid,y,,
17517117,Purchase agreement from the Oceanic Steam Navigation Company.,2,Title from publisher's website.,a,zid,y,,
17517118,Financial papers regarding the formation and liquidation of the Inman Steamship Company.,1,Title from publisher's website.,a,zid,y,,
17517119,Passenger list for RMS Vancouver.,1,Title from publisher's website.,a,zid,y,,
17517120,"Illustrated London news. No. 379, vol. XV.",2,Title from publisher's website.,a,zid,y,,
17517121,Records from America.,1,Title from publisher's website.,a,zid,y,,
17517122,National Children's Homes including a personal account of the SS Polynesian voyage in 1873.,1,Title from publisher's website.,a,zid,y,,
17517123,Captain Dutton letters.,2,Title from publisher's website.,a,zid,y,,
17517124,Sailing bill of Allan Line Royal Mail Steamers.,2,Title from publisher's website.,a,zid,y,,
17517125,Leather bound notebook listing Allan Line sailing ships.,2,Title from publisher's website.,a,zid,y,,
17517126,Passenger list for RMS Victorian and log for RMS Grampian.,2,Title from publisher's website.,a,zid,y,,
17517127,Brochure for the Allan Line with interior photographs.,2,Title from publisher's website.,a,zid,y,,
17517128,Passenger list for Allan Line ship Tunisian and publicity brochure for Allan Line.,2,Title from publisher's website.,a,zid,y,,
17517129,Allan Line pamphlet with letters from successful emigrants in Canada.,2,Title from publisher's website.,a,zid,y,,
17517130,"Voyage ephemera regarding passenger Thomas Harper Sleigh who travelled from Liverpool to New York, Montreal, Halifax and Quebec.",2,Title from publisher's website.,a,zid,y,,
17517131,Steel engraved trade cards from the sample book of printers Waterlow and Allan Line.,2,Title from publisher's website.,a,zid,y,,
17517132,Letter written by an unnamed female passenger on board the ship Victorian.,2,Title from publisher's website.,a,zid,y,,
17517133,"Diary of Reverend Charles Baker, teacher of Bayswater, London documenting his journey from England to Melbourne, and around Australia.",1,Title from publisher's website.,a,zid,y,,
17517134,Ticket for passage to New York on ship Arizona.,1,Title from publisher's website.,a,zid,y,,
17517135,Legal papers of the Inman Steamship Company.,1,Title from publisher's website.,a,zid,y,,
17517136,Ship papers of the Elizabeth Ann Bright and Spirit of the North.,2,Title from publisher's website.,a,zid,y,,
17517137,Ship papers of the Sydney Dacres.,2,Title from publisher's website.,a,zid,y,,
17517138,"Ship papers of the Castlemaine, Mayflower and Prince Consort.",2,Title from publisher's website.,a,zid,y,,
17517139,Ship papers of the Marco Polo.,2,Title from publisher's website.,a,zid,y,,
17517140,Ship papers of the May Flower.,2,Title from publisher's website.,a,zid,y,,
17517141,Ship papers of the Netherby.,2,Title from publisher's website.,a,zid,y,,
17517142,Ship papers of the Prince Consort.,2,Title from publisher's website.,a,zid,y,,
17517143,Ship papers of the Duke of Newcastle.,2,Title from publisher's website.,a,zid,y,,
17517144,Ship papers of the Runnymead.,2,Title from publisher's website.,a,zid,y,,
17517145,Sailing cards. Volume I.,2,Title from publisher's website.,a,zid,y,,
17517146,Sailing cards. Volume II.,2,Title from publisher's website.,a,zid,y,,
17517147,Ship papers of the National Line.,1,Title from publisher's website.,a,zid,y,,
17517148,"Letters sent to George Ireland, manager, Vulcan foundry, Warrington.",1,Title from publisher's website.,a,zid,y,,
17517149,Letters of Irishman Thomas Hennesey Lynam.,1,Title from publisher's website.,a,zid,y,,
17517150,Letter from R. W. Bibby regarding a sermon on modern morality.,1,Title from publisher's website.,a,zid,y,,
17517151,Letters to William Buckley from Sam Edge and Dan Williams.,1,Title from publisher's website.,a,zid,y,,
17517152,Journal of the voyage of William Molison Strachan from Liverpool to Australia.,1,Title from publisher's website.,a,zid,y,,
17517153,"Diary of a trip to Melbourne, Australia / by George Greig.",1,Title from publisher's website.,a,zid,y,,
17517154,Two letters written by immigrants to the United States.,1,Title from publisher's website.,a,zid,y,,
17517155,Log for William Jardine of Liverpool.,1,Title from publisher's website.,a,zid,y,,
17517156,Diary of passenger Edward Thornely sailing from Jersey City to Liverpool.,1,Title from publisher's website.,a,zid,y,,
17517157,Letter written by Arthur Moore describing a voyage from Liverpool to New York.,1,Title from publisher's website.,a,zid,y,,
17517158,Letter from emigrant Albert William Hill describing the journey from Liverpool to New York on Britannic.,1,Title from publisher's website.,a,zid,y,,
17517159,"Handwritten leather bound diary of an anonymous passenger on board ship Superb, Melbourne to London.",1,Title from publisher's website.,a,zid,y,,
17517160,"Diary of the voyage of Peter Lawson, his wife Mary and three young children from Liverpool to New York and back.",1,Title from publisher's website.,a,zid,y,,
17517161,"Diary of the voyage of J Pitcairn, passenger on board ship Dispatch, Liverpool to Savannah.",1,Title from publisher's website.,a,zid,y,,
17517162,"Journal of a journey to New York by passenger Dorothy Holt on Georgic, White Star Line.",1,Title from publisher's website.,a,zid,y,,
17517163,"Dr Duncan, medical officer of health : letter book, 1849-1853.",2,Title from publisher's website.,a,zid,y,,
17517164,"Dr Duncan, medical officer of health : letter book, 1853-1859.",2,Title from publisher's website.,a,zid,y,,
17517165,"Dr Duncan, medical officer of health : letter book, 1859-1864.",2,Title from publisher's website.,a,zid,y,,
17517166,"Dr Trench, medical officer of health : letter book, 1864-1867.",2,Title from publisher's website.,a,zid,y,,
17517167,"Dr Trench, medical officer of health : letter book, 1867-1872.",2,Title from publisher's website.,a,zid,y,,
17517168,"Dr Trench and Dr Stopford Taylor, medical officer of health : letter book, 1872-1889.",2,Title from publisher's website.,a,zid,y,,
17517169,Passengers' contract ticket : Harnden & Co.'s American Packet and Emigration Office.,1,Title from publisher's website.,a,zid,y,,
17517170,Mrs. Chisholm's advice to emigrants.,1,Title from publisher's website.,a,zid,y,,
17517171,"Essays on colonizing and changes in the past, present, and future of the world.",1,Title from publisher's website.,a,zid,y,,
17517172,Hints to emigrants / by E. Wilson Gates.,1,Title from publisher's website.,a,zid,y,,
17517174,"Canada settlers, 1817. Volume 1, A-Z.",3,Title from publisher's website.,a,zid,y,,
17517175,"Canada settlers, 1817. Volume 2, Public offices.",2,Title from publisher's website.,a,zid,y,,
17517176,"Canada settlers, 1818. [Part 1], Offices and individuals, A-I.",2,Title from publisher's website.,a,zid,y,,
17517177,"Canada settlers, 1818. [Part 2], Offices and individuals, J-W.",2,Title from publisher's website.,a,zid,y,,
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",3,Title from publisher's website.,a,zid,y,,
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",3,Title from publisher's website.,a,zid,y,,
17517180,"North American settlers and offices, 1820.",3,Title from publisher's website.,a,zid,y,,
17517181,"North American settlers, 1821.",2,Title from publisher's website.,a,zid,y,,
17517182,"North American settlers and offices, 1822.",3,Title from publisher's website.,a,zid,y,,
17517183,"North America settlers, 1823.",3,Title from publisher's website.,a,zid,y,,
17517184,"North America settlers, 1824.",2,Title from publisher's website.,a,zid,y,,
17517185,"North America settlers and offices, 1825.",2,Title from publisher's website.,a,zid,y,,
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",3,Title from publisher's website.,a,zid,y,,
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",3,Title from publisher's website.,a,zid,y,,
17517188,"North America 1826 : offices, settlers .",3,Title from publisher's website.,a,zid,y,,
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517190,"North American settlers, 1827. Volume 2, Irish applicants.",2,Title from publisher's website.,a,zid,y,,
17517191,North America : copy of Col. Cockburn's letter of 17 Sept. (see volume 17) with statements.,2,Title from publisher's website.,a,zid,y,,
17517192,"North American settlers, 1828.",2,Title from publisher's website.,a,zid,y,,
17517193,"Emigration : North America, 1828. [Part 1].",3,Title from publisher's website.,a,zid,y,,
17517194,"Emigration : North America, 1828 : offices and individuals, Mr. Buchanan (including MS. fair copy of pamphlet entitled 'Emigration practically considered'). [Part 2].",2,Title from publisher's website.,a,zid,y,,
17517195,"North America, 1828 : offices and individuals, Mr. Buchanan. [Part 3].",2,Title from publisher's website.,a,zid,y,,
17517196,"North America, 1829 : commander in chief, settlers A to Z.",2,Title from publisher's website.,a,zid,y,,
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",3,Title from publisher's website.,a,zid,y,,
17517198,"North American settlers, 1830 : emigration societies, individuals.",3,Title from publisher's website.,a,zid,y,,
17517199,"North American settlers, 1830. Volume 1, Public offices and individuals, A-G.",2,Title from publisher's website.,a,zid,y,,
17517200,"North American settlers, 1831. Volume 2, Offices and individuals, miscellaneous H-Z.",2,Title from publisher's website.,a,zid,y,,
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",3,Title from publisher's website.,a,zid,y,,
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",3,Title from publisher's website.,a,zid,y,,
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",3,Title from publisher's website.,a,zid,y,,
17517204,"North American settlers, 1832 : offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517205,"Emigration, North America and Australia, 1832 : commissioners, public offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517206,"North American settlers, 1833 : offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",3,Title from publisher's website.,a,zid,y,,
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517209,"North American settlers, 1834 : offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",3,Title from publisher's website.,a,zid,y,,
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517212,"North American settlers, 1835 : offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",4,Title from publisher's website.,a,zid,y,,
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517215,"North America settlers, 1836 : offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",3,Title from publisher's website.,a,zid,y,,
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",3,Title from publisher's website.,a,zid,y,,
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",3,Title from publisher's website.,a,zid,y,,
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",3,Title from publisher's website.,a,zid,y,,
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",3,Title from publisher's website.,a,zid,y,,
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",3,Title from publisher's website.,a,zid,y,,
17517224,"Emigration, North America and Australia, 1838. Volume 4, Public offices.",2,Title from publisher's website.,a,zid,y,,
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",3,Title from publisher's website.,a,zid,y,,
17517226,"North American settlers, 1837 and 1838.",2,Title from publisher's website.,a,zid,y,,
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",3,Title from publisher's website.,a,zid,y,,
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",3,Title from publisher's website.,a,zid,y,,
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",3,Title from publisher's website.,a,zid,y,,
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",3,Title from publisher's website.,a,zid,y,,
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",3,Title from publisher's website.,a,zid,y,,
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,zid,y,,
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,zid,y,,
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",3,Title from publisher's website.,a,zid,y,,
17517237,"Emigration, general miscellaneous, 1840 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517238,"Emigration, Australia, 1841. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,zid,y,,
17517239,"Emigration, Australia, 1841. Volume 2, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a,zid,y,,
17517240,"Emigration, Australia, 1841. Volume 3, September to December, Commissioners Elliot, Villiers and [Torrens].",3,Title from publisher's website.,a,zid,y,,
17517241,"Emigration, Australia, 1841. Volume 4, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517242,"Emigration, North America, 1841 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517243,"Emigration, general miscellaneous, 1841 : commissioners, public offices etc.",3,Title from publisher's website.,a,zid,y,,
17517244,"Emigration, North America, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517245,"Emigration, Australia, 1842. Volume 1, January to June, emigration commissioners.",3,Title from publisher's website.,a,zid,y,,
17517246,"Emigration, Australia, 1842. Volume 2, July to December, commissioners.",3,Title from publisher's website.,a,zid,y,,
17517247,"Emigration, Australia, 1842. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517248,"Emigration, general miscellaneous, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517249,"Emigration, North America, 1843 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517250,"Emigration, North America, 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517251,"Emigration, general miscellaneous, 1843 and 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517252,"Emigration, general miscellaneous, 1845 and 1846.",3,Title from publisher's website.,a,zid,y,,
17517253,"Emigration, North America, 1845 and 1846.",3,Title from publisher's website.,a,zid,y,,
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,zid,y,,
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,zid,y,,
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a,zid,y,,
17517258,"Emigration, North America, 1849.",3,Title from publisher's website.,a,zid,y,,
17517259,"Emigration, general miscellaneous, 1849.",3,Title from publisher's website.,a,zid,y,,
17517260,"Emigration, general miscellaneous, 1850.",3,Title from publisher's website.,a,zid,y,,
17517261,"Emigration, general miscellaneous, 1851.",3,Title from publisher's website.,a,zid,y,,
17517262,"Emigration, Colonial Department, circulars. [Part 1].",2,Title from publisher's website.,a,zid,y,,
17517263,"Emigration, Colonial Department, circulars. [Part 2].",2,Title from publisher's website.,a,zid,y,,
17517264,"Emigration, North America, 1850 and 1851.",3,Title from publisher's website.,a,zid,y,,
17517265,"Emigration, general miscellaneous, 1852.",3,Title from publisher's website.,a,zid,y,,
17517266,"Emigration, general, 1853 : public offices, colonial land and emigration commissioners. Volume 1.",2,Title from publisher's website.,a,zid,y,,
17517267,"Emigration, general, 1853 : miscellaneous offices and individuals. Volume 2.",3,Title from publisher's website.,a,zid,y,,
17517268,"Emigration, general : public offices, Land Board, 1854. Volume 1.",3,Title from publisher's website.,a,zid,y,,
17517269,"Emigration, general : offices and individuals, 1854. Volume 2.",3,Title from publisher's website.,a,zid,y,,
17517270,"Emigration, general, 1885 : Land Board. Volume 1.",2,Title from publisher's website.,a,zid,y,,
17517271,"Emigration, general, 1855 : public offices and individuals. Volume 2.",3,Title from publisher's website.,a,zid,y,,
17517272,"Emigration, general, 1856 : Emigration Board. Volume 1.",3,Title from publisher's website.,a,zid,y,,
17517273,"Emigration, general, 1856 : public offices and individuals. Volume 2.",3,Title from publisher's website.,a,zid,y,,
17517274,"Emigration commissioners, 1857. Volume 1, January to July.",3,Title from publisher's website.,a,zid,y,,
17517275,"Emigration commission, 1857. Volume 2, August to December, public offices, A to Z.",3,Title from publisher's website.,a,zid,y,,
17517276,"Emigration, 1872 : public offices, miscellaneous offices and A to Z.",3,Title from publisher's website.,a,zid,y,,
17517277,"Emigration, 1873 : public offices and A to Z.",2,Title from publisher's website.,a,zid,y,,
17517278,"Emigration (and Coolie immigration), 1874. Volume 1, Dispatches, Windward Islands, Leeward Islands, Trinidad, Jamaica.",2,Title from publisher's website.,a,zid,y,,
17517279,"Emigration (and Coolie immigration), 1874. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517280,"Emigration (and Coolie immigration), 1874. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517281,"Emigration (and Coolie immigration), 1875. Volume 1, Despatches, Windward Islands, Leeward Islands, Trinidad, Jamaica and miscellaneous.",2,Title from publisher's website.,a,zid,y,,
17517282,"Emigration (and Coolie immigration), 1875. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517283,"Emigration (and Coolie immigration), 1875. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517284,"Emigration (and Coolie immigration), 1876. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,zid,y,,
17517285,"Emigration (and Coolie immigration), 1876. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517286,"Emigration (and Coolie immigration), 1876. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517287,"Emigration (and Coolie immigration), 1876. Volume 4, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517288,"Emigration (and Coolie immigration), 1876. Volume 5, Offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517289,"Emigration (and Coolie immigration), 1877. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.,a,zid,y,,
17517290,"Emigration (and Coolie immigration) 1877. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517291,"Emigration (and Coolie immigration), 1877. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517292,"Emigration (and Coolie immigration), 1877. Volume 4, Offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517293,"Emigration (and Coolie immigration), 1878. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,zid,y,,
17517294,"Emigration (and Coolie immigration), 1878. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517295,"Emigration (and Coolie immigration), 1878. Volume 3, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517296,"Emigration (and Coolie immigration), 1878. Volume 4, Offices, agents and India.",2,Title from publisher's website.,a,zid,y,,
17517297,"Emigration (and Coolie immigration), 1878. Volume 5, Correspondence, original, Secretary of State.",3,Title from publisher's website.,a,zid,y,,
17517298,"Emigration (and Coolie immigration), 1879. Volume 1, Eastern, Australian and miscellaneous despatches.",3,Title from publisher's website.,a,zid,y,,
17517299,"Emigration (including Coolie immigration), 1879. Volume 2, British Guiana and Jamaica despatches.",2,Title from publisher's website.,a,zid,y,,
17517300,"Emigration (and Coolie immigration), 1879. Volume 3, Despatches, Trinidad, Windward and Leeward Islands.",2,Title from publisher's website.,a,zid,y,,
17517301,"Emigration (and Coolie immigration), 1879. Volume 4, Offices (except agents) and companies.",2,Title from publisher's website.,a,zid,y,,
17517302,"Emigration (and Coolie immigration), 1879. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517303,"Emigration (and Coolie immigration), 1880. Volume 1, Despatches, Eastern, Australian and miscellaneous.",3,Title from publisher's website.,a,zid,y,,
17517304,"Emigration (and Coolie immigration), 1880. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517305,"Emigration (and Coolie immigration), 1880. Volume 3, Despatches, Trinidad, Windward and Leeward Islands and Jamaica.",2,Title from publisher's website.,a,zid,y,,
17517306,"Emigration (and Coolie immigration), 1880. Volume 4, Offices (except agents) and companies.",2,Title from publisher's website.,a,zid,y,,
17517307,"Emigration (and Coolie immigration), 1880. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517308,"Emigration (and Coolie immigration), 1881. Volume 1, Mauritius despatches.",2,Title from publisher's website.,a,zid,y,,
17517309,"Emigration (and Coolie immigration), 1881. Volume 2, Hong Kong, Straits, Australian and British Guiana despatches.",2,Title from publisher's website.,a,zid,y,,
17517310,"Emigration (and Coolie immigration), 1881. Volume 3, Trinidad despatches.",2,Title from publisher's website.,a,zid,y,,
