bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
11648468,"[Permit for Thomas Cooper to receive one cask of foreign brandy, 1809]",2,"At head: ""No. [25. (illegible) Tho. Ball. Excise Office, Londn. Divn.""",w,dm,y,,
11660776,"Billhead recording purchases by Mrs. Davenport from A. Johnston, silk mercer, haberdasher & lace man, Manchester.",1,"""Bought of A. Johnston, silk mercer, haberdasher & laceman. Millinery, dresses, baby linen, & family mourning.""",w,dm,y,,
11660776,"Billhead recording purchases by Mrs. Davenport from A. Johnston, silk mercer, haberdasher & lace man, Manchester.",2,"""Manchester, 19 St Anna Square. 181-. For ready money no. fancy good to order returnable.""",w,dm,y,,
11660866,"Billhead recording shoes purchased by Mr. Roberts from P. Roche, boot maker, Liverpool.",1,"The engraved billhead, featuring an image of a storefront with Roche on the sign and the interior of the shop visible, reads: ""Bought of P. Roche, bootmaker. Liverpool. Richmond Stt. (Opposite) Church Stt.""",w,dm,y,,
11660866,"Billhead recording shoes purchased by Mr. Roberts from P. Roche, boot maker, Liverpool.",2,"Gore's Directory of Liverpool & its Environs, 1853, lists ""Roche, Patrick, bootmaker, 11 Church Street.""",w,dm,y,,
11660998,"Billhead recording purchases by Mrs. Davenport from Wimpory & Son, ladies shoe makers, Manchester.",1,"""Bought of Wimpory & Son, from London. Ladies shoe makers, 8 St. Ann's Square.""",w,dm,y,,
11660998,"Billhead recording purchases by Mrs. Davenport from Wimpory & Son, ladies shoe makers, Manchester.",2,"""Where every article in their line is manufactured of the very best materials & in the first stile of fashion.""",w,dm,y,,
11660998,"Billhead recording purchases by Mrs. Davenport from Wimpory & Son, ladies shoe makers, Manchester.",4,The firm of Wimpory & Son appears in the Manchester directory of 1825.,w,dm,y,,
11661989,"Billhead recording clothing purchased by Mrs. Clough from James Shoubridge, hatter, London.",1,"The engraved billhead features an image of the royal arms of Great Britain, engraved by Halthide & Co.",w,dm,y,,
11661989,"Billhead recording clothing purchased by Mrs. Clough from James Shoubridge, hatter, London.",2,"""Bought of Jas. Shoubridge, hatter to Her Majesty & their Royal Highnesses the Duke & Duchess of York & the Princesses & Dukes of Kent & Cumberland. 16 Old Bond Street, London.""",w,dm,y,,
11662063,"Billhead of J.S. Moss & Son, draper and general outfitter, Manchester.",1,"""J. Moss, draper, general outfitter, tailor. 23, Market Street, and 2, Corporation Street. Branches for general hosiery & shirt-making at no. 46, Maket Street, (opposite side) and 24 Cross St. Manchester, [Feb 24th], 18[81].""",w,dm,y,,
11662063,"Billhead of J.S. Moss & Son, draper and general outfitter, Manchester.",2,"Text on either side of engraved image: ""Estimates for the equipment of volunteer regiments. Complete outfits for India, China and all parts of the world.""",w,dm,y,,
11662063,"Billhead of J.S. Moss & Son, draper and general outfitter, Manchester.",3,"At head of billhead: ""Established in the seventeenth century.""",w,dm,y,,
11662395,"Billhead recording clothing purchased by Mr. Davenport from Joseph Grave, clothiers, Manchester.",1,"Dated at top: ""Manchester, [26 Dec.], 18[20].""",w,dm,y,,
11662395,"Billhead recording clothing purchased by Mr. Davenport from Joseph Grave, clothiers, Manchester.",2,"The engraved billhead reads: ""To Joseph Grave Dr., draper, tailor, & habit maker.""",w,dm,y,,
11662410,Lichen.,1,"""Drawings by Mandy Bonnell. Poem by Gabriel Gbadamosi. Box made by Elizabeth Neville. Letterpress by Graham Bignell."" Card bears the signature of Mandy Bonnell, in graphite.",w,dm,y,,
11662410,Lichen.,2,"""Lichen in puddles and in woods, along the blue green arm of the beech, on the yellow cushion of rocks, under the orange stare of the sun. Gabriel Gbadamosi.""",w,dm,y,,
11662410,Lichen.,4,"Issued with three printed cards (on heavy white paper). The first of these bears the title (printed in mottled green-brown ink); the second, two lines of verse by Gabriel Gbadamosi; the third, the names of the artist and collaborators.",w,dm,y,,
11662490,"Billheads of Elliston & Cavell, clothiers, Oxford, for clothing purchased by Mrs. Risley, on behalf of the Warneford Asylum.",1,"""Bot. of Elliston & Cavell, Ltd. drapers & silk mercers, costumiers, nilliners, ladies & children's outfitters, furriers, glovers, hosiers & haberdashers, trousseaux, layettes, Indian & colonial outfits. Cabinet makers, upholsterers, house furnishings, bedstead & bedding warehousemen, carpet factors, blind makers, portmaneau, bags, dress baskets & travelling requisites. Funeral directors.",w,dm,y,,
11662490,"Billheads of Elliston & Cavell, clothiers, Oxford, for clothing purchased by Mrs. Risley, on behalf of the Warneford Asylum.",2,"""Telegraphic address: Ellistons Oxford. Telephone number 181. 7.8.9.10.11 & 12 Magdalen Street, Oxford.""",w,dm,y,,
11662657,"Billhead recording clothing purchased by George W. Humphreys, Esq. from, Alexander McBean & Sons, clothiers, Inverness.",1,"""To Alexr. McBean & Sons, tailors, clothiers & outfitters. Inventors of the Highland Cloak & Deer Stalking Knickerbocker. Inverness, 35 Union Street.""",w,dm,y,,
11662657,"Billhead recording clothing purchased by George W. Humphreys, Esq. from, Alexander McBean & Sons, clothiers, Inverness.",2,The engraved billhead features an illustration of McBean's storefront.,w,dm,y,,
11662657,"Billhead recording clothing purchased by George W. Humphreys, Esq. from, Alexander McBean & Sons, clothiers, Inverness.",3,"""Accounts rendered June & December"".",w,dm,y,,
11662943,"Billhead of Slatter & Willes, London, for purchases made by R.D. Fraser in 1912.",1,"""Bought of Slatter & Willes, high class bespoke tailors, breeches makers, and general outfitters. Contractors for livries and uniforms. All remittances and communications to be addressed to the firm. Terms strictly cash.""",w,dm,y,,
11662943,"Billhead of Slatter & Willes, London, for purchases made by R.D. Fraser in 1912.",2,The lithographed billhead features an illustration of the Slatter & Willes shopfront.,w,dm,y,,
11663027,"Billhead of James Haldane, London tailor, recording services rendered to Viscount Strathallan, 1843.",1,The engraved billhead features an image of the royal arms of Great Britain.,w,dm,y,,
11663027,"Billhead of James Haldane, London tailor, recording services rendered to Viscount Strathallan, 1843.",2,"""Dr. to James Haldane, 18 Old Burlington Street, London"".",w,dm,y,,
11663106,"[Billhead of Joseph Osborn, maltster, for purchases made by H. Brandreth, 1848].",1,"""Dunstable, [17 April 1848]. No. P. Mr. [H. Brandreth, Esqr.] bought of Joseph Osborn, maltster. [7 Qua Malt ... 22.8.0]""",w,dm,y,,
11663122,"Billhead of Frederick Hammond, London clothier, recording purchases by Lord G. Beauclerk, 1871.",1,"""Bot. of Fredk. Hammond, hosier, glover, shirt maker, & general oufiter, 93, Piccadilly. Dressings gowns and Welch flannels. Ladies & children's hosier of every description. For ready money"".",w,dm,y,,
11663301,"Billhead of Henry Leath, London clothier, recording purchases by J. Challinor, 1851.",1,"""H. Leath. Hosier, glove & shirt maker. 303, High Holborn. Eight doors west of Chancery Lane. Handkerchief & scarf warehouse. Socks, collars, braces, umbrella, carpet, bags, &c. Wholesale & retail.""",w,dm,y,,
11663301,"Billhead of Henry Leath, London clothier, recording purchases by J. Challinor, 1851.",2,"Features an image of the Leath shopfront, engraved by Reeves & Hoare.",w,dm,y,,
11663301,"Billhead of Henry Leath, London clothier, recording purchases by J. Challinor, 1851.",3,"Old Bailey proceedings, 19th August 1850, notes a Henry Leath, hosier, who testifies against a Frances Davison, for theft.",w,dm,y,,
11663425,"Billhead of Daniel Gibbon, London hosier, for purchases by Mr. H. Gibbs, 1832.",1,"""D. Gibbon, hosier, glover & shirtmaker to the King and Royal Family. 19, Coventry Street, opposite the Haymaket.""",w,dm,y,,
11663425,"Billhead of Daniel Gibbon, London hosier, for purchases by Mr. H. Gibbs, 1832.",2,The engraved billhead features an image of the royal arms of Great Britain.,w,dm,y,,
11663425,"Billhead of Daniel Gibbon, London hosier, for purchases by Mr. H. Gibbs, 1832.",3,"The Dec. 14, 1833, issue of the Spectator (page 1276), notes, under the heading Insolvents, ""Gibbon, Daniel, Coventry Street, Haymarket, hosier, Dec. 10.""",w,dm,y,,
11663475,"Billhead of Timothy Satchell, London hatter, for hats purchased by Charles Byass, 1849.",1,"""Bought of T. Satchell, hat manufacturer. 158, Fenchurch Street, 2 doors from Lime St.""",w,dm,y,,
11663475,"Billhead of Timothy Satchell, London hatter, for hats purchased by Charles Byass, 1849.",2,"The London Gazette of November 9, 1860 (page 4155), notes a ""Timothy Satchell, late of no. 158 Fenchurch Street, in the city of London ... hatter, deceased, who died on the 20th day of February, 1860 ...""",w,dm,y,,
11663513,"Billhead of B. Smallwood, London haberdasher, for purchase of ribbon by an unidentified buyer.",1,"""Bot. of B. Smallwood, (late Victor's). Haberdasher at the Golden Ball, Little Maddox Street, Hanover Square.""",w,dm,y,,
11663686,"Billhead of J. Christie & Son, Edinburgh clothiers, for purchases by Joseph Markland, 1850.",1,"""Bought of J. Christie & Son, clothiers. Breeches, makers & glovers.""",w,dm,y,,
11663686,"Billhead of J. Christie & Son, Edinburgh clothiers, for purchases by Joseph Markland, 1850.",2,"""16 George Street. Nearly opposite St Andrews Church, Edinburgh.""",w,dm,y,,
11664870,"Billhead of James Sedgwick, Manchester clothier, for purchases by John Davenport, 1811.",1,"""Bought of James Sedgwick, Manchester. Linen draper, haberdasher, hosier &c. Funerals furnished.""",w,dm,y,,
11664870,"Billhead of James Sedgwick, Manchester clothier, for purchases by John Davenport, 1811.",2,Billhead engraved by W. Thomas.,w,dm,y,,
11664990,"Billhead recording fabric purchased by Robert Campbell, Esq. from John Sinclair, Edinburgh.",1,"""Russian Warehouse, 43, South Bridge Street, Edinburgh ... Bought of John Sinclair.""",w,dm,y,,
11665044,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1831-1832.",1,"""To James Cracknall, breeches maker to His Majesty and their Royal Highnesses, the Dukes of York, Cumberland & Cambridge. 29, Old Bond Street, London.""",w,dm,y,,
11665044,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1831-1832.",2,"The client is presumably James Andrew John Lawrence Charles Drummond, 6th Viscount Strathallan (1767-1851)",w,dm,y,,
11665044,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1831-1832.",3,"Billhead features an image of the royal arms of Great Britain, engraved by Sawyer & Son.",w,dm,y,,
11665325,"Diary written on board the HMS Portland during the Seven Years War, 1757 November 27- 1759 August].",1,"Signed on front flyleaf: ""Thomas Wright.""",w,dm,y,,
11665496,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1830.",1,"""To James Cracknall, breeches maker to His Majesty and their Royal Highnesses, the Dukes of York, Cumberland & Cambridge. 29, Old Bond Street, London.""",w,dm,y,,
11665496,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1830.",2,"The client is presumably James Andrew John Lawrence Charles Drummond, 6th Viscount Strathallan (1767-1851)",w,dm,y,,
11665496,"Billhead of James Cracknall, clothier, London, for tailoring provided to Lord Strathallen, 1830.",3,"Billhead features an image of the royal arms of Great Britain, engraved by Sawyer & Son.",w,dm,y,,
11665544,"[Billhead of John Roberts, hosier, London, recording purchases by B. Buggin].",1,"Addressed on reverse: ""Mr. B. Buggin. No. 62 One Seagrove Southampton Buildings Chancery Lane"".",w,dm,y,,
11665544,"[Billhead of John Roberts, hosier, London, recording purchases by B. Buggin].",2,"The engraved billhead, featuring an engraved image of three kings within decorative circular device reads: ""Bought of John Roberts, Hosier, at the three Kings in Fenchurch Street. No. 170"".",w,dm,y,,
11665544,"[Billhead of John Roberts, hosier, London, recording purchases by B. Buggin].",3,"Barrington Buggin of Harper Street, was a ship broker, and owned warehouses on part of the east and west sides of he Fresh Wharf gateway on the south side of Lower Thames Street.",w,dm,y,,
11665635,"Billhead of Vouillon & Laure, clothiers, London, for purchases by Mrs. H.H. Creed.",1,"""Vouillon & Laure, late partners & successors to Maradan Carson & Cie., Brevetés de La Majesté La Reine, Victoria, 12, Princess Street, Hanover Square. Modes, robes, habits de cour, soieries, corsets, plumes, fleurs & rubans.""",w,dm,y,,
11665635,"Billhead of Vouillon & Laure, clothiers, London, for purchases by Mrs. H.H. Creed.",2,The engraved billhead features an image of the royal arms of Great Britain.,w,dm,y,,
11665635,"Billhead of Vouillon & Laure, clothiers, London, for purchases by Mrs. H.H. Creed.",4,The client is presumably the wife of Henry Herries Creed.,w,dm,y,,
11665890,List of necessaries for a civilian proceeding to [blank] : furnished by S.W. Silver & Co.,2,"Caption continues: ""S.W. Silver & Co. Clothiers, outfitters and contractors, no. 66, 67 & 70 Cornhill, London, and St. George's Crescent, Liverpool (Emigrants fitting out warehouse no. 4 Bishopsgate St. within opposite the London Tavern). The outfit and cabin furniture for the voyage so arranged as to form a supply on arrival"".",w,dm,y,,
11666324,"[Billhead of T.L. Barrett, general warehouseman, Peterborough, for a purchase by Maude K. Kirkby].",1,"Engraved billhead features an image of the Barrett storefront, by Waterlow & Sons.",w,dm,y,,
11666324,"[Billhead of T.L. Barrett, general warehouseman, Peterborough, for a purchase by Maude K. Kirkby].",2,"""Bought of T.L. Barrett, general warehouseman. Departments: millinery, mantles, costumes, silks, dresses, underclothing, hosiery & gloves, ribbons & laces, family mourning. Departments: carpets, mattings, curtains, bedsteads, household linens, flannels & blankets, calicoes, fancy blinds, paperhangings"".",w,dm,y,,
11666324,"[Billhead of T.L. Barrett, general warehouseman, Peterborough, for a purchase by Maude K. Kirkby].",3,"""And at Skegness"".",w,dm,y,,
11666417,"[Billhead of H.J. Simkin, carver & gilder, London, for the purchase of picture frames by Mr. Stevenson].",1,"""Dr. to H.J. Simkin, carver & gilder, picture frame maker & artists mount cutter. 113, Upper Street, Islington, N. Opposite St. Mary's Church"".",w,dm,y,,
11666417,"[Billhead of H.J. Simkin, carver & gilder, London, for the purchase of picture frames by Mr. Stevenson].",3,"""Prints and drawings carefully mounted"".",w,dm,y,,
11666417,"[Billhead of H.J. Simkin, carver & gilder, London, for the purchase of picture frames by Mr. Stevenson].",4,"""All goods must be paid for on or before delivery"".",w,dm,y,,
11666544,"[Billhead of W. Woods & Son, fancy hardwaremen, London, for equipment purchased by Mr. Treat].",1,"The engraved billhead features an illustration of the Woods storefront. Engraved by W.H. Leonard, Birmingham.",w,dm,y,,
11666544,"[Billhead of W. Woods & Son, fancy hardwaremen, London, for equipment purchased by Mr. Treat].",3,"""Bot. of W. Woods & Son, general fancy hardwaremen, and manufacturers of hooks & eyes, metallic pens, pen holders, pencil cases, ever pointed & Cumberland pencils, metallic holes, snaps, brace belt & stock buckles, elastic wire, steel locks, swivels, &c. chandelier pins, lamp chains, steel rings, buttons, thimbles, castor tops, guard chains, watch keys, &c. &c.""",w,dm,y,,
11666544,"[Billhead of W. Woods & Son, fancy hardwaremen, London, for equipment purchased by Mr. Treat].",4,"""Warehouse, 76 Newgate Street, London. Manufactory. Newcastle Street. Faringdon St.""",w,dm,y,,
11666544,"[Billhead of W. Woods & Son, fancy hardwaremen, London, for equipment purchased by Mr. Treat].",5,"""Wholesale & for exportation"".",w,dm,y,,
11666544,"[Billhead of W. Woods & Son, fancy hardwaremen, London, for equipment purchased by Mr. Treat].",6,"""Palmer's patent metallic candles & lamps"".",w,dm,y,,
11666717,"[Billhead of Miller & Sons, candle merchants, London].",1,The engraved billhead features an image of the royal arms of Great Britain.,w,dm,y,,
11666717,"[Billhead of Miller & Sons, candle merchants, London].",2,"""Bought of Miller & Sons (successors to Mr. Glossop). Spermaceti refiners, wax chandlers & oil merchants, 179, Piccadilly, opposite Burlington House, and at their manufactory, 51, Old Compton Street, Soho. Sealing wax, chamber lamps, floating lights, lamp glasses, cottons &c. &c.""",w,dm,y,,
11668742,"[Billhead and receipt of Oetzmann & Co., London, for purchase of carpet by R.W. Stevenson].",2,Features a wood-engraved illustration of the Oetzmann storefront.,w,dm,y,,
11668742,"[Billhead and receipt of Oetzmann & Co., London, for purchase of carpet by R.W. Stevenson].",3,"""Bot. of Oetzmann & Co., cabinet makers, upholsterers, bedding manufacturers and house furnishers throughout.""",w,dm,y,,
11668742,"[Billhead and receipt of Oetzmann & Co., London, for purchase of carpet by R.W. Stevenson].",4,"""Patentees & sole vendors compendium mattress Anglo Turkey, Anglo-Persian and Anglo Indian carpets & rugs. Established in 1848. Showrooms: 67, 69, 71, 73, 77 & 79 Hampston Road. Cabinet Factory: Albion Works, Drummond Street. Bedding Factory : Eagle Works, Hampstead Road. London. N.W.""",w,dm,y,,
11668742,"[Billhead and receipt of Oetzmann & Co., London, for purchase of carpet by R.W. Stevenson].",6,"""Departments: Table cutlery, electro silver plate, lamps & chandeliers, &c., pictures, bronzes, French & English clocks, paper hangings, china & glass, dinner & dessert sets, tea & breakfast services, toilet sets, vases, instres &c., mats & brushers, wood turnery &c.""",w,dm,y,,
11668820,"[Billhead of Maple & Co., London, for purchases by R.W. Stevenson].",1,"""Bought of Maple & Co. carpet factors, upholsterers & cabinet manufacturers.""",w,dm,y,,
11668820,"[Billhead of Maple & Co., London, for purchases by R.W. Stevenson].",2,"""145, 146, 147, 148, & 149 Tottenham Court Road. 1 to 15 Tottenham Place, 2,3,4,5,6,12,13 & 14 Grafton St., East"".",w,dm,y,,
11668820,"[Billhead of Maple & Co., London, for purchases by R.W. Stevenson].",3,With a wood-engraved illustration of the Maple & Co. storefront by Waterlow & Sons.,w,dm,y,,
11668832,"Billhead of Thomas Townend, London hatter, for hats purchased by Charles Byass, 1849.",1,"""Bought of Thomas Townend, hat manufacturer, 16 & 18 Lime Street. Superior silk and gingham umbrellas. Gentlemens & childrens caps of every description.""",w,dm,y,,
11669287,"[Billhead recording cloth purchases from Joseph Osborn, linen and woollen draper, Dunstable].",2,"""Blankets sheetings, carpets, table linens &c., funerals furnished & every description of family mourning.""",w,dm,y,,
11669287,"[Billhead recording cloth purchases from Joseph Osborn, linen and woollen draper, Dunstable].",3,"The will of George Osborn, of Dunstable, is dated 1851.",w,dm,y,,
11669455,"[Billhead of Randall Farr & Co., builder, London, for  window cleaning provided to Miss Sparling].",1,The wood-engraved billhead features an image of the Randall Farr & Co. storefront.,w,dm,y,,
11669455,"[Billhead of Randall Farr & Co., builder, London, for  window cleaning provided to Miss Sparling].",2,"""Dr. to Randall Farr & Co. Builders, decorators, upholsterers and house and estate agents. 7, Cambridge Place, Norfolk Square, W.""",w,dm,y,,
11669455,"[Billhead of Randall Farr & Co., builder, London, for  window cleaning provided to Miss Sparling].",3,"""Your favours and recommendations are most respectully solicited.""",w,dm,y,,
11669455,"[Billhead of Randall Farr & Co., builder, London, for  window cleaning provided to Miss Sparling].",4,"""Estimates given for general repairs.""",w,dm,y,,
11670409,"Receipts by John Williams, of White Hill Kiln, for chimney tunnel tiles purchased by Breandveath, of Houghton, 1848.",1,"Other supplies (not purchased) on the printed form include bricks, coping, paving, pipes, lime, and an assortment of tiles.",w,dm,y,,
11671196,"[Billheads of John Vindin, oil & colourman, Knightsbridge for purchases by Mr. Gibbs, 1823].",1,"""Bought of John Vindin, oil & colourman, no. 21 Knightsbridge (near the Cannon Brewhouse).""",w,dm,y,,
11671196,"[Billheads of John Vindin, oil & colourman, Knightsbridge for purchases by Mr. Gibbs, 1823].",2,"""Colours prepared for painting.""",w,dm,y,,
11671196,"[Billheads of John Vindin, oil & colourman, Knightsbridge for purchases by Mr. Gibbs, 1823].",3,"Engraved by ""Ash, 96 Boro."" (i.e. John Ash).",w,dm,y,,
11671209,[Receipt for drawing and engrossing lycence for Mr Skynnor and Lady].,1,"""Stephen Skynner, esqr., his bill. 1757 Decemr. [1] Drawing and engrossing lycence for Mr Skynnor and Lady to domise [i.e. demise] his copy hold estate held of the man of Marshalls £-13/4. [2] Stamps and parchment, -2/8. [3] Paid the Lord his fine as receipt, 1/1/-. [Total] £1/7/0.""",w,dm,y,,
11671209,[Receipt for drawing and engrossing lycence for Mr Skynnor and Lady].,2,"Payment recorded at bottom: ""22d. September 1758, recd. the full contents of this bill, Phil. [?] Martin.""",w,dm,y,,
11675810,Receipt for taxes paid by Samuel Forester.,2,"""London: sold by Coles, Knight, and Dunn, stationers, No. 21, Fleet-Street, for the price of the stamp only. Printed by I. Gold, late Bunney and Gold, Shoe-Lane, London.""--Foot of receipt.",w,dm,y,,
11676042,"Taxes assessed to William Moody, of Ampthill.",2,"""Bedford: Printed and sold by J. Webb.""--Foot of receipt.",w,dm,y,,
11676042,"Taxes assessed to William Moody, of Ampthill.",3,"The assessment includes taxes for ""houses and windows"" and ""inhabited houses."" In 1820, taxes assessed total £0/15/4; in 1823, £0/7/4. Other taxable items listed on the bill are: male servants, carriage with 4 wheels, carriage with 2 wheels drawn by 1 horse, carriage drawn by 2 or more horses, taxed carts, riding and carriage horses, other horses and mules, dogs, horse dealer's duty, armoial bearings, hair powder, game certificates.",w,dm,y,,
11676042,"Taxes assessed to William Moody, of Ampthill.",4,J. Coleman is listed as tax collector on both receipts; C. Austin is an additional collector on the 1820 receipt.,w,dm,y,,
11676236,"[Tax bill for Samuel Staneforth Esqr of Attercliff [illegible] Darnall, dated July 12, 1814]",2,"""No. 10. Affixed taxes, 1st part for the year 1813. Ending 5th April 1814. To [Samuel Staneforth, Esq] of the [Township] of [Attercliff] [illegible] [Darnall]. Your assessment in my duplicate for the present year, delivered to me on the [12] day of [July] under the Acts relating to the Duties of Assessed Taxes amounts to the sum of [£33/19/10] the particulars of which are stated on the back hereof , and the Assessment may be seen at my house as under-mentioned. If you have any cause to appeal against the same you must give notice in writing 28 days after the said [12] day of [July] to the Surveyor or Inspector for this district orf to one of the assessors of the*. The day of appeal is fixed for the [23] day of [August]. Signed: [Wm Marriott] Collector, residing at ""Attercliff'"".",w,dm,y,,
11676236,"[Tax bill for Samuel Staneforth Esqr of Attercliff [illegible] Darnall, dated July 12, 1814]",3,"Verso of tax bill reads: ""Wm. Marriott. Attercliff"". Taxes for windows, inhabited house duty, horses (own use, to let to hire, race horses), horses & mules, and dogs totalling £33/19/10. Receipt of payment not recorded.",w,dm,y,,
11676236,"[Tax bill for Samuel Staneforth Esqr of Attercliff [illegible] Darnall, dated July 12, 1814]",4,"Other taxable items listed on the bill are: male servants or male performs herein described, 2W. car, 4W carr, allowance for children.",w,dm,y,,
11676236,"[Tax bill for Samuel Staneforth Esqr of Attercliff [illegible] Darnall, dated July 12, 1814]",5,"""1st part for 1813. Ending April 5th, 1814"".",w,dm,y,,
11676236,"[Tax bill for Samuel Staneforth Esqr of Attercliff [illegible] Darnall, dated July 12, 1814]",6,"""N.B. These duties are payable by instalments quarterly, viz. the 20th of June, 20th of September, 20th of December, and 20th of March, or within 10 days after; and the full amount for the first half year, if not sooner paid as aforesaid, will be collected or levied on your goods and chatels on the 10t of October, and the full amount for the second half year, if not pad as aforesaid, will be collected or levied in line manner on the 5th of April, or within twenty-one days after those respective periods; in default of distress or payment you will be subject to process for the recovery thereof from the Court of Exchequer with cost; and if you remove from this parish without discharging the taxes due, or leaving sufficient goods whereon distress may be made, you will be liable to a penalty of twenty pounds"".",w,dm,y,,
11676345,"[Tax bill for C. Johnstone, Paddington, Middlesex, October 4th, 1856]",2,"Tax bill for C. Johnstone, Esq of Paddington, Middlesex totalling £10/9/11. Taxes to be paid include £4/10/0 for house tax, £1/11/6 for 3 male servants, £1/15/0 for 1 carriage with four wheels, £1/1/1 for 2 horses for riding or drawing carriage, £0/6/0 for 1 dog and £1/6/5 for 6 armorial bearings. Other taxable items include carriages with two wheels, hair powder, horse dealer's duty and land tax. Printed on blue paper. ""Taxes"" written on back.",w,dm,y,,
11676345,"[Tax bill for C. Johnstone, Paddington, Middlesex, October 4th, 1856]",3,"""Land and assessed taxes, 1856-7-- First Moiety, County of Middlesex. Parish or place Paddington. No. [2418]. Received of Mr. C.. Johnstone, Esq. the [4] day [October] 185[6], the sum of [ten] pounds [nine] shillings and [eleven] pence, for two quarters' taxes due 20th September, 1856, the particulars of which are stated in the margin. [Geo. Reading] Collector"".",w,dm,y,,
11676345,"[Tax bill for C. Johnstone, Paddington, Middlesex, October 4th, 1856]",4,"""Note.-Persons removing the parish or place, without first paying the duties, render themselves liable to a penalty of £20"".",w,dm,y,,
11676381,"Letter : to Miguel Barbachano y Tarrazo, Yucatan, Mexico, 1846 May 13.",1,"Letterhead: Ministerio de Relaciones Exteriores, Gobernacion y Policia.",w,dm,y,,
11676469,"[Fire insurance policy for Mr. Robert Gibbs, March 1, 1808, from British Fire Office]",2,"Fire insurance policy, with engraved lion at top, for Mr. Robt. Gibbs, 7 Theobalds Road. [Policy] no. 26170 Premium due on £600: ""To pay. £1/0/9. Receipt of payment not recorded.",w,dm,y,,
11676469,"[Fire insurance policy for Mr. Robert Gibbs, March 1, 1808, from British Fire Office]",3,"Four pages. Written on last page: ""1808. British Fire Office. Letter. Mar. 1, 1808"". No. ""26170"". Mr. [Robt. Gibbs. 7 Theobaldes Road]"". British Fire Office.",w,dm,y,,
11676469,"[Fire insurance policy for Mr. Robert Gibbs, March 1, 1808, from British Fire Office]",4,"""Westminster Society for insurance on lives and for granting annuities, No. 429, Strand, and No. 21, Cornhill.""--Advertisement p. 3.",w,dm,y,,
11676469,"[Fire insurance policy for Mr. Robert Gibbs, March 1, 1808, from British Fire Office]",5,"""British Fire Office. Strand and Cornhill, March 1, 1808. [Sir], The next annual payment on your policy, no. [2617] becoming due at Lady-Day next, I beg to remind you, that if the same is not paid within fifteen days therefrom, you cannot claim any benefits from the insurance in case of accident. Please bring this letter or the number of your policy when you come to pay the insurance, and if any alteration in the place or property of the insurance, the policy itself. I am, [Sir], your most obedient servant, Robert Skelton, Sec.",w,dm,y,,
11676527,"Indenture placing James Harris into the service of Anthony Harison, goldsmith.",2,"Printed indenture, completed in manuscript, placing James Harris into the service of Anthony Harison, goldsmith, for a period of 7 years, in 1798.",w,dm,y,,
11676527,"Indenture placing James Harris into the service of Anthony Harison, goldsmith.",3,"""This indenture witnesseth, that [James Harris ...] doth put himself to appentice to [Anthony Harris ...] citizen and goldsmith of London, to learn his art of [Goldsmith] and with him (after the manner of an apprentice) to serve from the day of the date of these presents, unto the full end and term of seven years, from thence next following, to be fully complete and ended ...""",w,dm,y,,
11676765,"Letter : to Miguel Barbachano y Tarrazo, Yucatan, Mexico, 1846 July 29.",1,"Letterhead: Ministerio de Relaciones Exteriores, Gobernacion y Policia.",w,dm,y,,
11676826,"[Bill of receipt for the purchase of a sedan chair by W. Murdoch of Madeira, London, 1788]",1,"Bill for a sedan chair purchased by W. Murdoch from Holmes & Griffin dated May 1st, 1788. The bill is for a sedan chair with green baize cover and all packing and shipping costs to Murdoch in Madeira totalling £39/9/0/. Receipt of payment made to Thomas Gordon on July 29, 1780 recorded on back of bill.",w,dm,y,,
11676832,"Billhead of William Hobbs & Sons, Maidstone, for parcelling bags purchased by Honnors Ltd.",1,"""Bot. of William Hobbs & Sons, Ltd. Wholesale stationers. Account book, envelope, and paper bag manufacturers. Chromolithographers. Engravers & printers. Show card manufacturers, &c. Established 1841.""",w,dm,y,,
11676832,"Billhead of William Hobbs & Sons, Maidstone, for parcelling bags purchased by Honnors Ltd.",2,"With an illustration of the Kent Paper Works, Maidstone.",w,dm,y,,
11676845,"Billhead of Richard T. Cussons, bookseller and stationer, Hull, for purchases by Mrs. Maister, Wood Hall.",1,"""To Richard T. Cussons, bookseller and stationer, (successor to Isaac Wilson), 53, Lowgate. Magazines and every other periodical publication procured as soon as published. Bookbinding of every description executed in the best style. An assortment of ledgers, cash and day books, &c. Always on hand, or made to pattern.""",w,dm,y,,
11676851,"Letter : San Juan Bautista, Tabasco, to Miguel Barbachano y Tarrazo, Yucatán, Mexico, 1846 November 22.",1,Letterhead: Gobierno Superior del Estado de Tabasco.,w,dm,y,,
11676871,"Billhead of N. Kelly & Son, stationer, for a purchase by Blake.",1,"""Wholesale and retail paper warehouse; staionery in variety; leather, mill boards, &c. &c. ... General printing establishment, no. 6, South Great George's Street ... Bought of N. Kelly and Son.""",w,dm,y,,
